source_page,extracted_table_index,column_1,column_2,column_3,column_4
10,1,492,Laser ablation of varicose veins,34000,40000
10,1,493,Laparoscopic Fundoplication,17370,19976
10,1,494,Laparoscopic Splenectomy,22500,25875
10,1,495,Laparoscopic Removal of hydatid cyst,16200,18630
11,1,496,Laparoscopic treatment of Pseudo Pancreatic cyst,16200,18630
11,1,497,Laparoscopic Whipple's operation (Laparoscopic Pancreatico Duodenectomy,18000,20700
11,1,498,Laparoscopic GI bypass operation,19800,22770
11,1,499,Laparoscopic Total Colectomy,24000,27600
11,1,500,Laparoscopic Hemicolectomy,23000,26450
11,1,501,Laparoscopic Anterior Resection (of Intestine/ Rectum),23000,26450
11,1,502,Laparoscopic Cholecystetomy,28050,33000
11,1,503,Laparoscopic Appedicectomy,25500,30000
11,1,504,Laparoscopic Hernia - inguinoplasty (including Tacker and Mesh),29750,35000
11,1,505,Laparoscopic ventral Hernia Repair,17500,20125
11,1,506,Laparoscopic Paraumblical Hernia Repair,17500,20125
11,1,507,Laparoscopic Adrenelectomy,12000,13800
11,1,508,Laparoscopic Nephrectomy,22000,25300
11,1,509,Other Major Surgery - Abdomen/GI Surgery,Deleted,Deleted
11,1,510,Other Minor Surgery -Abdomen/GI Surgery,Deleted,Deleted
11,1,,TREATMENT PROCEDURE ICU/CCU PROCEDURES (SPECIAL CARE CASES),,
11,1,511,Coronary Care with Cardiac Monitoring (Room Rent extra),750,863
11,1,512,Compressed air / piped oxygen /per hour,50,58
11,1,513,Ventilator charges (Per day),531,611
11,1,514,Paediatric care for New born (Per day),186,214
11,1,515,Incubator charges (Per day),345,397
11,1,516,Neonatal ICU charges (Per day),391,450
11,1,517,Resuscitation,184,212
11,1,518,Exchange Transfusion,250,288
11,1,519,Pneupack ventilator in Nursery (Per day),575,661
11,1,,TREATMENT PROCEDURE CARDIOVASCULAR AND CARDIAC SURGERY & INVESTIGATIONS,,
11,1,520,Atrial Septal Defect(ASD) closure,84065,98900
11,1,521,Ventricular septal defect (VSD) closure,93415,109900
11,1,522,TOF/TAPVC/TCPC/REV/RSOV repair,127075,146136
11,1,523,BD Glenn/Left atrium myxoma,80750,92863
11,1,524,Senning/Arterial Switch Operation (ASO) with graft,122188,140516
11,1,525,Double Switch Operation (DSO),93254,107242
11,1,526,Atrioventricular(AV) canal repair,160000,184000
11,1,527,Fontan procedure,169000,194350
11,1,528,Conduit repair,169000,194350
11,1,529,Coronary Artery Bypass Graft surgery (CABG),127075,146136
11,1,530,CABG + Intra-Aortic Balloon Pump (IABP),160000,184000
11,1,531,CABG + Valve.,152100,174915
11,1,532,CABG without bypass.,130000,149500
11,1,533,Ascending aorta replacement,130000,149500
11,1,534,Double Valve Replacement (DVR),155422,178735
11,1,535,Mitral valve Replacement(MVR)/ Aortic valve Replacement(AVR),93254,107242
11,1,536,Mitral Valve repair + Aortic Valve repair,103615,119157
11,1,537,Aorta femoral bypass,52000,59800
11,1,538,Blalock-Taussig shunt (BT Shunt) / Coarctation,50000,57500
11,1,539,Pulmonary Artery Banding (PA Banding) Septostomy,51980,59777
11,1,540,Pericardectomy,42320,48668
11,1,541,"Patent Ductus Arterosus (PDA), device closure",46750,55000
11,1,542,Gunshot injury,46782,53799
11,1,543,Heart transplant,248400,285660
12,1,544,Balloon coronary angioplasty/PTCA/PCI with VCD,78200,92000
12,1,545,Balloon coronary angioplasty/PTCA/PCI without VCD,71150,83725
12,1,546,Rotablation,47775,56206
12,1,547,Balloon Mitral Valvotomy/Percutaneous transvenous mitral commissurotomy (PTMC) / percutaneous mitral balloon valvotomy,77000,90700
12,1,548,Cardiac Catheterization (CATH),11510,13545
12,1,549,Aortic Arch Replacement,9315,10712
12,1,550,Aortic Dissection,11385,13093
12,1,551,Thoraco Abdominal Aneurism Repair,13500,15525
12,1,552,Embolectomy,18900,21735
12,1,553,Vascular Repair,36000,41400
12,1,554,Bentall Repair with Prosthetic Valve,27000,31050
12,1,555,Bentall Repair with Biologic Valve,114750,131963
12,1,556,Coaractation dilatation/Balloon dilatation of Aortic coarctation -including cost of Balloon,60860,71600
12,1,557,Coaractation dilatation with Stenting,18500,21275
12,1,558,Temporary cardiac pacing (TPI) (Temporary Cardiac Pacing) Single Chamber,16320,19200
12,1,559,Temporary cardiac pacing (TPI) Dual Chamber,7344,8446
12,1,560,Permanent pacemaker implantation (PPI)- Single Chamber,27200,32000
12,1,561,Permanent pacemaker implantation- Dual Chamber,36550,43000
12,1,562,Permanent pacemaker implantation (PPI)-Biventricular,42180,49625
12,1,563,Automatic implantable cardioverter defibrillator (AICD) Single Chamber,42500,50000
12,1,564,Automatic implantable cardioverter defibrillator (AICD) Dual Chamber,44500,52350
12,1,565,Combo device implantation,50150,59000
12,1,566,Diagnostic Electrophysiological studies conventional including Catheter,56100,66000
12,1,567,Ambulatory BP monitoring,1000,1000
12,1,568,External Loop/event recording (Maximum up to 7 days),1500 first day and 1000 for subsequent days,1500 first day and 1000 for subsequent days
12,1,569,Radiofrequency RF Ablation conventional,81600,96000
12,1,570,RF Ablation Atrial Tachycardia/with 3-D mapping All inclusive,153850,181000
12,1,571,Endomyocardial biopsy,Deleted,Deleted
12,1,572,Intra aortic balloon pump (IABP) / including Cost of Ballon,42500,50000
12,1,573,Intra vascular coiling,63750,75000
12,1,574,Septostomy- Balloon,25500,30000
12,1,575,Septostomy- Blade,17595,20234
12,1,576,Aortic valve balloon dilatation (AVBD) / pulmonary valve balloon dilatation (PVBD),47940,56400
12,1,577,Digital subtraction angiography-Peripheral artery,12400,14610
12,1,578,Digital subtraction angiography- venogram,12400,14610
12,1,579,CT Guided biopsy,1139,1310
12,1,580,Sinogram,777,894
12,1,581,Peripheral Angioplasty including VCD,46750,55500
12,1,582,Peripheral Angioplasty without VCD,11500,13225
12,1,583,Renal Angioplasty,46750,55000
12,1,584,Intravascular ultrasound (IVUS),50000,50000
12,1,585,Fractional flow reserve (FFR)-inclusive of cost of wire,30000,30000
12,1,586,Holter analysis,2125,2500
12,1,587,Aortic stent grafting for aortic aneurysm,75000,86250
13,1,588,Inferior Vena Cava (IVC) filter implantation (Cost of Filter extra),25500,30000
13,1,589,ASD/VSD/PDA device closure,Deleted,Deleted
13,1,590,Electrocardiogram (ECG),150,175
13,1,591,Head--up tilt test (HUTT),3400,4000
13,1,592,2D echocardiography,1255,1475
13,1,593,3D echocardiography,1400,1610
13,1,594,Fetal Echo,1360,1600
13,1,595,2D Transesophageal Echocardiography (TEE),1403,1613
13,1,596,3D Transesophageal Echocardiography (TEE),1403,1613
13,1,597,Stress Echo- exercise,2040,2400
13,1,598,Stress Echo- pharmacological,2550,3000
13,1,599,Stress Myocardial Perfusion Imaging (MPI)- exercise,7650,9000
13,1,600,Stress Myocardial Perfusion Imaging (MPI) - pharmacological,7650,9000
13,1,601,Coronary angiography,11240,13225
13,1,602,CT coronary angiography,5427,6241
13,1,603,Cardiac CT scan,2045,2352
13,1,604,Cardiac MRI,6800,8000
13,1,605,Stress Cardiac MRI,2700,3105
13,1,606,MR angiography.,5072,5833
13,1,607,Cardiac PET,1350,1553
13,1,608,Pericardiocentesis,8500,10000
13,1,609,Other Major Surgery,18000,20700
13,1,610,Other Minor Surgery,3825,4399
13,1,,TREATMENT PROCEDURE OBSTETRICS AND GYNAECOLOGY,,
13,1,611,Normal delivery with or without Episiotomy & P. repair,7500,8625
13,1,612,vacuum delivery,7763,8927
13,1,613,Forceps Delivery,8280,9522
13,1,614,Cesarean Section(CS),12645,14542
13,1,615,Cesarean Hysterectomy,17078,19640
13,1,616,Rupture Uterus closure & repair with Tubal Ligation,15525,17854
13,1,617,Perforation of Uterus after D/E Laparotomy & Closure,12420,14283
13,1,618,Laparotomy for Ectopic pregnancy,13800,15870
13,1,619,Laparotomy-peritonitis Lavage and Drainage,10350,11903
13,1,620,Salphingo-Oophorectomy/ Oophorectomy Laparoscopic,9100,10465
13,1,621,Ovarian Cystectomy-laparoscopic.,10350,11903
13,1,622,Ovarian Cystectomy -laparotomy.,12420,14283
13,1,623,Salpingo-Oophorectomy-laparotomy,10368,11923
13,1,624,Laparoscopic Broad Ligament Hematoma Drainage with repair,6900,7935
13,1,625,Exploration of perineal Haematoma & Repair,7800,8970
13,1,626,Exploration of abdominal Haematoma (after laparotomy + LSCS),8050,9258
13,1,627,Manual Removal of Placenta,3105,3571
13,1,628,Examination under anesthesia (EUA),1000,1150
13,1,629,Burst-abdomen Repair,9000,10350
13,1,630,Gaping Perineal Wound Secondary Suturing,1490,1714
13,1,631,Gaping abdominal wound Secondary Suturing,3105,3571
13,1,632,Complete perineal tear-repair,1915,2202
13,1,633,Exploration of PPH-tear repair,3150,3623
13,1,634,Suction evacuation vesicular mole,4500,5175
13,1,635,Suction evacuation Missed abortion/ incomplete abortion,4658,5357
13,1,636,Colpotomy,3250,3738
14,1,637,Repair of post-coital tear/ perineal injury,3157,3631
14,1,638,Excision of urethral caruncle,3105,3571
14,1,639,Shirodhkar/ McDonald stitch,2898,3333
14,1,640,Abdominal Hysterectomy with or without salpingo- oophorectomy,15525,17854
14,1,641,Non-descent Vaginal Hysterectomy (NDVH),15525,17854
14,1,642,Vaginal Hysterectomy with repairs (UV Prolapse),17000,19550
14,1,643,Myomectomy -laparotomy,14000,16100
14,1,644,Myomectomy -laparoscopic,6325,7274
14,1,645,Vaginoplasty,13455,15473
14,1,646,Vulvectomy -Simple,9200,10580
14,1,647,Vulvectomy-Radical,9200,10580
14,1,648,Rectovaginal Fistula (RVF) Repair,18975,21821
14,1,649,Manchester Operation,15000,17250
14,1,650,Shirodkar’s sling Operation or other sling operations for prolapse uterus,3450,3968
14,1,651,Laparoscopic sling operations for prolapse uterus,25200,28980
14,1,652,Diagnostic Curettage,2484,2857
14,1,653,Cervical Biopsy,1620,1863
14,1,654,Polypectomy,1518,1746
14,1,655,Other-Minor Operation Endometrial,2300,2645
14,1,656,Excision Vaginal Cyst/Bartholin Cyst,3105,3571
14,1,657,Excision Vaginal Septum,4140,4761
14,1,658,Laparoscopy -Diagnostic with chromopertubation and or adhesiolysis and drilling,3623,4166
14,1,659,Laparoscopy Sterilization,3450,3968
14,1,660,Laparoscopically Assisted Vaginal Hysterectomy (LAVH),22719,26127
14,1,661,Balloon Temponade for Post Partum Haemorrhage (PPH),2520,2898
14,1,662,Total laparoscopic hysterectomy,22719,26127
14,1,663,Laparoscopic treatment of Ectopic pregnancy-salpingectomy/salpingostomy conservative,9775,11241
14,1,664,Conisation of cervix,4025,4629
14,1,665,Trachelectomy of cervix for early CA cervix,5500,6325
14,1,666,Hysteroscopic cannulation,2875,3306
14,1,667,Laparotomy recannalization of Fallopian tubes- (Tubuloplasty),20183,23210
14,1,668,Laparoscopic recannalization of Fallopian tubes- (Tubuloplasty),17550,20183
14,1,669,Colposcopy,862,991
14,1,670,Inversion of Uterus – Vaginal Reposition,2500,2875
14,1,671,Inversion of Uterus – Abdominal Reposition,2500,2875
14,1,672,Laparoscopic Vesicovaginal Fistula (VVF) Repair,25200,28980
14,1,673,Abdominal Vesicovaginal Fistula (VVF) Repair,25200,28980
14,1,674,Vaginal Vesicovaginal Fistula (VVF) Repair,25200,28980
14,1,675,Interventional Ultrasonography- Chorionic villus sampling (CVS),880,1012
14,1,676,Amniocentesis,880,1012
14,1,677,Karyotyping,800,920
14,1,678,Thermal balloon ablation.,11500,13225
14,1,679,Ultrasonographic myolysis,9264,10654
14,1,680,Vaginal Myomectomy,9000,10350
14,1,681,Intra Uterine Inseminition,920,1058
14,1,682,Intracytoplasmic sperm injection (ICSI),11500,13225
14,1,683,Laparotomy abdominal sacro-colpopexy,15000,17250
15,1,684,Vaginal Colpopexy,19800,22770
15,1,685,Laparoscopic abdominal sacro-colpopexy,18000,20700
15,1,686,Laparotomy pelvic Lymphadenectomy,1080,1242
15,1,687,Laparoscopic pelvic Lymphadenectomy,3150,3623
15,1,688,Endometrial aspiration cytology/biopsy,540,621
15,1,689,Transvaginal sonography (TVS for Follicular monitioring /aspiration),414,476
15,1,690,laparoscopic treatment for stress incontinence,13500,15525
15,1,691,Transvaginal tapes for Stress incontinence,13500,15525
15,1,692,trans-obturator tapes for Stress incontinence,10800,12420
15,1,693,Interventional radiographic arterial embolization,16200,18630
15,1,694,Diagnostic cystoscopy,2875,3306
15,1,695,Staging laparotomy surgery for Carcinoma Ovary,6325,7274
15,1,696,Internal Iliac ligation,3393,3902
15,1,697,stepwise devascularisation,8280,9522
15,1,698,Assisted breech delivery,10925,12564
15,1,699,Intra-uterine fetal blood transfusion,19148,22020
15,1,700,Hysteroscopy Transcervical Resection of Endometrium (TCRE),7650,8798
15,1,701,Hysteroscopy Removal of Intra-uterine Contraceptive Device (IUCD),7500,8625
15,1,702,Hysteroscopy Removal of Septum,9900,11385
15,1,703,Hysteroscopy Diagnostic,7500,8625
15,1,704,Radical Hysterectomy for Cancer cervix with pelvic lymphadenectomy,7650,8798
15,1,705,Radical Hysterectomy for Cancer endometrium extending to cervix with pelvic and para aortic lymphadenectomy,7650,8798
15,1,706,Sterilization Post partum (minilap),3750,4313
15,1,707,Sterilization interval (minilap),3750,4313
15,1,708,Ultrasonography Level II scan/Anomaly Scan,1700,2000
15,1,709,Fetal nuchal Translucency,270,311
15,1,710,USG Colour Doppler Pregnancy,1425,1675
15,1,711,Medical Termination of Pregnancy (MTP)- 1st Trimester,3000,3450
15,1,712,Medical Termination of Pregnancy (MTP) - 2nd Trimester,3933,4523
15,1,713,Quadruple test,1800,2070
15,1,714,Biophysical score,600,690
15,1,715,Other Major Surgery,25200,28980
15,1,716,Other Minor Surgery,4500,5175
15,1,,TREATMENT PROCEDURE NEPHROLOGY AND UROLOGY,,
15,1,717,Partial Nephrectomy -open,14594,16783
15,1,718,Partial Nephrectomy-Laparoscopic/endoscopic,13041,14997
15,1,719,Nephrolithomy -open,12000,13800
15,1,720,Nephrolithomy -Laparoscopic/endoscopic,14000,16100
15,1,721,Pyelolithotomy-open,13000,14950
15,1,722,Pyelolithotomy -Laparoscopic/endoscopic,9522,10950
15,1,723,Operations for Hydronephrosis -pyeloplasty open,16560,19044
15,1,724,Operations for Hydronephrosis -pyeloplasty Lap/endoscopic,18000,20700
15,1,725,Operations for Hydronephrosis Endopyelotomy antegrade,18000,20700
15,1,726,Operations for Hydronephrosis Endoplyelotomy retrograde,18000,20700
15,1,727,Operations for Hydronephrosis -ureterocalicostomy,16200,18630
15,1,728,Operations for Hydronephrosis-Ileal ureter,17625,20269
15,1,729,Open Drainage of Perinephric Abscess,8000,9200
15,1,730,Percutaneous Drainage of Perinephric Abscess -Ultrasound guided,5175,5951
15,1,731,Cavernostomy,8798,10118
16,1,732,Operations for Cyst of the Kidney -open,10764,12379
16,1,733,Operations for Cyst of the Kidney -Lap/endoscopic,12627,14521
16,1,734,Ureterolithotomy -open,11923,13711
16,1,735,Ureterolithotomy-Lap/Endoscopic,9200,10580
16,1,736,Nephroureterectomy open,14490,16664
16,1,737,Nephroureterectomy -Lap/Endoscopic,14490,16664
16,1,738,Operations for Ureter for -Double Ureters,17100,19665
16,1,739,Operations for Ureter -for Ectopia of Single Ureter,18000,20700
16,1,740,Operations for Vesicoureteric Reflux (VUR) -Open,18000,20700
16,1,741,Operations for Vesicoureteric Reflux (VUR)-Lap/Endoscopic,18000,20700
16,1,742,Operations for Vesicoureteric Reflux (VUR)/ Urinary incontinence with bulking agents,20700,23805
16,1,743,Ureterostomy - Cutaneous,12000,13800
16,1,744,Uretero-Colic anastomosis,15000,17250
16,1,745,Formation of an Ileal Conduit,15525,17854
16,1,746,Ureteric Catheterisation,8278,10950
16,1,747,Biopsy of Bladder (Cystoscopic),2070,2381
16,1,748,Cysto-Litholapaxy,9833,11308
16,1,749,Operations for Injuries of the Bladder,10000,11500
16,1,750,Suprapubic Drainage (Cystostomy/vesicostomy),6000,6900
16,1,751,Simple Cystectomy,15525,17854
16,1,752,Diverticulectomy -open,15000,17250
16,1,753,Diverticulectomy- Lap/Endoscopic,16560,19044
16,1,754,Diverticulectomy -Endoscopic incision of neck,1553,1786
16,1,755,Augmentation Cystoplasty,6003,6903
16,1,756,Operations for Exstrophy of the Bladder- Single stage repair,20070,23081
16,1,757,Operations for Exstrophy of the Bladder- Multistage repair,18734,21544
16,1,758,Operations for Exstrophy of the Bladder- simple cystectomy with urinary diversion,20250,23288
16,1,759,Repair of Ureterocoel -Open,12420,14283
16,1,760,Repair of Ureterocoel -Lap/Endoscopic,12938,14879
16,1,761,Repair of Ureterocoel -Endoscopic incision,11800,13570
16,1,762,Open Suprapubic Prostatectomy,18630,21425
16,1,763,Open Retropubic Prostatectomy,18113,20830
16,1,764,Transurethral Resection of Prostate (TURP),16767,19282
16,1,765,Urethroscopy/ Cystopanendoscopy,4140,4761
16,1,766,Internal urethrotomy -optical,5175,5951
16,1,767,Internal urethrotomy -Core through urethroplasty,9936,11426
16,1,768,Urethral Reconstruction -End to end ansatamosis,3105,3571
16,1,769,Urethral Reconstruction - substitution urethroplasty (Transpubic urethroplasty),17595,20234
16,1,770,Abdomino Perineal urethroplasty,14000,16100
16,1,771,Posterior Urethral Valve fulguration.,11270,12961
16,1,772,Operations for Incontinence of Urine - Male -Open,15525,17854
16,1,773,Operations for Incontinence of Urine - Male -Sling,16560,19044
16,1,774,Operations for Incontinence of Urine - Male-Bulking agent,17492,20116
16,1,775,Operations for Incontinence of Urine - Female -Open,15525,17854
16,1,776,Operations for Incontinence of Urine - Female-Sling,16560,19044
16,1,777,Operations for Incontinence of Urine - Female-Bulking agent,17492,20116
16,1,778,Reduction of Paraphimosis,1553,1786
16,1,779,Circumcision,3000,3450
16,1,780,Meatotomy,2111,2428
16,1,781,Meatoplasty,2898,3333
17,1,782,Operations for Hypospadias + Chordee Correction,8280,9522
17,1,783,Operations for Hypospadias - Second Stage,13500,15525
17,1,784,Operations for Hypospadias - One Stage Repair,9200,10580
17,1,785,Operations for Crippled Hypospadias,10950,12593
17,1,786,Operations for Epispadias _primary repair,11334,13034
17,1,787,Operations for Epispadias-crippled epispadias,11385,13093
17,1,788,Partial Amputation of the Penis,9688,11141
17,1,789,Total amputation of the Penis,12000,13800
17,1,790,Orchidectomy-Simple,8798,10118
17,1,791,Orchidectomy -Radical,10868,12498
17,1,792,Post Radical Orchidectomy retroperitoneal lymph node dissection.,13900,15985
17,1,793,Epididymectomy,15938,18750
17,1,794,Adreneclectomy Unilateral/Bilateral for Tumour/For Carcinoma- Open,22770,26186
17,1,795,Adreneclectomy Unilateral/Bilateral for Tumour/For Carcinoma -Lap/Endoscopic,12938,14879
17,1,796,Operations for Hydrocele - Unilateral,5279,6071
17,1,797,Operations for Hydrocele - Bilateral,7700,8855
17,1,798,Operation for Torsion of Testis,10350,11903
17,1,799,Micro-surgical Vasovasostomy /Vaso epidedymal ansatamosis .,9936,11426
17,1,800,Operations for Varicocele Unilateral-Microsurgical,6935,7975
17,1,801,Operations for Varicocele Palomo’s Unilateral - Lap,9200,10580
17,1,802,Operations for Varicocele Bilateral --Microsurgical,12650,14548
17,1,803,Operations for Varicocele Bilateral – Lap/ Palomo,14950,17193
17,1,804,Block Dissection of ilio-inguinal Nodes - One Side (For Ca- Penis),6325,7274
17,1,805,Block Dissection of ilio-inguinal Nodes -Both Sides (For Ca- Penis),23000,26450
17,1,806,Excision of Filarial Scrotum,10350,11903
17,1,807,Kidney Transplantation (related),200000,230000
17,1,808,Kidney Transplantation (Spousal/ unrelated) Including immunosuppressant therapy,300000,345000
17,1,809,ABO incompatible Transplantation,441000,507150
17,1,810,Swap Transplantation,349200,401580
17,1,811,Kidney Transplant Graft Nephrectomy,53550,61583
17,1,812,Donor Nephrectomy (open),28750,33063
17,1,813,Donor Nephrectomy (Laparoscopic),41400,47610
17,1,814,Cadaver Transplantation,74970,86216
17,1,815,Kidney Transplant with Native Kidney Nephrectomy (Related)/ Unilateral,28000,32200
17,1,816,Kidney Transplant with Native Kidney Nephrectomy (Related)/ Bilateral,85000,97750
17,1,817,Kidney Transplant with Native Kidney Nephrectomy (Spousal/ Unrelated) Unilateral,85000,97750
17,1,818,Kidney Transplant with Native Kidney Nephrectomy (Spousal/ Unrelated) Bilateral,85000,97750
17,1,819,Post-Transplant Collection drainage for Lymphocele (open),6800,7820
17,1,820,Post-Transplant Collection drainage for Lymphocele (percutaneous),6800,7820
17,1,821,Post-Transplant Collection drainage for Lymphocele (Laparoscopic),7650,8798
18,1,822,Arteriovenous Fistula for Haemodialysis,2300,2645
18,1,823,Arteriovenous Shunt for Haemodialysis,3500,4025
18,1,824,Jugular Catheterization for Haemodialysis,1500,1725
18,1,825,Subclavian Catheterization for Haemodialysis,2025,2329
18,1,826,One sided (single Lumen) Femoral Catheterization for Haemodialysis,1000,1150
18,1,827,Bilateral (single Lumen) Femoral Catheterization for Haemodialysis,1500,1725
18,1,828,Double Lumen Femoral Catheterization for Haemodialysis,1800,2070
18,1,829,Permcath Insertion,2520,2898
18,1,830,Arterio venous Prosthetic Graft,1850,2128
18,1,831,Single lumen Jugular Catheterization,1350,1553
18,1,832,Single lumen Subclavian Catheterization,1700,1955
18,1,833,Plasma Exchange/ Plasmapheresis,1725,1984
18,1,834,Continuous Ambulatory Peritoneal Dialysis (CAPD) catheter insertion- Open method,3150,3623
18,1,835,Continuous Ambulatory Peritoneal Dialysis (CAPD) catheter insertion- Schlendinger/ Seldinger method,3500,4025
18,1,836,Sustained low efficiency haemodialysis / hemodialysis,1250,1438
18,1,837,Continuous Veno venous/Arteriovenous Haemofilteration /Hemofilteration,2250,2588
18,1,838,Haemodialysis / Hemodialysis for Sero negative cases,1400,1610
18,1,839,Haemodialysis / Hemodialysis for Sero Positive cases,1650,1898
18,1,840,Acute Peritoneal Dialysis,1450,1668
18,1,841,Fistologram for Arteriovenous Fistula,2500,2875
18,1,842,Ultrasound guided kidney Biopsy,850,978
18,1,843,Fistula stenosis dilation,3000,3450
18,1,844,Slow continuous Ultrafilteration,2500,2875
18,1,845,Percutaneous Nephrolithotomy (PCNL) - Unilateral,19000,21850
18,1,846,Percutaneous Nephrolithotomy (PCNL) - Bilateral,25000,28750
18,1,847,Endoscopic Bulking agent Inject,4500,5175
18,1,848,Testicular Biopsy,1955,2248
18,1,849,Radical Nephrectomy -Open,17250,19838
18,1,850,Radical Nephrectomy -Lap/Endoscopic,20700,23805
18,1,851,Radical Nephrectomy plus IV thrombus,21600,24840
18,1,852,Radical Nephrectomy plus IV thrombus plus cardiac bypass.,21600,24840
18,1,853,Vesicovaginal Fistula (VVF) Repair (Open),15000,17250
18,1,854,Vesicovaginal Fistula (VVF) Repair (Laparoscopic),20000,23000
18,1,855,Radical Cystectomy -Ileal conduit,17000,19550
18,1,856,Radical Cystectomy - continent diversion.,15000,17250
18,1,857,Radical Cystectomy – Neo bladder,18500,21275
18,1,858,Nephrectomy Simple -Open,10074,11585
18,1,859,Nephrectomy Simple-lap/Endoscopic,12593,14482
18,1,860,Nephrostomy -Open,10000,11500
18,1,861,Nephrostomy -Lap/Endoscopic,10704,12310
18,1,862,Ureteric Reimplant for Megaureter/Vesicoureteric reflux/ ureterocele (open),10494,12068
18,1,863,Ureteric Reimplant for Megaureter/Vesicoureteric reflux/ ureterocele (Laparoscopic),10494,12068
18,1,864,Partial Cystectomy,13800,15870
18,1,865,Transurethral Resection of Prostate (TURP) & Transurethral Resection of Bladder Tumour (TURBT),17250,19838
18,1,866,Transurethral Resection of Prostate (TURP) with Cystolithotripsy,17000,19550
19,1,867,Closure of Urethral Fistula,10500,12075
19,1,868,Orchidopexy - Unilateral -Open,9867,11347
19,1,869,Orchidopexy - Unilateral- Lap/Endoscopic,12334,14184
19,1,870,Orchidopexy - Bilateral -Open,12282,14124
19,1,871,Orchidopexy - Bilateral -Lap/Endoscopic,14500,16675
19,1,872,Cystolithotomy -Suprapubic,9775,11241
19,1,873,Endoscopic Removal of Stone in Bladder,3450,3968
19,1,874,Resection Bladder Neck Endoscopic /Bladder neck incision/transurethral incision on prostrate,10925,12564
19,1,875,Ureteroscopic Surgery,10350,11903
19,1,876,Urethroplasty 1st Stage,10925,12564
19,1,877,Scrotal Exploration,8556,9839
19,1,878,Perineal Urethrostomy,4244,4881
19,1,879,Dilatation of Stricture Urethra under G.A.,2000,2300
19,1,880,Dilatation of Stricture Urethra under LA,1725,1984
19,1,881,Laparoscopic Nephrectomy (Select CGHS rate Code 508 for approved rate),See Code 508,See Code 508
19,1,882,Laparoscopic partial Nephrectomy,10000,11500
19,1,883,Laparoscopic pyelolithotomy,12650,14548
19,1,884,Laparoscopic Pyeloplasty,9775,11241
19,1,885,Laparoscopic surgery for Renal cyst,9775,11241
19,1,886,Laparoscopic ureterolithotomy,11500,13225
19,1,887,Laparoscopic Nephroureterectomy,13225,15209
19,1,888,Extracorporeal Shock Wave Lithotripsy (ESWL),19550,22483
19,1,889,Uroflow Study (Uroflometry),405,466
19,1,890,Urodynamic Study (Cystometry),480,552
19,1,891,Cystoscopy with Retrograde Catheter -Unilateral /RGP,2803,3223
19,1,892,Cystoscopy with Retrograde Catheter - Bilateral /RGP,4675,5376
19,1,893,Cystoscopy with Bladder Biopsy (Cold Cup Biopsy),3043,3499
19,1,894,Voiding-cysto-urethrogram and retrograde urethrogram (Nephrostogram),414,476
19,1,895,Radical prostatectomy-Open,16560,19044
19,1,896,Radical prostatectomy-Laparoscopic,18113,20830
19,1,897,Radical prostatectomy- Robotic (Robotic Partial Nephrectomy),20125,23144
19,1,898,Holmium YAG Prostate Surgery,15000,17250
19,1,899,Holmium YAG Optical Internal Urethrotomy (OIU),4600,5290
19,1,900,Holmium YAG Core through internal Urethrotomy,17250,19838
19,1,901,Holmium YAG Stone Lithotripsy,10200,11730
19,1,902,Green Light laser for prostate,17250,19838
19,1,903,Retrograde Intrarenal Surgery (RIRS)/ Flexible Ureteroscopy,6800,7820
19,1,904,Microscopic Vaso-Epididymal Anastomosis (VEA)/ Vasovasostomy (reversal of vasectomy for Infertility treatment) (Select CGHS rate code 799 for approved rate),See Code 799,See Code 799
19,1,905,Cystoscopic Botulinum Toxin Injection ( Over active bladder/ Neurogenic bladder),6800,7820
19,1,906,Peyronie’s disease – Plaque excision with grafting,3400,3910
19,1,907,High Intensity Focus Ultrasound (HIFU) (Robotic) for Carcinoma prostrate and renal cell carcinoma,4600,5290
19,1,908,Prosthetic surgery for urinary incontinence,2300,2645
19,1,909,Transrectal Ultrasound (TRUS) guided prostate biopsy,575,661
19,1,910,Ultrasound Guided Percutaneous Nephrostomy (PCN),720,828
19,1,911,Other Major Surgery,15000,17250
20,1,912,Other Minor Surgery,6120,7038
20,1,,TREATMENT PROCEDURE NEURO-SURGERY,,
20,1,913,Craniotomy and Evacuation of Haematoma -Subdural,45644,52491
20,1,914,Craniotomy and Evacuation of Haematoma -Extradural,45000,51750
20,1,915,Evacuation /Excision of Brain Abscess by craniotomy,40000,46000
20,1,916,Excision of Lobe (Frontal Temporal Cerebellum etc.),41000,47150
20,1,917,Excision of Brain Tumours -Supratentorial,39123,44991
20,1,918,Excision of Brain Tumours -Infratentorial,45000,51750
20,1,919,Surgery of spinal Cord Tumours,45000,51750
20,1,920,Ventriculoatrial /Ventriculoperitoneal Shunt (Select CGHS rate code 938 for approved rates),See Code 938,See Code 938
20,1,921,Twist Drill Craniostomy,4250,4888
20,1,922,Subdural Tapping,2300,2645
20,1,923,Ventricular Tapping,2670,3071
20,1,924,Abscess Tapping,2588,2976
20,1,925,Placement of Intracranial pressure (ICP) Monitor,2600,2990
20,1,926,Skull Traction Application,2300,2645
20,1,927,Lumber Pressure Monitoring,4250,4888
20,1,928,Vascular Malformations,19800,22770
20,1,929,Meningo Encephalocoele excision and repair,15000,17250
20,1,930,Meningomyelocoel Repair,24995,28744
20,1,931,CSF Rhinorrhaea Repair,25875,29756
