source_page,extracted_table_index,column_1,column_2,column_3,column_4
20,1,932,Cranioplasty,21735,24995
20,1,933,Anterior Cervical Dissectomy,16600,19090
20,1,934,Brachial Plexus Exploration and neurotization,14820,17043
20,1,935,Median Nerve Decompression,14000,16100
20,1,936,Peripheral Nerve Surgery – Major,16000,18400
20,1,937,Peripheral Nerve Surgery Minor,7800,8970
20,1,938,Ventriculoatrial /Ventriculoperitoneal Shunt,11615,13357
20,1,939,Nerve Biopsy,6900,7935
20,1,940,Brain Biopsy,5808,6679
20,1,941,Anterior Cervical Spine Surgery with fusion,32200,37030
20,1,942,Anterio Lateral Decompression of spine,25875,29756
20,1,943,Brain Mapping,837,963
20,1,944,Cervical or Dorsal or Lumbar Laminectomy,23000,26450
20,1,945,Combined Trans-oral Surgery & Craniovertebral (CV) Junction Fusion,34500,39675
20,1,946,Craniovertebral Junction (CVJ) Fusion procedures,30000,34500
20,1,947,Depressed Fracture Elevation,22500,25875
20,1,948,Lumbar Discectomy,24840,28566
20,1,949,Endarterectomy (Carotid),20000,23000
20,1,950,Radiofrequency Ablation (RFA) for Trigeminal Neuralgia,11500,13225
20,1,951,Spasticity Surgery -,39675,45626
20,1,952,Spinal Fusion Procedure,30000,34500
20,1,953,Spinal Intra Medullary Tumours,31050,35708
20,1,954,Spinal Bifida Surgery Major,18975,21821
20,1,955,Spinal Bifida Surgery Minor,15000,17250
20,1,956,Stereotaxic Procedures- biopsy/aspiration of cyst,23000,26450
20,1,957,Trans Sphenoidal Surgery,27000,31050
20,1,958,Trans Oral Surgery,30000,34500
20,1,959,Implantation of Deep Brain Stimulation (DBS) -One electrode,34500,39675
20,1,960,Implantation of Deep Brain Stimulation (DBS) -two electrodes,36225,41659
20,1,961,Endoscopic aqueductoplasty,15000,17250
20,1,962,Facial nerve reconstruction,30000,34500
21,1,963,Carotid stenting,38037,43743
21,1,964,Cervical disc arthroplasty,24840,28566
21,1,965,Lumbar disc arthroplasty,12420,14283
21,1,966,Corpus callostomy for Epilepsy,31500,36225
21,1,967,Hemispherotomy for Epilepsy,28980,33327
21,1,968,Endoscopic CSF rhinorrhea repair,27000,31050
21,1,969,Burr hole evacuation of chronic subdural haematoma,24150,27773
21,1,970,Epilepsy surgery,36225,41659
21,1,971,Radiofrequency Ablation (RFA) for facet joint pain syndrome,15525,17854
21,1,972,Cervical laminoplasty,28800,33120
21,1,973,Lateral mass C1-C2 screw fixation,20700,23805
21,1,974,Microsurgical decompression for Trigeminal nerve,34200,39330
21,1,975,Microsurgical decompression for hemifacial spasm,4181,4808
21,1,976,Extracranial-Intracranial Bypass Procedures (EC-IC) bypass procedures,28800,33120
21,1,977,Image guided craniotomy,28980,33327
21,1,978,Baclofen pump implantation,35100,40365
21,1,979,Programmable Ventriculo-Peritoneal (VP) shunt,22500,25875
21,1,980,Endoscopic sympathectomy,15396,17705
21,1,981,Lumber puncture,186,214
21,1,982,External ventricular drainage (EVD),4140,4761
21,1,983,Endoscopic 3rd ventriculostomy,36000,41400
21,1,984,Endoscopic cranial surgery/Biopsy/aspiration,28382,32639
21,1,985,"Endoscopic discectomy (Lumbar, Cervical)",32059,36868
21,1,986,Aneurysm coiling (Endovascular),30960,35604
21,1,987,Surgery for skull fractures,36000,41400
21,1,988,Carpel Tunnel decompression,13500,15525
21,1,989,Clipping of intracranial aneurysm,21735,24995
21,1,990,Surgery for intracranial Arteriovenous malformations(AVM),36000,41400
21,1,991,Foramen magnum decompression for Chari Malformation,93750,107813
21,1,992,Dorsal column stimulation for backache in failed back syndrome,25875,29756
21,1,993,Surgery for recurrent disc prolapse/epidural fibrosis,28980,33327
21,1,994,Surgery for brain stem tumours,39589,45527
21,1,995,Decompressive craniotomy for hemishpherical acute subdural haematoma/brain swelling/large infarct,36000,41400
21,1,996,Intra-arterial thrombolysis with Tissue Plasminogen Activator (TPA) (for ischemic stroke ),4140,4761
21,1,997,Steriotactic aspiration of intracerebral haematoma,29291,33685
21,1,998,Endoscopic aspiration of intracerebellar haematoma,36000,41400
21,1,999,Steriotactic Radiosurgery for brain pathology(X knife/Gamma ) - ONE session,24804,28525
21,1,1000,Steriotactic Radiosurgery for brain pathology(X knife /Gamma knife -Two or more sessions,51750,59513
21,1,1001,Chemotheraphy wafers for malignant brain tumors,13005,14956
21,1,1002,Battery Placement for Deep Brain Stimulation (DBS),19800,22770
21,1,1003,Baclofen pump implantation for spasticity,15597,17937
21,1,1004,Peripheral Nerve tumor surgery,21600,24840
21,1,1005,Surgery Intra Cranial Meningioma,18000,20700
21,1,1006,Surgery for Intracranial Schwannoma,31500,36225
21,1,1007,Surgery for Gliomas,40500,46575
21,1,1008,Surgery for Orbital tumors,36000,41400
21,1,1009,Surgery for Cranial (Skull) tumors,34650,39848
22,1,1010,Surgery for Scalp Arteriovenous Malformations (AVMs),22500,25875
22,1,1011,Kyphoplasty,36000,41400
22,1,1012,Balloon Kyphoplasty,36000,41400
22,1,1013,"Lesioning procedures for Parkinson’s disease, Dystonia etc.",31500,36225
22,1,1014,Other Major Surgery,42500,48875
22,1,1015,Other Minor Surgery,17000,19550
22,1,,TREATMENT PROCEDURE PAEDIATRIC SURGERY,,
22,1,1016,Excision of thyroglossal Duct/Cyst,16000,18400
22,1,1017,Diaphragmatic Hernia Repair (Thoracic or Abdominal Approach),17250,19838
22,1,1018,Tracheo Oesophageal Fistula (Correction Surgery),23000,26450
22,1,1019,Colon Replacement of Oesophagus,23000,26450
22,1,1020,Omphalo Mesenteric Cyst Excision,17250,19838
22,1,1021,Omphalo Mesenteric Duct- Excision,15525,17854
22,1,1022,Meckels Diverticulectomy,3347,3849
22,1,1023,Omphalocele 1st Stage (Hernia Repair),15000,17250
22,1,1024,Omphalocele 2nd Stge (Hernia Repair),15525,17854
22,1,1025,Gastroschisis Repair,16100,18515
22,1,1026,Inguinal Herniotomy,12000,13800
22,1,1027,Congenital Hydrocele,12000,13800
22,1,1028,Hydrocele of Cord,12000,13800
22,1,1029,Torsion Testis Operation,13500,15525
22,1,1030,Congenital Pyloric Stenosis- operation,13938,16029
22,1,1031,Duodenal Atresia Operation,14000,16100
22,1,1032,Pancreatic Ring Operation,20183,23210
22,1,1033,Meconium Ileus Operation,14500,16675
22,1,1034,Malrotation of Intestines Operation,13000,14950
22,1,1035,Rectal Biopsy (Megacolon),8762,10076
22,1,1036,Colostomy Transverse,15000,17250
22,1,1037,Colostomy Left Iliac,15000,17250
22,1,1038,Abdominal Perineal Pull Through (Hirschsprung's Disease),19000,21850
22,1,1039,Imperforate Anus Low Anomaly -Cut Back Operation,10235,11770
22,1,1040,Imperforate Anus Low Anomaly - Perineal Anoplasty,12000,13800
22,1,1041,Imperforate Anus High Anomaly -Sacroabdomino Perineal Pull Through,12500,14375
22,1,1042,Imperforate Anus High Anomaly - Closure of Colostomy,8625,9919
22,1,1043,Intussusception Operation,20700,23805
22,1,1044,Choledochoduodenostomy for Atresia of Extra Hepatic Billiary Duct,15000,17250
22,1,1045,Operation of Choledochal Cyst,16000,18400
22,1,1046,Nephrectomy for -Pyonephrosis,17000,19550
22,1,1047,Nephrectomy for - Hydronephrosis,15000,17250
22,1,1048,Nephrectomy for -Wilms Tumour,15000,17250
22,1,1049,Paraortic Lymphadenoctomy with Nephrectomy for Wilms Tumour,20000,23000
22,1,1050,Sacro-Coccygeal Teratoma Excision,14000,16100
22,1,1051,Neuroblastoma Debulking,16000,18400
22,1,1052,Neuroblastoma Total Excision,20700,23805
22,1,1053,Rhabdomyosarcoma wide Excision,15000,17250
22,1,1054,Congenital Atresia & Stenosis of Small Intestine,19000,21850
22,1,1055,Muconium ileus,16000,18400
22,1,1056,Malrotation & Volvulus of the Midgut,15000,17250
22,1,1057,Excision of Meckel’s Deverticulum,12000,13800
22,1,1058,Other Major Surgery,24300,27945
22,1,1059,Other Minor Surgery,11050,12708
23,1,,TREATMENT PROCEDURE BURNS AND PLASTIC SURGERY,,
23,1,1060,Primary Suturing of Wound,300,345
23,1,1061,Injection of Keloids - Ganglion,1099,1264
23,1,1062,Injection of Keloids - Haemangioma,1150,1323
23,1,1063,Free Grafts - Wolfe Grafts,1725,1984
23,1,1064,Free Grafts - Thiersch- Small Area 5%,7410,8522
23,1,1065,Free Grafts - Large Area 10%,8000,9200
23,1,1066,Free Grafts - Very Large Area 20% and above.,10350,11903
23,1,1067,Skin Flaps - Rotation Flaps,8970,10316
23,1,1068,Skin Flaps - Advancement Flaps,12500,14375
23,1,1069,Skin Flaps - Direct- cross Leg Flaps- Cross Arm Flap,12500,14375
23,1,1070,Skin Flaps - Cross Finger,12500,14375
23,1,1071,Skin Flaps - Abdominal,9350,10753
23,1,1072,Skin Flaps - Thoracic,9350,10753
23,1,1073,Skin Flaps - Arm Etc.,11000,12650
23,1,1074,Subcutaneous Pedicle Flaps Raising,6760,7774
23,1,1075,Subcutaneous Pedicle Flaps Delay,5950,6843
23,1,1076,Subcutaneous Pedicle Flaps Transfer,5950,6843
23,1,1077,Cartilage Grafting,8500,9775
23,1,1078,Reduction of Facial Fractures of Nose,1380,1587
23,1,1079,Reduction of Facial Fractures of Maxilla,7200,8280
23,1,1080,Reduction of Fractures of Mandible & Maxilla - Eyelet Splinting,7475,8596
23,1,1081,Reduction of Fractures of Mandible & Maxilla - Cast Metal Splints,6800,7820
23,1,1082,Reduction of Fractures of Mandible & Maxilla - Gunning Splints,7500,8625
23,1,1083,Internal Wire Fixation of Mandible & Maxilla,11500,13225
23,1,1084,Cleft Lip - repair.,11500,13225
23,1,1085,Cleft Palate Repair,12610,14502
23,1,1086,Primary Bone Grafting for alveolar cleft in Cleft Lip,10350,11903
23,1,1087,Secondary Surgery for Cleft Lip Deformity,10000,11500
23,1,1088,Secondary Surgery for Cleft Palate,12650,14548
23,1,1089,Reconstruction of Eyelid Defects - Minor,6325,7274
23,1,1090,Reconstruction of Eyelid Defects - Major,8500,9775
23,1,1091,Plastic Surgery of Different Regions of the Ear - Minor,7650,8798
23,1,1092,Plastic Surgery of Different Regions of the Ear - Major,10350,11903
23,1,1093,Plastic Surgery of the Nose - Minor,7670,8821
23,1,1094,Plastic Surgery of the Nose - Major,9500,10925
23,1,1095,Plastic Surgery for Facial Paralysis (Support with Reanimation),16100,18515
23,1,1096,Pendulous Breast - Mammoplasty,13000,14950
23,1,1097,Underdeveloped Breast Mammoplasty,12000,13800
23,1,1098,After Mastectomy (Reconstruction)Mammoplasty,12000,13800
23,1,1099,Syndactyly Repair,12750,14663
23,1,1100,Dermabrasion Face,13225,15209
23,1,1101,upto 30% Burns 1st Dressing,152,175
23,1,1102,upto 30% Burns Subsequent Dressing,124,143
23,1,1103,30% to 50% Burns 1st Dressing,193,222
23,1,1104,30% to 50% Burns Subsequent Dressing,152,175
23,1,1105,Extensive Burn -above 50% Frist Dressing,276,317
23,1,1106,Extensive Burn -above 50% Subsequent dressing,193,222
23,1,,TREATMENT PROCEDURE ORTHOPEDICS,,
23,1,1107,Plaster Work,255,293
23,1,1108,Fingers (post slab),259,298
24,1,1109,Fingers full plaster,259,298
24,1,1110,Colles Fracture - Below elbow,978,1125
24,1,1111,Colles Fracture - Full plaster,994,1143
24,1,1112,Colles fracture Ant. Or post. slab,400,460
24,1,1113,Above elbow full plaster,173,199
24,1,1114,Above Knee post-slab,575,661
24,1,1115,Below Knee full plaster,173,199
24,1,1116,Below Knee post-slab,646,743
24,1,1117,Tube Plaster (or plaster cylinder),750,863
24,1,1118,Above knee full plaster,1139,1310
24,1,1119,Above knee full slab,1158,1332
24,1,1120,Minerva Jacket,2174,2500
24,1,1121,Plaster Jacket,2185,2513
24,1,1122,Shoulder spica,1955,2248
24,1,1123,Single Hip spica,2243,2579
24,1,1124,Double Hip spica,2760,3174
24,1,1125,Strapping of Finger,179,206
24,1,1126,Strapping of Toes,180,207
24,1,1127,Strapping of Wrist,230,265
24,1,1128,Strapping of Elbow,262,301
24,1,1129,Strapping of Knee,345,397
24,1,1130,Strapping of Ankle,345,397
24,1,1131,Strapping of Chest,460,529
24,1,1132,Strapping of Shoulder,518,596
24,1,1133,Figure of 8 bandage,500,575
24,1,1134,Collar and cuff sling,255,293
24,1,1135,Ball bandage,400,460
24,1,1136,Application of POP Casts for Upper & Lower Limbs,633,728
24,1,1137,Application of Functional Cast Brace,1215,1397
24,1,1138,Application of Skin Traction,690,794
24,1,1139,Application of Skeletal Tractions,949,1091
24,1,1140,Bandage & Strappings for Fractures,550,633
24,1,1141,Aspiration & Intra Articular Injections,575,661
24,1,1142,Application of POP Spices & Jackets,2226,2560
24,1,1143,Close Reduction of Fractures of Limb & POP,2600,2990
24,1,1144,Reduction of Compound Fractures,2760,3174
24,1,1145,Open Reduction & Internal Fixation (ORIF) of Fingers & Toes,5175,5951
24,1,1146,Open Reduction of fracture of Long Bones of Upper / Lower Limb -Nailing & External Fixation,8050,9258
24,1,1147,Open Reduction of fracture of Long Bones of Upper / Lower Limb -AO Procedures,9660,11109
24,1,1148,Tension Band Wirings,5658,6507
24,1,1149,Bone Grafting,6601,7591
24,1,1150,Excision of Bone Tumours,6900,7935
24,1,1151,Excision or other Operations for Scaphoid Fractures,7188,8266
24,1,1152,Sequestrectomy & Saucerisation,6900,7935
24,1,1153,Sequestrectomy & Saucerizations -Arthrotomy,9971,11467
24,1,1154,Multiple Pinning Fracture Neck Femur,11500,13225
24,1,1155,Plate Fixations for Fracture Neck Femur,13500,15525
24,1,1156,AO Compression Procedures for Fracture Neck Femur,16000,18400
24,1,1157,Open Reduction of Fracture Neck Femur Muscle Pedicle Graft and Internal Fixations,19500,22425
24,1,1158,Close Reduction of Dislocations,3174,3650
25,1,1159,Open Reduction of Dislocations,3439,3955
25,1,1160,Open Reduction & Internal Fixation (ORIF) of Fracture Dislocation,13500,15525
25,1,1161,Neurolysis/Nerve repair,13800,15870
25,1,1162,Nerve Repair with Grafting,16675,19176
25,1,1163,Tendon with Transplant or Graft,10350,11903
25,1,1164,Tendon Lengthening/Tendon repair,8050,9258
25,1,1165,Tendon Transfer,3105,3571
25,1,1166,Laminectomy Excision Disc and Tumours,4830,5555
25,1,1167,Split Osteotomy and Internal Fixations,24150,27773
25,1,1168,Anterolateral decompression for tuberculosis/ Costo- Transversectomy,3450,3968
25,1,1169,Antereolateral Decompression and Spine Fusion,19350,22253
25,1,1170,Corrective Osteotomy & Internal Fixation- short bones,13800,15870
25,1,1171,Corrective Osteotomy & Internal Fixation- long bones,11040,12696
25,1,1172,Arthrodesis of - Minor Joints,10350,11903
25,1,1173,Arthrodesis of - Major Joints,10000,11500
25,1,1174,Soft Tissue Operations for Congenital Talipes Equinovarus (CTEV),8050,9258
25,1,1175,Soft Tissue Operations for Polio,6900,7935
25,1,1176,Hemiarthroplasty- Hip,20000,23000
25,1,1177,Hemiarthroplasty- Shoulder,20000,23000
25,1,1178,Operations for Brachial Plexus & Cervical Rib,21735,24995
25,1,1179,Amputations - Below Knee,6900,7935
25,1,1180,Amputations - Below Elbow,6843,7869
25,1,1181,Amputations - Above Knee,8050,9258
25,1,1182,Amputations - Above Elbow,6843,7869
25,1,1183,Amputations - Forequarter,13225,15209
25,1,1184,Amputations -Hind Quarter and Hemipelvectomy,18400,21160
25,1,1185,Disarticulations - Major joint,18630,21425
25,1,1186,Disarticulations - Minor joint,12650,14548
25,1,1187,Arthrography,9200,10580
25,1,1188,Arthroscopy - Diagnostic,8568,9853
25,1,1189,Arthroscopy-therapeutic: without implant,10000,11500
25,1,1190,Arthroscopy-therapeutic: with implant,17250,19838
25,1,1191,Soft Tissue Operation on Joints -Small,6900,7935
25,1,1192,Soft Tissue Operation on Joints -Large,13500,15525
25,1,1193,Myocutaneous and Fasciocutaneous Flap Procedures for Limbs,18630,21425
25,1,1194,Removal of Wires & Screw,1760,2024
25,1,1195,Removal of Plates,4140,4761
25,1,1196,Total Hip Replacement (THR),79000,90850
25,1,1197,Total Ankle Joint Replacement,95400,109710
25,1,1198,Total Knee Joint Replacement (TKR),110000,126500
25,1,1199,Total Shoulder Joint Replacement,71100,81765
25,1,1200,Total Elbow Joint Replacement,71100,81765
25,1,1201,Total Wrist Joint Replacement,90000,103500
25,1,1202,Total finger joint replacement,20000,23000
25,1,1203,Tubular external fixator,4600,5290
25,1,1204,Ilizarov's external fixator,7763,8927
25,1,1205,Pelvi-acetebular fracture -Internal fixation,8625,9919
25,1,1206,Meniscectomy,12000,13800
25,1,1207,Meniscus Repair,10000,11500
25,1,1208,Anterior Cruciate Ligament (ACL) Reconstruction,8500,9775
25,1,1209,Posterior Cruciate Ligament (PCL) Reconstruction,13500,15525
25,1,1210,Knee Collateral Ligament Reconstruction,12500,14375
26,1,1211,Bencarf Repair Shoulder,13200,15180
26,1,1212,RC Repair,1500,1725
26,1,1213,Biceps tenodesis,14000,16100
26,1,1214,Distal biceps tendon repair,10380,11937
26,1,1215,Arthrolysis of knee,12500,14375
26,1,1216,Capsulotomy of Shoulder,15800,18170
26,1,1217,Conservative Plaster of Paris (POP),1200,1380
26,1,1218,Application for CTEV per sitting,1200,1380
26,1,1219,Total Hip Replacement (THR) Revision Stage-I,15300,17595
26,1,1220,Total Hip Replacement (THR) Revision Stage-II,45000,51750
26,1,1221,Total Knee Replacement (TKR) Revision Stage-I,31500,36225
26,1,1222,Total Knee Replacement (TKR) Revision Stage-II,31500,36225
26,1,1223,Illizarov/ external fixation for limb lengthening/ deformity correction,12500,14375
26,1,1224,Discectomy/ Micro Discectomy,12500,14375
26,1,1225,Laminectomy,4646,5343
26,1,1226,Spinal Fixation Cervical/dorsolumbar/ lumbosacral,16000,18400
26,1,1227,Fusion Surgery Cervical/ Lumbar Spine upto 2 Level,22000,25300
26,1,1228,Spinal Fusion Surgery Cervical/ Lumbar Spine -More than 2 Level,12000,13800
26,1,1229,Scoliosis Surgery/ Deformity Correction of Spine,25000,28750
26,1,1230,Vertebroplasty,12000,13800
26,1,1231,Spinal Injections,450,518
26,1,1232,Dynamic Hip Screw (DHS) for Fracture Neck Femur,15000,17250
26,1,1233,Proximal Femoral Nail (PFN for IT Fracture),14000,16100
26,1,1234,Spinal Osteotomy,1434,1649
26,1,1235,Illizarov’s / External Fixation for Trauma,13000,14950
26,1,1236,Soft Tissue Operations for Polio/ Cerebral Palsy,10557,12141
26,1,1237,Mini Fixator for Hand/Foot,8100,9315
26,1,1238,Other Major Surgery,34425,39589
26,1,1239,Other Minor Surgery,10695,12299
26,1,,TREATMENT PROCEDURE PHYSIOTHERAPY,,
26,1,1240,Ultrasonic therapy,70,81
26,1,1241,Shortwave Diathermy (SWD),70,81
26,1,1242,Electrical stimulation (therapeutic),78,90
26,1,1243,Muscle testing and diagnostic,70,81
26,1,1244,Infrared,78,90
26,1,1245,Ultraviolet Therapeutic (UV Therapeutic) dose,58,67
26,1,1246,Intermittent Lumbar Traction,70,81
26,1,1247,Intermittent Cervical traction,70,81
26,1,1248,Wax bath,70,81
26,1,1249,Hot pack,70,81
26,1,1250,Breathing Exercises & Postural Drainage,50,58
26,1,1251,Cerebral Palsy – exercise,50,58
26,1,1252,Post – polio exercise,50,58
26,1,,NUCLEAR MEDICINE / RADIOTHERAPY AND CHEMOTHERAPY,,
26,1,1253,Cobalt 60 therapy,Leave blank,Leave blank
26,1,1254,Cobalt 60 therapy- Radical therapy,61583,70820
26,1,1255,Cobalt 60 therapy- Palliative therapy,21994,25293
26,1,1256,Linear accelerator,Leave blank,Leave blank
26,1,1257,Linear accelerator- Radical therapy,52785,60703
26,1,1258,Linear accelerator- Palliative therapy,30792,35411
26,1,1259,3D Planning,4888,5621
27,1,1260,2D Planning,4888,5621
27,1,1261,IMRT(Intensity Modulated radiotherapy),90790,104409
27,1,1262,SRT (Stereotactic radiotherapy),60996,70145
27,1,1263,SRS(Stereotactic radio surgery),80000,92000
27,1,1264,IGRT(Image guided radiotherapy),132314,152161
27,1,1265,Respiratory Gating-alongwith Linear accelerator planning,99000,113850
27,1,1266,Electron beam with Linear accelerator,60726,69835
27,1,1267,Tomotherapy,71460,82179
27,1,,NUCLEAR MEDICINE / BRACHYTHERAPY- HIGH DOSE RADIATION,,
27,1,1268,Intracavitory,11730,13490
27,1,1269,Interstitial,52785,60703
27,1,1270,Intraluminal,9775,11241
27,1,1271,Surface mould,4644,5341
27,1,1272,Gliadel Wafer,84510,97187
27,1,,NUCLEAR MEDICINE / CHEMOTHERAPY,,
27,1,1273,Neoadjuvant,863,992
27,1,1274,Adjuvant,863,992
27,1,1275,Concurrent-chemoradiation,920,1058
27,1,1276,Single drug,552,635
27,1,1277,Multiple drugs,897,1032
27,1,1278,Targeted therapy,920,1058
27,1,1279,Chemoport facility,920,1058
27,1,1280,PICC line (peripherally inserted Central Cannulisation),920,1058
27,1,,LIST OF PROCEDURES/ TESTS IN GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,,
27,1,1281,Upper GI Endoscopy + Lower GI Endoscopy,1553,1786
27,1,1282,Diagnostic endoscopy,250,288
27,1,1283,Endoscopic biopsy,311,358
27,1,1284,Endoscopic mucosal resection,1543,1774
27,1,1285,Oesophageal stricture dilatation,1553,1786
27,1,1286,Balloon dilatation of achalasia cardia,2588,2976
27,1,1287,Foreign body removal,1553,1786
27,1,1288,Oesophageal stenting,2800,3220
27,1,1289,Band ligation of oesophageal varices,2500,2875
27,1,1290,Sclerotherapy of oesophageal varices,2380,2737
27,1,1291,Glue injection of varices,2380,2737
27,1,1292,Argon plasma coagulation,3623,4166
27,1,1293,Pyloric balloon dilatation,2200,2530
27,1,1294,Enteranal stenting,3312,3809
27,1,1295,Duodenal stricture dilation,990,1139
27,1,1296,Single balloon enterocopy,4000,4600
27,1,1297,Double balloon enteroscopy,3500,4025
27,1,1298,Capsule endoscopy,4500,5175
27,1,1299,Piles banding,1099,1264
27,1,1300,Colonic stricture dilatation,2463,2832
27,1,1301,Hot biopsy forceps procedures,3000,3450
27,1,1302,Colonic stenting,2463,2832
27,1,1303,Junction biopsy,2000,2300
27,1,1304,Conjugal microscopy,3600,4140
27,1,1305,Endoscopic sphincterotomy,2415,2777
27,1,1306,CBD stone extraction,2415,2777
27,1,1307,CBD stricture dilatation,6500,7475
28,1,1308,Biliary stenting (plastic and metallic),4347,4999
28,1,1309,Mechanical lithotripsy of CBD stones,7200,8280
28,1,1310,Pancreatic sphincterotomy,6375,7331
28,1,1311,Pancreatic stricture dilatation,5750,6613
28,1,1312,Pancreatic stone extraction,10000,11500
28,1,1313,Mechanical lithotripsy of pancreatic stones,10247,11784
28,1,1314,Endoscopic cysto gastrostomy,7245,8332
28,1,1315,Balloon dilatation of papilla,6900,7935
28,1,1316,Ultrasound guided FNAC,518,596
28,1,1317,Ultrasound guided abscess Drainage,648,745
28,1,1318,Percutaneous Transhepatic Biliary Drainage (PTBD),1150,1323
28,1,1319,Diagnostic angiography,1800,2070
28,1,1320,Vascular embolization,13590,15629
28,1,1321,Transjugular Intrahepatic Portosystemic Shunt (TIPS),4860,5589
28,1,1322,Inferior vena cava (IVC) Venography and Hepatic vein (HV) Venography,30791,35410
28,1,1323,Muscular stenting,87975,101171
28,1,1324,Balloon-occluded Retrograde Intravenous Obliteration (BRTO),51750,59513
28,1,1325,Portal haemodymic studies,1722,1980
28,1,1326,Manometry and PH metry,1451,1669
28,1,1327,Oesophageal PH metry,4500,5175
28,1,1328,Oesophageal manometry,4500,5175
28,1,1329,Small bowel manometry,6120,7038
28,1,1330,Anorectal manometry,6120,7038
28,1,1331,Colonic manometry,6885,7918
28,1,1332,Biliary manometry,6885,7918
28,1,1333,Sengstaken blackenesse tube tempode,2588,2976
28,1,1334,Lintas machles tube tempode,2588,2976
28,1,1335,Faecal / Fecal fat test/ fecal chymotrypsin/ fecal elastase,315,362
28,1,1336,Breath tests,270,311
28,1,1337,Extracorporeal Shortwave Lithotripsy (ESWL) (Select CGHS rate code 888 for approved rate),See Code 888,See Code 888
28,1,1338,Liver biopsy,1380,1587
28,1,,NAME OF INVESTIGATION / DENTAL,,
28,1,1339,Dental IOPA X-ray,50,58
28,1,1340,Occlusal X-ray,78,90
28,1,1341,OPG X-ray,196,225
28,1,,NAME OF INVESTIGATION / PULMONARY,,
28,1,1342,Lung Ventilation & Perfusion Scan (V/Q Scan),3240,3726
28,1,1343,Lung Perfusion Scan,2000,2300
28,1,,NAME OF INVESTIGATION / OSTEOLOGY,,
28,1,1344,Whole Body Bone Scan with SPECT.,3421,3934
28,1,1345,Three phase whole body Bone Scan,3421,3934
28,1,,NAME OF INVESTIGATION / NEUROSCIENCES,,
28,1,1346,Brain Perfusion SPECT Scan with Technetium 99m radiopharmaceuticals.,9775,11241
28,1,1347,Radionuclide Cisternography for CSF leak,3740,4301
28,1,,NAME OF INVESTIGATION / GASTRO AND HEPATOBILIARY,,
28,1,1348,Gastro esophageal Reflux Study (GER Study),1955,2248
28,1,1349,Gastro intestinal Bleed (GloB.) Study with Technetium 99m labeled RBCs.,3421,3934
28,1,1350,Hepatobiliary Scintigraphy.,2444,2811
29,1,1351,Meckel's Scan,1955,2248
29,1,1352,Hepatosplenic scintigraphy with Technetium-99m radiopharmaceuticals,1870,2151
29,1,1353,Gastric emptying,1275,1466
29,1,,NAME OF INVESTIGATION / GENITOURINARY,,
29,1,1354,Renal Cortical Scintigraphy with Technetium 99m Dimercaptosuccinic acid (DMSA),3421,3934
29,1,1355,Dynamic Renography.,3421,3934
29,1,1356,Dynamic Renography with Diuretic.,3421,3934
29,1,1357,Dynamic Renography with Captopril,1960,2254
29,1,1358,Testicular Scan,1445,1700
29,1,,NAME OF INVESTIGATION / ENDOCRINOLOGY,,
29,1,1359,Thyroid Uptake measurements with 131-Iodine.,1564,1799
29,1,1360,Thyroid Scan with Technetium 99m Pertechnetate.,1615,1900
29,1,1361,Iodine-131 Whole Body Scan,2933,3373
29,1,1362,Whole Body Scan with MIBG,17595,20234
29,1,1363,Parathyroid Scan,4888,5621
29,1,,NAME OF INVESTIGATION / RADIO-ISOTOPE THERAPY,,
29,1,1364,131-lodine Therapy,1377,1584
29,1,1365,131-lodine Therapy <15mCi,3469,3989
29,1,1366,131-lodine Therapy 15-50mCi,4460,5129
29,1,1367,131-lodine Therapy 51-100mCi,10800,12420
29,1,1368,131-lodine Therapy >100mCi,13500,15525
29,1,1369,Phosphorus-32 therapy for metastatic bone pain palliation,4500,5175
29,1,1370,Samarium-153 therapy for metastatic bone pain palliation,9405,10816
29,1,1371,Radiosynovectomy with Yttrium,19125,21994
29,1,,NAME OF INVESTIGATION / CARDIOLOGY,,
29,1,1372,Stress thallium / Myocardial Perfusion Scintigraphy,9450,10868
29,1,1373,Rest thallium / Myocardial Perfusion Scintigraphy,8000,9200
29,1,1374,Venography,3300,3795
29,1,1375,Treadmill Test (TMT),950,1120
29,1,1376,Transoesophageal Echocardiography (TEE),489,562
29,1,1377,Lymph angiography,1613,1855
29,1,,NAME OF INVESTIGATION / TUMOUR IMAGING,,
29,1,1378,Scintimammography.,4800,5520
29,1,1379,Indium labelled octreotide Scan,73313,84310
29,1,,NAME OF INVESTIGATION / PET SCAN,,
29,1,1380,FDG Whole body PET / CT Scan (with or without contrast),10000,11500+D531
29,1,1381,Brain I Heart FDG PET / CT Scan,10000,11500
29,1,1382,Gallium-68 Peptide PET / CT imaging for Neuroendocrine Tumor,10000,11500
29,1,,LABORATORY MEDICINE / CLINICAL PATHOLOGY,,
29,1,1383,"Urine routine- pH, Specific gravity, sugar, protein and microscopy",32,37
29,1,1384,Urine-Microalbumin,70,81
29,1,1385,Stool routine,32,37
29,1,1386,Stool occult blood,24,28
29,1,1387,Post coital smear examination,30,35
29,1,1388,Semen analysis,35,40
29,1,,LABORATORY MEDICINE / HAEMATOLOGY,,
29,1,1389,Haemoglobin (Hb),18,21
29,1,1390,Total Leucocytic Count (TLC),28,32
