Speciality,Category,Package Amount,Code,Procedure,Preauth Documentation,Claim Documentation,Package Type
,S14.38 Diabetic Foot ? Surgery,-,S14.38A,Diabetic Foot ? Surgery,Clinical notes with planned line of treatment detailing diabetic foot extent of damage; clinical photograph,"Post procedure clinical photograph; Detailed Operative notes, detailed discharge summary",31500
,S14.39 Revascularization of limb / digit,-,S14.39A,Revascularization of limb / digit,"Clinical notes and Clinical photograph, Doppler; If traumatic then MLC/FIR report.","Intra procedure clinical photograph, Detailed discharge summary, Detailed Procedure / Operative Notes,",47900
,S14.4 PLASTIC SURGERY,86.81.4,S14.10,Surgical Correction of hemifacial microsomia,Dynamic MRI/Functional MRI,Clinical Photograph,81010
,S14.4 PLASTIC SURGERY,82.8,S14.11,Surgical Correction of Leprosy Reconstructive Surgery,"Nerve conduction study, Clinical Photograph",Clinical Photograph,21900
,S14.4 PLASTIC SURGERY,04.3.2,S14.12,Surgical Correction of Nerve and Tendon Repair + Vascular Repair (82.4+39.3),"Nerve conduction study, Clinical Photograph","Nerve conduction study, Clinical Photograph, Case Sheet with operation Notes",46790
,S14.4 PLASTIC SURGERY,76.41.1,S14.13,Correction of lid retraction,"Orthopantomography (OPG), Clinical Photograph",Clinical Photograph,25500
,S14.4 PLASTIC SURGERY,76.41,S14.14,Surgical Correction of lid retraction with Tumour of Mandible And Maxilla,3D CT Facial Bones/MRI Local Area,"X-Ray Facial Bones, Routine Histopathological Examination",100000
,S14.4 PLASTIC SURGERY,70.62,S14.15,Reconstructive procedures for vaginal atresia,"USG Abdomen, Clinical Photograph",Photograph with Splint,50000
,S14.4 PLASTIC SURGERY,39.7,S14.16,Surgical correction for Vascular malformations,"Dynamic MRI/Functional MRI/Digital Subtraction Angiogram/CT Local Area,USG local area","Dynamic MRI/Functional MRI/CT Local Area, Routine Histopathological Examination, USG local area",50000
,S14.4 PLASTIC SURGERY,82.48,S14.4,Surgical correction for Congenital Deformity of Hand (Per Hand),"X-Ray, Clinical Photograph","X-Ray, Clinical Photograph",75000
,S14.4 PLASTIC SURGERY,02.01,S14.5,Surgical correction for Craniosynostosis,"CT-Scan Brain Plain And Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast",X-Ray Skull,90000
,S14.4 PLASTIC SURGERY,18.79,S14.6,Surgical Correction of anamolies of Ear (cup and bat ears),Clinical Photograph,"Clinical Photograph, Case Sheet with operation Notes",59100
,S14.4 PLASTIC SURGERY,83.99.1,S14.7,Management of electrical burns with vitals exposed with flap cover,Clinical Photograph,Clinical Photograph,150000
,S14.4 PLASTIC SURGERY,86.04,S14.8,Reduction Surgery For Filarial Lymphoedema,"Colour Doppler - Lower Limbs, Clinical Photograph",Scar Photo,40000
,S14.4 PLASTIC SURGERY,86.81.2,S14.9,Surgical Correction of Hemifacial Atrophy,"Dynamic MRI/Functional MRI, Clinical Photograph",Clinical Photograph,150000
,S14.40 Scalp avulsion reconstruction,-,S14.40A,Scalp avulsion reconstruction,"Clinical notes detailing how avulsion occurred; Clinical Photograph, MLC copy with number since traumatic","Intra procedure clinical photograph and Post procedure clinical photograph, Detailed Procedure / Operative Notes, detailed discharge summary",90000
,S14.41 Tissue Expander for disfigurement following burns / trauma / congenital deformity (including cost of expander / implant),-,S14.41.1A,Tissue Expander for disfigurement following burns,"Detailed Clinical notes of original clinical event having led to disfigurement or confirming details / invetsigations of congenital event; Clinical Photograph,","Detailed discharge summary, Detailed Procedure / Operative Notes, Post procedure clinical photograph, Invoice of expander/Implant used",75000
,S14.41 Tissue Expander for disfigurement following burns / trauma / congenital deformity (including cost of expander / implant),-,S14.41.2A,Tissue Expander for disfigurement following trauma,"Detailed Clinical notes of original clinical event having led to disfigurement or confirming details / invetsigations of congenital event; Clinical Photograph,","Detailed discharge summary, Detailed Procedure / Operative Notes, Post procedure clinical photograph, Invoice of expander/Implant used",75000
,S14.41 Tissue Expander for disfigurement following burns / trauma / congenital deformity (including cost of expander / implant),-,S14.41.3A,Tissue Expander for disfigurement following congenital deformity,"Detailed Clinical notes of original clinical event having led to disfigurement or confirming details / invetsigations of congenital event; Clinical Photograph,","Detailed discharge summary, Detailed Procedure / Operative Notes, Post procedure clinical photograph, Invoice of expander/Implant used",75000
,S14.42 NPWT,-,S14.42.4A,NPWT,Clinical notes detailing events that led to chronic/ non healing woulds; clinical photograph,"Post procedure clinical photograph with tube and pump; detailed discharge summary, Detailed Procedure / Operative Notes,",5700
,S14.43 Mammoplasty (male to female),-,S14.43.1A,Mammoplasty,-,-,87000
,S14.44 Mastectomy (Female to male),-,S14.44.1A,Mastectomy,-,-,58000
,S14.45 Genital surgery (male to female),-,S14.45.1A,Orchiectomy,-,-,36250
,S14.45 Genital surgery (male to female),-,S14.45.2A,"Modified Penile inversion vaginoplasty- also includes labiaplasty, clitoroplasty, penectomy, Orchiectomy, vestibuloplasty and feminizing urethroplasty",-,-,145000
,S14.45 Genital surgery (male to female),-,S14.45.3A,Sigmoido Vaginoplasty,-,-,326250
,S14.45 Genital surgery (male to female),-,S14.45.4A,Peritoneal Vaginoplasty,-,-,290000
,S14.46 Genital surgery (female to male),-,S14.46.1A,Metaidoioplasty and similar procedures with urethral lengthening and scrotoplasty,-,-,108750
,S14.46 Genital surgery (female to male),-,S14.46.2A,Radial artery forearm flap And free flap phalloplasty,-,-,253750
,S14.46 Genital surgery (female to male),-,S14.46.3A,Anterolateral thigh (ALT) And similar procedure,-,-,217500
,S14.46 Genital surgery (female to male),-,S14.46.4A,Implantation of erectile,-,-,108750
,S14.46 Genital surgery (female to male),-,S14.46.5A,testicular prostheses,-,-,72500
,S14.46 Genital surgery (female to male),-,S14.46.6A,Hysterectomy+ Oophorectomy+ vaginectomy+ perineal closure+ Urethroplasty+clitoral transposition,-,-,253750
,"S14.47 Hysterectomy, salpingo-oophorectomy and vaginectomy (Female to male)",-,S14.47.1A,"Open/Lap- Hysterectomy, salpingo-oophorectomy and vaginectomy (Female to male)",-,-,108750
,S14.48 Hormone Therapy (Pre Surgical for 2 years),-,S14.48.1A,For male to female patient,-,-,36250
,S14.48 Hormone Therapy (Pre Surgical for 2 years),-,S14.48.2A,For female to male patient,-,-,36250
,S14.49 Hormone Therapy (Post Surgical per year),-,S14.49.1A,For female to male patient,-,-,10875
,S14.49 Hormone Therapy (Post Surgical per year),-,S14.49.2A,For male to female patient,-,-,10875
,S14.50 Laser Therapy,-,S14.50.1A,Male to femal only facial hair removal per year,-,-,3625
,S14.51 Cosmetic procedures (Male to female),-,S14.51.10A,Chest reconstruction,-,-,181250
,S14.51 Cosmetic procedures (Male to female),-,S14.51.11A,Facial bone reduction,-,-,90625
,S14.51 Cosmetic procedures (Male to female),-,S14.51.12A,Vulva correction,-,-,72500
,S14.51 Cosmetic procedures (Male to female),-,S14.51.1A,Forehead feminization,-,-,174000
,S14.51 Cosmetic procedures (Male to female),-,S14.51.2A,Feminizing Rhinoplasty,-,-,145000
,S14.51 Cosmetic procedures (Male to female),-,S14.51.3A,Cheek feminization,-,-,181250
,S14.51 Cosmetic procedures (Male to female),-,S14.51.4A,Lip lift,-,-,36250
,S14.51 Cosmetic procedures (Male to female),-,S14.51.5A,Chin feminization,-,-,145000
,S14.51 Cosmetic procedures (Male to female),-,S14.51.6A,Voice Feminization Surgery And Adams apple,-,-,145000
,S14.51 Cosmetic procedures (Male to female),-,S14.51.7A,lipofilling of breast (upto 5 sitting),-,-,91250
,S14.51 Cosmetic procedures (Male to female),-,S14.51.8A,lipofilling of Large areas (upto 3 sitting),-,-,145000
,S14.51 Cosmetic procedures (Male to female),-,S14.51.9A,lipofilling of ( Small Areas) (upto 3 sitting),-,-,36250
,S14.52 Cosmetic procedures (Female to male),-,S14.52.1A,pectoral implants,-,-,108750
,S14.52 Cosmetic procedures (Female to male),-,S14.52.2A,Voice Surgery to obtain deeper voice,-,-,108750
,S14.53 Cosmetic procedures (female to male And Male to Female),-,S14.53.1A,liposuction (Small area),-,-,43500
,S14.53 Cosmetic procedures (female to male And Male to Female),-,S14.53.2A,liposuction (Medium area),-,-,90625
,S14.53 Cosmetic procedures (female to male And Male to Female),-,S14.53.3A,liposuction (Large area),-,-,145000
,S14.53 Cosmetic procedures (female to male And Male to Female),-,S14.53.4A,Abdominoplasty,-,-,217500
,S14.54 Cosmetic procedures Follow up Procedure (Male to female),-,S14.54.1A,vaginal dilation,-,-,50750
,S14.55 Cosmetic procedures,-,S14.55.1A,Nipple grafts/ Tattooing,-,-,21750
,S14.55 Cosmetic procedures,-,S14.55.2A,Thyroid cartilage reduction,-,-,72500
,S14.55 Cosmetic procedures,-,S14.55.3A,Face-lift,-,-,181250
,S14.55 Cosmetic procedures,-,S14.55.4A,Blepharoplasty (rejuvenation of the eyelid),-,-,108750
,S14.56 Top surgery (female to male),-,S14.56.1A,Double incision breast reduction,-,-,155875
,S14.57 Lower jaw contouring- V line surgery,-,S14.57.1A,"V line soft tissue jaw angle(massseter reduction), underchin lipo, Buccal fat pad removal",-,-,130500
,S14.57 Lower jaw contouring- V line surgery,-,S14.57.2A,V line surgery (bone contouring),-,-,145000
,S14.58 Follow up procedures (Male to female),-,S14.58.1A,Vaginal Stenosis correction Yes (VAC Mould) 20000,-,-,108750
,S14.58 Follow up procedures (Male to female),-,S14.58.2A,urethral stenosis,-,-,36250
,S14.59 Follow up procedures (female to Male,-,S14.59.1A,urethral stenosis,-,-,36250
,S14.60 Cosmetic procedures (Male to female And Female to Male),-,S14.60.1A,Hair Transplant (Small),-,-,54375
,S14.60 Cosmetic procedures (Male to female And Female to Male),-,S14.60.2A,Hair Transplant (Medium),-,-,90625
,S14.60 Cosmetic procedures (Male to female And Female to Male),-,S14.60.3A,Hair Transplant (Large),-,-,145000
,S15.1 ORTHOPEDIC TRAUMA,79.0,S15.1.1,Surgical Correction Of Longbone Fracture,"X-Ray, Clinical Photograph","X-Ray, Scar Photo",40000
,S15.1 ORTHOPEDIC TRAUMA,84.91.1,S15.1.2,Amputation Surgery,X-Ray,X-Ray,19300
,S15.1 ORTHOPEDIC TRAUMA,83.6,S15.1.3,Management of Soft Tissue Injury,"X-Ray, Clinical Photograph","X-Ray, Scar Photo",10000
,S15.10 Patellectomy,-,S15.10A,Patellectomy,"Clinical notes and X-ray of the patella justifying the procedure, clinical photograph of affected part","Post procedure imaging study (X Ray), Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",13800
,S15.11 Conservative Management of Head Injury,-,S15.11A,Depressed Fracture,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports",Discharge summary,Routine Ward-2400 HDU-3800 ICU without Ventilator-9700 ICU with Ventilator-10350
,S15.2 NEURO-SURGICAL TRAUMA,96.59.1,S15.2.1.1,Medical Management in General Ward @ Rs.900/-Neuro surgical trauma,Clinical Photograph,Clinical Photograph,Routine Ward-2400 HDU-3800 ICU without Ventilator-9700 ICU with Ventilator-10350
,S15.2 NEURO-SURGICAL TRAUMA,96.7.1,S15.2.1.2,Intesive care managementof Neuro Surgical Trauma in Neuro Icu @Rs.4000/Day,"Clinical Photograph, Case sheet with clinical History","Clinical Photograph, Case Sheet with operation Notes",Routine Ward-2400 HDU-3800 ICU without Ventilator-9700 ICU with Ventilator-10350
,S15.2 NEURO-SURGICAL TRAUMA,05.9,S15.2.2,Surgical Treatment (Up To) for Neuro Surgical Trauma,"X-Ray Skull,CT Scan Head Without Contrast/MRI Brain Without Contrast",CT Scan Head Without Contrast/MRI Brain Without Contrast,150500
,S15.3 CHEST INJURIES,96.59.2,S15.3.1.1,Conservative management for Chest Injuries In General Ward@Rs.900/Day,Clinical Photograph,Clinical Photograph,Routine Ward-2400 HDU-3800 ICU without Ventilator-9700 ICU with Ventilator-10350
,S15.3 CHEST INJURIES,93.9.2,S15.3.1.2,Intesive care management for Chest injuries in RICU Rs. 4000/- per day,Clinical Photograph,Clinical Photograph,Routine Ward-2400 HDU-3800 ICU without Ventilator-9700 ICU with Ventilator-10350
,S15.3 CHEST INJURIES,34.71,S15.3.2,Surgical Treatment for Chest injuries,"CT Scan Chest Without Contrast, Chest X-Ray PA View(1 Film), Clinical Photograph","Chest X-Ray PA View(1 Film), Clinical Photograph",37500
,S15.4 ABDOMINAL INJURIES,96.59.3,S15.4.1.1,Conservative management for Abdominal Injuries In General Ward@Rs.900/Day,Clinical Photograph,Clinical Photograph,Routine Ward-2400 HDU-3800 ICU without Ventilator-9700 ICU with Ventilator-10350
,S15.4 ABDOMINAL INJURIES,96.7.2,S15.4.1.2,Intensive care management for abdominal injuries in surgical ICU @ Rs.4000/-,"Clinical Photograph, Case sheet with clinical History","Clinical Photograph, Case Sheet with operation Notes",Routine Ward-2400 HDU-3800 ICU without Ventilator-9700 ICU with Ventilator-10350
,S15.4 ABDOMINAL INJURIES,54.7.1,S15.4.2,Surgical Management for Abdominal Injuries,"USG Abdomen, CT scan Lower Abdomen Without Contrast, MRI Abdomen Without Contrast","USG Abdomen/CT scan Lower Abdomen Without Contrast/CT Scan Abdomen With Contrast/CT Scan Abdomen Without Contrast, Clinical Photograph",75000
,S15.5 EMERGENCY ROOM PROCEDURES,31.1,S15.5.1,Tracheostomy,Clinical Photograph,"Scar Photo, Routine Histopathological Examination",9350
,S15.5 EMERGENCY ROOM PROCEDURES,34.32,S15.5.2,Thoracostomy,"CT Scan Chest Without Contrast, Chest X-Ray PA View(1 Film), Clinical Photograph","Chest X-Ray PA View(1 Film), Clinical Photograph",35000
,S15.6 WOUND MANAGEMENT FOR COMPOUND FRACTURES,79.6.1,S15.6.1,Surgical Management of Grade IandII Compound Fractures,"X-Ray, Clinical Photograph","X-Ray, Scar Photo",15000
,S15.6 WOUND MANAGEMENT FOR COMPOUND FRACTURES,79.6.2,S15.6.2,Surgical Management of Grade III Compound Fractures,"X-Ray, Clinical Photograph","X-Ray, Scar Photo",26000
,S15.6 WOUND MANAGEMENT FOR COMPOUND FRACTURES,79.6.3,S15.6.3,Surgical Management of wound In Compound Fracture with Flap cover(86.7),"X-Ray, Clinical Photograph","X-Ray, Scar Photo",26000
,S15.7 OTHER SMALL BONE FRACTURES-K-WIRING (TO BE COVERED ALONG WITH OTHER INJURIES ONLY AND NOT AS EXCLUSIVE PROCEDURE),78.16,S15.7.1,Surgical Management of Patella Fracture (To Be Covered Along With Other Injuries Only And Not As Exclusive Procedure),X-Ray,X-Ray,5000
,S15.7 OTHER SMALL BONE FRACTURES-K-WIRING (TO BE COVERED ALONG WITH OTHER INJURIES ONLY AND NOT AS EXCLUSIVE PROCEDURE),78.10.3,S15.7.2,Surgical management with K-Wiring for Small bone fractures (To Be Covered Along With Other Injuries Only And Not As Exclusive Procedure),X-Ray,X-Ray,5000
,S15.8 FACIAL INJURIES,76.7.1,S15.8.1,Surgical Management with Facial Bone Fractures (Facio- Maxillary Injuries),"X-Ray Facial Bones/3D CT Facial Bones/MRI Local Area, Clinical Photograph",X-Ray Facial Bones,15000
