source_page,extracted_table_index,column_1,column_2,column_3,column_4,column_5
15,1,319,Abbe Operation (Abbe flap in plastic surgery of lips),9800,11270
15,1,320,Cheek Advancement,9775,11241
15,1,321,Excision of the Maxilla,19320,22218
15,1,322,Excision of mandible-segmental,15525,17854
15,1,323,Mandibulectomy,21000,24150
15,1,324,Partial Glossectomy,55200,63480
15,1,325,Hemiglossectomy,7000,8050
15,1,326,Total Glossectomy,22885,26318
15,1,327,Combined Mandibulectomy and Neck Dissection Operation (Commando Operation),22000,25300
15,1,328,Parotidectomy - Superficial,12075,13886
15,1,329,Parotidectomy - Total,15000,17250
15,1,330,Parotidectomy - Radical,19550,22483
15,1,331,Repair of Parotid Duct,11500,13225
15,1,332,Removal of Submandibular Salivary gland,8625,9919
15,1,333,Hemithyroidectomy,9500,10925
15,1,334,Partial Thyroidectomy (lobectomy),11500,13225
15,1,335,Subtotal Thyroidectomy,13053,15011
15,1,336,Total Thyroidectomy,19000,21850
16,1,337,Resection Enucleation of thyroid Adenoma,10580,12167
16,1,338,Total Thyroidectomy and Block Dissection,26450,30418
16,1,339,Excision of Lingual Thyroid,16882,19414
16,1,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST,Non- NABH/No,
16,1,340,Excision of Thyroglossal Cyst/Fistula,13225,15209
16,1,341,Excision of Parathyroid Adenoma/Carcinoma,21275,24466
16,1,342,Laryngectomy,17825,20499
16,1,343,Laryngo Pharyngectomy,30000,34500
16,1,344,Hyoid Suspension,10350,11903
16,1,345,Genioplasty,12000,13800
16,1,346,Direct Laryngoscopy including biopsy under GA (Select CGHS rate Code 295 for approved rate),See code 295,See code 295
16,1,347,Phonosurgery,13800,15870
16,1,348,Fibreoptic examination of Larynx (FOL) under LA,1725,1984
16,1,349,Microlaryngeal Surgery,10350,11903
16,1,350,Laryngofissure,17250,19838
16,1,351,Tracheal Stenosis Excision,19780,22747
16,1,,Head and neck cancer,,
16,1,352,Excisional Biopsies,5750,6613
16,1,353,Benign Tumour Excisions,9500,10925
16,1,354,Temporal Bone subtotal resection,20700,23805
16,1,355,Modified Radical Neck Dissection,25300,29095
16,1,356,Carotid Body Excision,26000,29900
16,1,357,Total Laryngectomy,39192,45071
17,1,358,Flap Reconstructive Surgery,41400,47610,
17,1,359,Parapharyngeal Tumour Excision,39330,45230,
17,1,360,Other Major Surgery-Head and Neck Cancer,21250,24438,
17,1,361,Other Minor Surgery-Head and Neck Cancer,5000,5750,
17,1,,TREATMENT PROCEDURE BREAST,,,
17,1,362,Drainage of abscess,6000,6900,
17,1,363,Excision of lumps,6969,8014,
17,1,364,Local mastectomy-simple,12650,14548,
17,1,365,Radical mastectomy-formal or modified.,28750,33063,
17,1,366,Excision of mammary fistula,15525,17854,
17,1,367,Segmental resection of breast,16100,18515,
17,1,368,Other Major Surgery-Breast,25000,28750,
17,1,369,Other Minor Surgery-Breast,5000,5750,
17,1,,TREATMENT PROCEDURE GENERAL SURGERY,,,
17,1,370,Injury Of Superficial Soft Tissues,425,489,
17,1,371,Suturing of small wounds,1060,1250,Rate revised w.e.f. 01.02.2024 & applicable in all CGHS cities
17,1,372,Secondary suture of wounds,3400,4000,Rate revised w.e.f. 01.02.2024 & applicable in all CGHS cities
17,1,373,Debridement of wounds,1275,1500,Rate revised w.e.f. 01.02.2024 & applicable in all CGHS cities
17,1,374,Removal Of Foreign Bodies -without C-ARM,1275,1500,Rate revised w.e.f. 01.02.2024 & applicable in all CGHS cities
17,1,,Biopsies,,,
17,1,375,Excision of Cervical Lymph Node under Local Anaesthesia,2635,3100,Rate revised w.e.f. 01.02.2024 & applicable in all CGHS cities
17,1,376,Excision of Axillary Lymph Node under General Anaesthesia,6715,7900,Raterevised w.e.f. 01.02.2024 & applicable in all CGHS cities
17,1,377,Excision of Inguinal Lymph Node under Local Anaesthesia,2550,3000,Raterevised w.e.f. 01.02.2024 & applicable in all CGHS cities
18,1,378,Excision Biopsy of Ulcers,1470,1691,
18,1,379,Excision Biopsy of Superficial Lumps,3220,3703,
18,1,380,Incision Biopsy of Growths/Ulcers,1470,1691,
18,1,381,Trucut Needle Biopsy- (Including Needle),2975,3500,Rate revised w.e.f. 01.02.2024 & applicable in all CGHS cities
18,1,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST,Non- NABH/No,,
18,1,382,Percutaneous Kidney Biopsy,1470,1691,
18,1,383,Marrow Biopsy (Open),1060,1219,
18,1,384,Muscle Biopsy ) (Select CGHS rate Code 1724 for approved rate),See code 1724,See code 1724,
18,1,385,Scalene Node Biopsy,1350,1553,
18,1,386,Excision of Sebaceous Cysts,1242,1428,
18,1,387,Excision of Superficial Lipoma,1932,2222,
18,1,388,Excision of Superficial Neurofibroma,2500,2875,
18,1,389,Excision of Dermoid Cysts,2277,2619,
18,1,390,Haemorrhoidectomy,25500,30000,Raterevised w.e.f. 01.02.2024 & applicable in all CGHS cities
18,1,391,Stappler haemorrhoidectomy,37145,43700,Raterevised w.e.f. 01.02.2024 & applicable in all CGHS cities
18,1,392,keloid excision,1150,1323,
18,1,393,Varicose vein Surgery-Trendelenburg operation with suturing or ligation,19550,23000,Raterevised w.e.f. 01.02.2024 & applicable in all CGHS cities
18,1,,TREATMENT PROCEDURE OESOPHAGUS,,,
18,1,394,Atresia of Oesophagus and Tracheo Oesophageal Fistula,28750,33063,
18,1,395,Operations for Replacement of Oesophagus by Colon,25000,28750,
18,1,396,Oesophagectomy for Carcinoma Easophagus,25000,28750,
18,1,397,Oesophageal Intubation (Mausseau Barbin Tube),11500,13225,
18,1,398,Achalasia Cardia Transthoracic,14950,17193,
19,1,399,Achalasia Cardia Abdominal,12650,14548,
19,1,400,Oesophago Gastrectomy for mid 1/3 lesion,24495,28169,
19,1,401,Heller’s Operation,19750,22713,
19,1,402,Colon-Inter position or Replacement of Oesophagus,22540,25921,
19,1,403,Oesophago Gastrectomy – Lower Corringers procedure,21390,24599,
19,1,404,Other Major Surgery-Oesophagus,27625,31769,
19,1,405,Other Minor Surgery-Oesophagus,5000,5750,
19,1,,TREATMENT PROCEDURE ABDOMEN / GI SURGERY,,,
19,1,406,Gastroscopy,1725,1984,
19,1,407,Gastric & Duodenal Biopsy (Endoscopy and biopsy combined),1950,2243,
19,1,408,Pyloromyotomy,2800,3220,
19,1,409,Gastrostomy,8625,9919,
19,1,410,Simple Closure of Perforated peptic Ulcer,9775,11241,
19,1,411,Vagotomy Pyleroplasty / Gastro Jejunostomy,13800,15870,
19,1,412,Duodenojejunostomy,18950,21793,
19,1,413,Partial/Subtotal Gastrectomy for Carcinoma,23000,26450,
19,1,414,Partial/Subtotal Gastrectomy for Ulcer,22425,25789,
19,1,415,Operation for Bleeding Peptic Ulcer,20976,24122,
19,1,416,Operation for Gastrojejunal Ulcer,19780,22747,
19,1,417,Total Gastrectomy for Cancer,22368,25723,
19,1,418,Highly Selective Vagotomy,18630,21425,
19,1,419,Selective Vagotomy & Drainage,18630,21425,
19,1,420,Congenital Diaphragmatic Hernia,34000,40000,Rate revised w.e.f. 01.02.2024 & applicable in all CGHS cities
20,1,421,Hiatus Hernia Repair- Abdominal,28050,33000,Rate revised w.e.f. 01.02.2024 & applicable in all CGHS cities
20,1,422,Hiatus Hernia Repair- Transthoracic,28050,33000,Rate revised w.e.f. 01.02.2024 & applicable in all CGHS cities
20,1,423,Exploratory Laparotomy (Open),21250,25000,Rate revised w.e.f. 01.02.2024 & applicable in all CGHS cities
20,1,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST,Non- NABH/No,,
20,1,424,Epigastric Hernia Repair,21250,25000,Rate revised w.e.f. 01.02.2024 & applicable in all CGHS cities
20,1,425,Umbilical Hernia Repair,11385,13093,
20,1,426,Ventral /incisional Hernia Repair,10293,11837,
20,1,427,Inguinal Hernia Herniorrhaphy,22100,26000,Raterevised w.e.f. 01.02.2024 & applicable in all CGHS cities
20,1,428,Inguinal Hernia - Hernioplasty,27200,32000,Raterevised w.e.f. 01.02.2024 & applicable in all CGHS cities
20,1,429,Femoral Hernia Repair,27200,32000,Rater evised w.e.f. 01.02.2024 & applicable in all CGHS cities
