source_page,extracted_table_index,column_1,column_2,column_3,column_4
17,1,490,Retro Peritoneal Tumor Removal,18000,20700
17,1,491,Radio ablation of varicose veins,7225,8500
17,1,492,Laser ablation of varicose veins,34000,40000
17,1,493,Laparoscopic Fundoplication,19300,22195
17,1,494,Laparoscopic Splenectomy,25000,28750
17,1,495,Laparoscopic Removal of hydatid cyst,18000,20700
17,1,496,Laparoscopic treatment of Pseudo Pancreatic cyst,18000,20700
17,1,497,Laparoscopic Whipple's operation (Laparoscopic Pancreatico Duodenectomy,18000,20700
17,1,498,Laparoscopic GI bypass operation,22000,25300
17,1,499,Laparoscopic Total Colectomy,25000,28750
17,1,500,Laparoscopic Hemicolectomy,23000,26450
17,1,501,Laparoscopic Anterior Resection (of Intestine/ Rectum),23000,26450
18,1,502,Laparoscopic Cholecystetomy,28050,33000
18,1,503,Laparoscopic Appedicectomy,25500,30000
18,1,504,Laparoscopic Hernia inguinal repair incl tacker and mesh,29750,35000
18,1,505,Laparoscopic ventral Hernia Repair,17500,20125
18,1,506,Laparoscopic Paraumblical Hernia Repair,17500,20125
18,1,507,Laparoscopic Adrenelectomy,12000,13800
18,1,508,Laparoscopic Nephrectomy,19800,22770
18,1,509,Other Major Surgery,deleted,deleted
18,1,510,Other Minor Surgery,deleted,deleted
18,1,,TREATMENT PROCEDURE ICU/CCU PROCEDURES,,
18,1,511,(CSoPrEonCaIrAy LC CarAe RwEit hC CAaSrEdSia)c Monitoring /ICU,4590,5400
18,1,512,Compressed air / piped oxygen /per hour,50,58
18,1,513,Ventilator charges (Per day),525,604
18,1,514,Paediatric care for New born (Per day),167,192
18,1,515,Incubator charges (Per day),330,380
18,1,516,Neonatal ICU charges (Per day),352,405
18,1,517,Resuscitation,180,207
18,1,518,Exchange Transfusion,260,299
18,1,519,Pneupack ventilator in Nursery (Per day),518,596
18,1,,TREATMENT PROCEDURE CARDIOVASCULAR AND,,
18,1,520,CAAtriRalD SIAepCta Sl UDRefGecEt(RAYS D&) IcNloVsEurSeTIGATIONS,84065,98900
18,1,521,Ventricular septal defect (VSD) with graft,51808,59579
18,1,522,TOF/TAPVC/TCPC/REV/RSOV repair,114368,131523
18,1,523,BD Glenn/Left atrium myxoma,80750,92863
18,1,524,Senning/Arterial Switch Operation (ASO) with graft,122188,140516
18,1,525,Double Switch Operation (DSO),103615,119157
18,1,526,Atrioventricular(AV) canal repair,150000,172500
18,1,527,Fontan procedure,152100,174915
18,1,528,Conduit repair,152100,174915
18,1,529,CABG,114368,131523
19,1,530,CABG + IABP,152100,174915
19,1,531,CABG + Valve.,163000,187450
19,1,532,CABG without bypass.,135000,155250
19,1,533,Ascending aorta replacement,130000,149500
19,1,534,Double Valve Replacement (DVR),155422,178735
19,1,535,MVR/AVR,93254,107242
19,1,536,MV repair + AV repair,103615,119157
19,1,537,Aorta femoral bypass,46800,53820
19,1,538,Blalock-Taussig shunt (BT Shunt) / Coarctation,51980,59777
19,1,539,Pulmonary Artery Banding (PA Banding) Septostomy,51980,59777
19,1,540,Pericardectomy,38088,43801
19,1,541,Congenital cytomegalovirus (CMV)/ patent ductus arteriosus (PDA),46782,53799
19,1,542,Gunshot injury,46782,53799
19,1,543,Heart transplant,248400,285660
19,1,544,Balloon coronary angioplasty/PTCA with VCD,78200,92000
19,1,545,Balloon coronary angioplasty/PTCA without VCD,71150,83725
19,1,546,Rotablation,47775,56206
19,1,547,Percutaneous transvenous mitral commissurotomy (PTMC) / percutaneous,77000,90700
19,1,548,mCaitrrdaila bc aCllaotohne tvearilzvaottioomn y(CATH),11510,13545
19,1,549,Aortic Arch Replacement,10350,11903
19,1,550,Aortic Dissection,12650,14548
19,1,551,Thoraco Abdominal Aneurism Repair,15000,17250
19,1,552,Embolectomy,21000,24150
19,1,553,Vascular Repair,35000,40250
19,1,554,Bentall Repair with Prosthetic Valve,30000,34500
19,1,555,Bentall Repair with Biologic Valve,127500,146625
19,1,556,Coaractation dilatation,60860,71600
19,1,557,Coaractation dilatation with Stenting,18500,21275
19,1,558,Temporary cardiac pacing (TPI) Single Chamber,16320,19200
19,1,559,Temporary cardiac pacing (TPI) Dual Chamber,7344,8446
19,1,560,Permanent pacemaker implantation (PPI)- Single Chamber,27200,32000
20,1,561,Permanent pacemaker implantation- Dual Chamber,36550,43000
20,1,562,Permanent pacemaker implantation (PPI)-Biventricular,42180,49625
20,1,563,Automatic implantable cardioverter defibrillator (AICD) Single Chamber,42500,50000
20,1,564,Automatic implantable cardioverter defibrillator (AICD) Dual Chamber,44500,52350
20,1,565,Combo device implantation,50150,59000
20,1,566,Diagnostic Electrophysiological studies conventional(including catheter),56100,66000
20,1,567,Ambulatory BP monitoring,1000,1000
20,1,568,External Loop/event recording(maximum upto 7 days),1500 first day and 1000 for,1500 first day and 1000 for
20,1,569,RF Ablation conventional,subsequent day8s1600,subsequen9t 6d0a0y0s
20,1,570,RF Ablation Atrial Tachycardia/with 3d mapping- all inclusive,153850,181000
20,1,571,Endomyocardial biopsy,deleted,deleted
20,1,572,Intra aortic balloon pump (IABP),42500,50000
20,1,573,Intra vascular coils,63750,75000
20,1,574,Septostomy- Balloon,25500,30000
20,1,575,Septostomy- Blade,19550,22483
20,1,576,Aortic valve balloon dilatation (AVBD) / pulmonary valve balloon dilatation,47940,56400
20,1,577,(DPiVgiBtaDl )subtraction angiography (DSA)-Peripheral artery,12400,14610
20,1,578,Digital subtraction angiography- venogram,12400,14610
20,1,579,CT Guided biopsy,1139,1310
20,1,580,Sinogram,777,894
20,1,581,Peripheral Angioplasty with VCD,46750,55500
20,1,582,Peripheral Angioplasty without VCD,46750,55500
20,1,583,Renal Angioplasty,46750,55000
20,1,584,Intravascular ultrasound (IVUS),50000,50000
20,1,585,Fractional flow reserve (FFR),11475,13196
20,1,586,Holter analysis,2125,2500
20,1,587,Aortic stent grafting for aortic aneurysm,70650,81248
20,1,588,Inferior Vena Cava (IVC) filter implantation(cost of filter extra),25500,30000
20,1,589,ASD/VSD/PDA device closure,"ASD-84065, VSD-","ASD-98900, VSD-109900, PDA"
20,1,590,Electrocardiogram (ECG),"93415,PDA-46175500",55107050
21,1,591,Head-up tilt test (HUTT),3400,4000
21,1,592,2D echocardiography,1255,1475
21,1,593,3D echocardiography,1403,1613
21,1,594,Fetal Echo,1360,1600
21,1,595,2D Transesophageal Echocardiography (TEE),1263,1452
21,1,596,3D Transesophageal Echocardiography (TEE),1403,1613
21,1,597,Stress Echo- exercise,2040,2400
21,1,598,Stress Echo- pharmacological,2550,3000
21,1,599,Stress Myocardial Perfusion Imaging (MPI)- exercise,7650,9000
21,1,600,Stress Myocardial Perfusion Imaging (MPI) - pharmacological,7650,9000
21,1,601,Coronary angiography,11240,13225
21,1,602,CT coronary angiography,6030,6935
21,1,603,Cardiac CT scan,2150,2473
21,1,604,Cardiac MRI,6800,8000
21,1,605,Stress Cardiac MRI,2700,3105
21,1,606,MR angiography.,5390,6199
21,1,607,Cardiac PET,1350,1553
21,1,608,Pericardiocentesis,8500,10000
21,1,,Intracoronary optical coherence tomography (OCT) /Intravascular optical,65000,65000
21,1,,cForahcetrieonncael tFolmowo gRraepsehryv(eIV (FOFCRT)) I/INnCtrLavUaSscIVulEar O vFen CtrOicSuTla rO AFs WsisItRy ESystem,30000,30000
21,1,609,Other Major Surgery,18000,20700
21,1,610,Other Minor Surgery,3825,4399
21,1,,TREATMENT PROCEDURE OBSTETRICS AND,,
21,1,611,GNYorNmAalE dCeOlivLeOryG wYith or without Episiotomy & P. repair,7200,8280
21,1,612,vacuum delivery,7763,8927
21,1,613,Forceps Delivery,8280,9522
21,1,614,Cesarean Section(CS),13200,15180
22,1,615,Cesarean Hysterectomy,17078,19640
22,1,616,Rupture Uterus closure & repair with Tubal Ligation,15525,17854
22,1,617,Perforation of Uterus after D/E Laparotomy & Closure,12420,14283
22,1,618,Laparotomy for Ectopic pregnancy,12420,14283
22,1,619,Laparotomy-peritonitis Lavage and Drainage,10350,11903
22,1,620,Salphingo-Oophorectomy/ Oophorectomy Laparoscopic,9000,10350
22,1,621,Ovarian Cystectomy-laparoscopic.,10350,11903
22,1,622,Ovarian Cystectomy -laparotomy.,12420,14283
22,1,623,Salpingo-Oophorectomy-laparotomy,11520,13248
22,1,624,Laparoscopic Broad Ligament Hematoma Drainage with repair,6210,7142
22,1,625,Exploration of perineal Haematoma & Repair,7200,8280
22,1,626,Exploration of abdominal Haematoma (after laparotomy + LSCS),7700,8855
22,1,627,Manual Removal of Placenta,3105,3571
22,1,628,Examination under anesthesia (EUA),1000,1150
22,1,629,Burst-abdomen Repair,9000,10350
22,1,630,Gaping Perineal Wound Secondary Suturing,1490,1714
22,1,631,Gaping abdominal wound Secondary Suturing,3105,3571
22,1,632,Complete perineal tear-repair,1915,2202
22,1,633,Exploration of PPH-tear repair,3150,3623
22,1,634,Suction evacuation vesicular mole,4500,5175
22,1,635,Suction evacuation Missed abortion/ incomplete abortion,4658,5357
22,1,636,Colpotomy,3105,3571
22,1,637,Repair of post-coital tear/ perineal injury,3157,3631
22,1,638,Excision of urethral caruncle,3105,3571
22,1,639,Shirodhkar/ McDonald stitch,2898,3333
22,1,640,Abdominal Hysterectomy with or without salpingo-,15525,17854
22,1,641,oNoopnh-odreesccteonmt yVaginal Hysterectomy (NDVH),15525,17854
22,1,642,Vaginal Hysterectomy with repairs (UV Prolapse),15525,17854
22,1,643,Myomectomy -laparotomy,14000,16100
22,1,644,Myomectomy -laparoscopic,6325,7274
23,1,645,Vaginoplasty,13455,15473
23,1,646,Vulvectomy -Simple,8800,10120
23,1,647,Vulvectomy-Radical,8800,10120
23,1,648,Rectovaginal Fistula (RVF) Repair,18975,21821
23,1,649,Manchester Operation,13500,15525
23,1,650,Shirodkar’s sling Operation or other sling operations for prolapse uterus,3300,3795
23,1,651,Laparoscopic sling operations for prolapse uterus,25200,28980
23,1,652,Diagnostic Curettage,2236,2571
23,1,653,Cervical Biopsy,1620,1863
23,1,654,Polypectomy,1366,1571
23,1,655,Other-Minor Operation Endometrial,2200,2530
23,1,656,Excision Vaginal Cyst/Bartholin Cyst,3105,3571
23,1,657,Excision Vaginal Septum,4140,4761
23,1,658,Laparoscopy -Diagnostic with chromopertubation and or adhesiolysis and,3850,4428
23,1,659,dLraipllainrogscopy Sterilization,3300,3795
23,1,660,Laparoscopically Assisted Vaginal Hysterectomy (LAVH),22719,26127
23,1,661,Balloon Temponade for Post Partum Haemorrhage (PPH),2800,3220
23,1,662,Total laparoscopic hysterectomy,23100,26565
23,1,663,Laparoscopic treatment of Ectopic pregnancy-salpingectomy/salpingostomy,8798,10118
23,1,664,cCoonnsiesravtiaotinv oef cervix,4025,4629
23,1,665,Trachelectomy of cervix for early CA cervix,5500,6325
23,1,666,Hysteroscopic cannulation,2875,3306
23,1,667,Laparotomy recannalization of Fallopian tubes-,22425,25789
23,1,668,(LTaupbauroloscpolapsitcy )recannalization of Fallopian tubes-,19500,22425
23,1,669,(CToulbpuolsocpolpaysty),900,1035
23,1,670,Inversion of Uterus – Vaginal Reposition,2500,2875
23,1,671,Inversion of Uterus – Abdominal Reposition,2500,2875
23,1,672,Laparoscopic Vesicovaginal Fistula (VVF) Repair,28000,32200
23,1,673,Abdominal Vesicovaginal Fistula (VVF) Repair,28000,32200
24,1,674,Vaginal Vesicovaginal Fistula (VVF) Repair,28000,32200
24,1,675,Interventional Ultrasonography- Chorionic villus sampling (CVS),880,1012
24,1,676,Amniocentesis,880,1012
24,1,677,Karyotyping,800,920
24,1,678,Thermal balloon ablation.,10350,11903
24,1,679,Ultrasonographic myolysis,9264,10654
24,1,680,Vaginal Myomectomy,10000,11500
24,1,681,Intra Uterine Inseminition,920,1058
24,1,682,Intracytoplasmic sperm injection (ICSI),11500,13225
24,1,683,Laparotomy abdominal sacro-colpopexy,15000,17250
24,1,684,Vaginal Colpopexy,19800,22770
24,1,685,Laparoscopic abdominal sacro-colpopexy,18000,20700
24,1,686,Laparotomy pelvic Lymphadenectomy,1200,1380
24,1,687,Laparoscopic pelvic Lymphadenectomy,3500,4025
24,1,688,Endometrial aspiration cytology/biopsy,513,590
24,1,689,Transvaginal sonography (TVS for Follicular monitioring,414,476
24,1,690,/laasppairroastcioonp)ic treatment for stress incontinence,13500,15525
24,1,691,Transvaginal tapes for Stress incontinence,13500,15525
24,1,692,trans-obturator tapes for Stress incontinence,10800,12420
24,1,693,Interventional radiographic arterial embolization,16200,18630
24,1,694,Diagnostic cystoscopy,2588,2976
24,1,695,Staging laparotomy surgery for Carcinoma Ovary,6050,6958
24,1,696,Internal Iliac ligation,3250,3738
24,1,697,stepwise devascularisation,8280,9522
24,1,698,Assisted breech delivery,9833,11308
24,1,699,Intra-uterine fetal blood transfusion,19148,22020
24,1,700,Hysteroscopy Transcervical Resection of Endometrium (TCRE),8500,9775
24,1,701,Hysteroscopy Removal of Intra-uterine Contraceptive Device (IUCD),6750,7763
24,1,702,Hysteroscopy Removal of Septum,9900,11385
24,1,703,Hysteroscopy Diagnostic,7500,8625
25,1,704,Radical Hysterectomy for Cancer cervix with pelvic,7650,8798
25,1,705,lRyamdpichaald Henyesctetoremcytomy for Cancer endometrium extending to cervix with pelvic,7650,8798
25,1,706,aSntedr ipliazraat iaoonr tPico slyt mpaprhtuadme n(mecitnoimlayp),3750,4313
25,1,707,Sterilization interval (minilap),3750,4313
25,1,708,Ultrasonography Level II scan/Anomaly Scan,1700,2000
25,1,709,Fetal nuchal Translucency,300,345
25,1,710,USG Colour Doppler Pregnancy,1425,1675
25,1,711,Medical Termination of Pregnancy (MTP)- 1st Trimester,3000,3450
25,1,712,Medical Termination of Pregnancy (MTP) - 2nd Trimester,4370,5026
25,1,713,Quadruple test,2000,2300
25,1,714,Biophysical score,600,690
25,1,715,Other Major Surgery,25200,28980
25,1,716,Other Minor Surgery,5000,5750
25,1,,TREATMENT PROCEDURE NEPHROLOGY AND,,
25,1,717,UPaRrtOiaLl ONGepYhrectomy -open,14594,16783
25,1,718,Partial Nephrectomy-Laparoscopic/endoscopic,13860,15939
25,1,719,Nephrolithomy -open,12000,13800
25,1,720,Nephrolithomy -Laparoscopic/endoscopic,14000,16100
25,1,721,Pyelolithotomy-open,13000,14950
25,1,722,Pyelolithotomy -Laparoscopic/endoscopic,10120,11638
25,1,723,Operations for Hydronephrosis -pyeloplasty open,16560,19044
25,1,724,Operations for Hydronephrosis -pyeloplasty Lap/endoscopic,19000,21850
25,1,725,Operations for Hydronephrosis Endopyelotomy antegrade,18000,20700
25,1,726,Operations for Hydronephrosis Endoplyelotomy retrograde,18000,20700
25,1,727,Operations for Hydronephrosis -ureterocalicostomy,17600,20240
25,1,728,Operations for Hydronephrosis-Ileal ureter,18000,20700
25,1,729,Open Drainage of Perinephric Abscess,7200,8280
25,1,730,Percutaneous Drainage of Perinephric Abscess -Ultrasound guided,5175,5951
25,1,731,Cavernostomy,9775,11241
26,1,732,Operations for Cyst of the Kidney -open,10764,12379
26,1,733,Operations for Cyst of the Kidney -Lap/endoscopic,13420,15433
26,1,734,Ureterolithotomy -open,11923,13711
26,1,735,Ureterolithotomy-Lap/Endoscopic,10000,11500
26,1,736,Nephroureterectomy open,14490,16664
26,1,737,Nephroureterectomy -Lap/Endoscopic,15400,17710
26,1,738,Operations for Ureter for -Double Ureters,17100,19665
26,1,739,,16500,18975
26,1,740,Operations for Vesicoureteric Reflux (VUR) -Open,16200,18630
26,1,741,Operations for Vesicoureteric Reflux (VUR)-Lap/Endoscopic,16500,18975
26,1,742,Operations for Vesicoureteric Reflux (VUR)/ Urinary incontinence with,18700,21505
26,1,743,bUurlektienrgo satogemnyts - Cutaneous,12000,13800
26,1,744,Uretero-Colic anastomosis,14400,16560
26,1,745,Formation of an Ileal Conduit,15525,17854
26,1,746,Ureteric Catheterisation,8278,10950
26,1,747,Biopsy of Bladder (Cystoscopic),2200,2530
26,1,748,Cysto-Litholapaxy,9833,11308
26,1,749,Operations for Injuries of the Bladder,10000,11500
26,1,750,Suprapubic Drainage (Cystostomy/vesicostomy),5400,6210
26,1,751,Simple Cystectomy,15525,17854
26,1,752,Diverticulectomy -open,14400,16560
26,1,753,Diverticulectomy- Lap/Endoscopic,16560,19044
26,1,754,Diverticulectomy -Endoscopic incision of neck,1650,1898
26,1,755,Augmentation Cystoplasty,6380,7337
26,1,756,Operations for Exstrophy of the Bladder- Single stage repair,20070,23081
26,1,757,Operations for Exstrophy of the Bladder- Multistage repair,19910,22897
26,1,758,Operations for Exstrophy of the Bladder- simple cystectomy with urinary,22000,25300
26,1,759,dRievpearsiri oonf Ureterocoel -Open,12420,14283
26,1,760,Repair of Ureterocoel -Lap/Endoscopic,13750,15813
27,1,761,Repair of Ureterocoel -Endoscopic incision,11700,13455
27,1,762,Open Suprapubic Prostatectomy,18630,21425
27,1,763,Open Retropubic Prostatectomy,18113,20830
27,1,764,Transurethral Resection of Prostate (TURP),16767,19282
27,1,765,Urethroscopy/ Cystopanendoscopy,4140,4761
27,1,766,Internal urethrotomy -optical,5500,6325
27,1,767,Internal urethrotomy -Core through urethroplasty,9936,11426
27,1,768,Urethral Reconstruction -End to end ansatamosis,3300,3795
27,1,769,Urethral Reconstruction - substitution urethroplasty,18700,21505
27,1,770,(ATbrdanosmpiunboi cP eurrienteharol pulraestthyr)oplasty,14000,16100
27,1,771,Posterior Urethral Valve fulguration.,10143,11664
27,1,772,Operations for Incontinence of Urine - Male -Open,15525,17854
27,1,773,Operations for Incontinence of Urine - Male -Sling,16560,19044
27,1,774,Operations for Incontinence of Urine - Male-Bulking agent,18590,21379
27,1,775,Operations for Incontinence of Urine - Female -Open,15525,17854
27,1,776,Operations for Incontinence of Urine - Female-Sling,16560,19044
27,1,777,Operations for Incontinence of Urine - Female-Bulking agent,18590,21379
27,1,778,Reduction of Paraphimosis,1650,1898
27,1,779,Circumcision,2700,3105
27,1,780,Meatotomy,2111,2428
27,1,781,Meatoplasty,2898,3333
27,1,782,Operations for Hypospadias + Chordee Correction,8280,9522
27,1,783,Operations for Hypospadias - Second Stage,14960,17204
27,1,784,Operations for Hypospadias - One Stage Repair,9200,10580
27,1,785,Operations for Crippled Hypospadias,11000,12650
27,1,786,Operations for Epispadias _primary repair,12045,13852
27,1,787,Operations for Epispadias-crippled epispadias,10890,12524
27,1,788,Partial Amputation of the Penis,9688,11141
27,1,789,Total amputation of the Penis,10800,12420
27,1,790,Orchidectomy-Simple,8798,10118
27,1,791,Orchidectomy -Radical,11000,12650
28,1,792,Post Radical Orchidectomy retroperitoneal lymph node,14000,16100
28,1,793,dEipsisdeicdtyiomne.ctomy,15938,18750
28,1,794,Adreneclectomy Unilateral/Bilateral for Tumour/For Carcinoma- Open,22770,26186
28,1,795,Adreneclectomy Unilateral/Bilateral for Tumour/For,13750,15813
28,1,796,COaprecriantoiomnas -fLora pH/Eydnrdoocsecloe p-i cUnilateral,5279,6071
28,1,797,Operations for Hydrocele - Bilateral,7700,8855
28,1,798,Operation for Torsion of Testis,10350,11903
28,1,799,Micro-surgical Vasovasostomy /Vaso epidedymal,10560,12144
28,1,800,aOnpseartaatmioonssi sf o.r Varicocele Unilateral-Microsurgical,7370,8476
28,1,801,Operations for Varicocele Palomo’s Unilateral - Lap,8800,10120
28,1,802,Operations for Varicocele Bilateral --Microsurgical,12100,13915
28,1,803,Operations for Varicocele Bilateral – Lap/ Palomo,14300,16445
28,1,804,Block Dissection of ilio-inguinal Nodes - One Side (For Ca-Penis),6050,6958
28,1,805,Block Dissection of ilio-inguinal Nodes -Both Sides (For Ca- Penis),20700,23805
28,1,806,Excision of Filarial Scrotum,10350,11903
28,1,807,Kidney Transplantation (related),200000,230000
28,1,808,Kidney Transplantation (Spousal/ unrelated) Including,300000,345000
28,1,809,iAmBmOu ninocsoumpppraetsibsalen tT trhaenrsapplyantation,44100,50715
28,1,810,Swap Transplantation,349200,401580
28,1,811,Kidney Transplant Graft Nephrectomy,53550,61583
28,1,812,Donor Nephrectomy (open),28750,33063
28,1,813,Donor Nephrectomy (Laparoscopic),46000,52900
28,1,814,Cadaver Transplantation,83300,95795
28,1,815,Kidney Transplant with Native Kidney Nephrectomy,28000,32200
28,1,816,(KRidelnaeteyd T)/r aUnnspillaatnetr awlith Native Kidney Nephrectomy,85000,97750
28,1,817,(KRidelnaeteyd T)/r aBnislpatlearnatl with Native Kidney Nephrectomy (Spousal/ Unrelated) Unilateral,85000,97750
29,1,818,Kidney Transplant with Native Kidney Nephrectomy (Spousal/ Unrelated) Bilateral,85000,97750
29,1,819,Post-Transplant Collection drainage for Lymphocele (open),6800,7820
29,1,820,Post-Transplant Collection drainage for Lymphocele (percutaneous),6120,7038
29,1,821,Post-Transplant Collection drainage for Lymphocele,7650,8798
29,1,822,(ALrateprairoovsecnoopuics) Fistula for Haemodialysis,2300,2645
29,1,823,Arteriovenous Shunt for Haemodialysis,3500,4025
29,1,824,Jugular Catheterization for Haemodialysis,1500,1725
29,1,825,Subclavian Catheterization for Haemodialysis,2200,2530
29,1,826,One sided (single Lumen) Femoral Catheterization for,1000,1150
29,1,827,HBialeamteoradli a(slyinsgisle Lumen) Femoral Catheterization for,1500,1725
29,1,828,HDaoeumbloed Liaulmyseisn Femoral Catheterization for Haemodialysis,1850,2128
29,1,829,Permcath Insertion,2800,3220
29,1,830,Arterio venous Prosthetic Graft,1850,2128
29,1,831,Single lumen Jugular Catheterization,1500,1725
29,1,832,Single lumen Subclavian Catheterization,1700,1955
29,1,833,Plasma Exchange/ Plasmapheresis,1600,1840
29,1,834,Continuous Ambulatory Peritoneal Dialysis (CAPD) catheter insertion- Open,3150,3623
29,1,835,mCoenthtionduous Ambulatory Peritoneal Dialysis (CAPD) catheter insertion-,3500,4025
29,1,836,SScuhstlaeinndeidn gloewr/ Sefeflidciinegnecry mheemthooddialysis,1250,1438
29,1,837,Continuous Veno venous/Arteriovenous Hemofilteration,2250,2588
29,1,838,Hemodialysis for Sero negative cases,1260,1449
29,1,839,Hemodialysis for Sero Positive cases,1500,1725
29,1,840,Acute Peritoneal Dialysis,1450,1668
29,1,841,Fistologram for Arteriovenous Fistula,2500,2875
29,1,842,Ultrasound guided kidney Biopsy,850,978
30,1,843,Fistula stenosis dilation,2700,3105
30,1,844,Slow continuous Ultrafilteration,2250,2588
30,1,845,Percutaneous Nephrolithotomy (PCNL) - Unilateral,18000,20700
30,1,846,Percutaneous Nephrolithotomy (PCNL) - Bilateral,25000,28750
30,1,847,Endoscopic Bulking agent Inject,4400,5060
30,1,848,Testicular Biopsy,1870,2151
30,1,849,Radical Nephrectomy -Open,16500,18975
30,1,850,Radical Nephrectomy -Lap/Endoscopic,19800,22770
30,1,851,Radical Nephrectomy plus IV thrombus,22000,25300
30,1,852,Radical Nephrectomy plus IV thrombus plus cardiac bypass.,22000,25300
30,1,853,Vesicovaginal Fistula (VVF) Repair (Open),14400,16560
30,1,854,Vesicovaginal Fistula (VVF) Repair (Laparoscopic),22000,25300
30,1,855,Radical Cystectomy -Ileal conduit,17000,19550
30,1,856,Radical Cystectomy - continent diversion.,15000,17250
30,1,857,Radical Cystectomy – Neo bladder,18500,21275
30,1,858,Nephrectomy Simple -Open,9640,11086
30,1,859,Nephrectomy Simple-lap/Endoscopic,11334,13034
30,1,860,Nephrostomy -Open,9000,10350
30,1,861,Nephrostomy -Lap/Endoscopic,10704,12310
30,1,862,Ureteric Reimplant for Megaureter/Vesicoureteric reflux/ ureterocele (open),10100,11615
30,1,863,Ureteric Reimplant for Megaureter/Vesicoureteric reflux/ ureterocele,9445,10862
30,1,864,(PLaartpiaarl oCsycostpeicct)omy,12420,14283
30,1,865,Transurethral Resection of Prostate (TURP) & Transurethral Resection of Bladder Tumour (TURBT),15525,17854
30,1,866,Transurethral Resection of Prostate (TURP) with Cystolithotripsy,15840,18216
30,1,867,Closure of Urethral Fistula,9900,11385
30,1,868,Orchidopexy - Unilateral -Open,8880,10212
30,1,869,Orchidopexy - Unilateral- Lap/Endoscopic,11800,13570
30,1,870,Orchidopexy - Bilateral -Open,11054,12712
30,1,871,Orchidopexy - Bilateral -Lap/Endoscopic,14500,16675
30,1,872,Cystolithotomy -Suprapubic,8798,10118
31,1,873,Endoscopic Removal of Stone in Bladder,3300,3795
31,1,874,Resection Bladder Neck Endoscopic /Bladder neck,9833,11308
31,1,875,iUnrceitseiorons/ctroapniscu Sreutrhgrearl yincision on prostrate,9315,10712
31,1,876,Urethroplasty 1st Stage,9833,11308
31,1,877,Scrotal Exploration,7700,8855
31,1,878,Perineal Urethrostomy,4510,5187
31,1,879,Dilatation of Stricture Urethra under G.A.,2000,2300
31,1,880,Dilatation of Stricture Urethra under LA,1553,1786
31,1,881,Laparoscopic Nephrectomy,30015,34517
31,1,882,Laparoscopic partial Nephrectomy,10000,11500
31,1,883,Laparoscopic pyelolithotomy,11550,13283
31,1,884,Laparoscopic Pyeloplasty,9775,11241
31,1,885,Laparoscopic surgery for Renal cyst,9350,10753
31,1,886,Laparoscopic ureterolithotomy,11000,12650
31,1,887,Laparoscopic Nephroureterectomy,12650,14548
31,1,888,Extracorporeal Shock Wave Lithotripsy (ESWL),19550,22483
31,1,889,Uroflow Study (Uroflometry),450,518
31,1,890,Urodynamic Study (Cystometry),440,506
31,1,891,Cystoscopy with Retrograde Catheter -Unilateral /RGP,2680,3082
31,1,892,Cystoscopy with Retrograde Catheter - Bilateral /RGP,4208,4839
31,1,893,Cystoscopy with Bladder Biopsy (Cold Cup Biopsy),3043,3499
31,1,894,Voiding-cysto-urethrogram and retrograde urethrogram,400,460
31,1,895,(RNaedpicharlo pstroogsrtaatmec)tomy-Open,16043,18449
31,1,896,Radical prostatectomy-Laparoscopic,20125,23144
31,1,897,Radical prostatectomy- Robotic (Robotic Partial,19250,22138
31,1,898,NHeoplmhrieucmto YmAy)G Prostate Surgery,15000,17250
31,1,899,Holmium YAG Optical Internal Urethrotomy (OIU),4600,5290
31,1,900,Holmium YAG Core through internal Urethrotomy,17250,19838
31,1,901,Holmium YAG Stone Lithotripsy,10200,11730
31,1,902,Green Light laser for prostate,17250,19838
32,1,903,Retrograde Intrarenal Surgery (RIRS)/ Flexible Ureteroscopy,6800,7820
32,1,904,Microscopic Vaso-Epididymal Anastomosis (VEA)/ Vasovasostomy (reversal,See code 799,See code 799
32,1,905,oCfy vstaosseccotopmicy B footru Ilninfeurmti lTitoy xtirne aItnmjeecntti)o n(S (e Olevcte rC aGctHivSe rate code 799 for,6800,7820
32,1,906,bPleaydrdoenri/e ’Ns eduirsoegaesen i–c Pbllaadqudeer e)xcision with grafting,3400,3910
32,1,907,High Intensity Focus Ultrasound (HIFU) (Robotic) for Carcinoma prostrate and renal cell carcinoma,4600,5290
32,1,908,Prosthetic surgery for urinary incontinence,2300,2645
32,1,909,Transrectal Ultrasound (TRUS) guided prostate biopsy,575,661
32,1,910,Ultrasound Guided Percutaneous Nephrostomy (PCN),720,828
32,1,911,Other Major Surgery,15000,17250
32,1,912,Other Minor Surgery,6800,7820
32,1,,TREATMENT PROCEDURE NEURO-SURGERY,,
32,1,913,Craniotomy and Evacuation of Haematoma -Subdural,45644,52491
32,1,914,Craniotomy and Evacuation of Haematoma -Extradural,45000,51750
32,1,915,Evacuation /Excision of Brain Abscess by craniotomy,36000,41400
32,1,916,Excision of Lobe (Frontal Temporal Cerebellum etc.),36900,42435
32,1,917,Excision of Brain Tumours -Supratentorial,35211,40493
32,1,918,Excision of Brain Tumours -Infratentorial,40500,46575
32,1,919,Surgery of spinal Cord Tumours,40500,46575
32,1,920,Ventriculoatrial /Ventriculoperitoneal Shunt (Select CGHS rate code 938 for,see code 938,see code 938
32,1,921,aTpwpisrto Dverdil lr Catreasn)iostomy,4250,4888
32,1,922,Subdural Tapping,2210,2542
32,1,923,Ventricular Tapping,2670,3071
