city,source_pdf,source_page,procedure_name,nabh_rate,non_nabh_rate,cghs_rate,rate_type,remarks,extraction_method,needs_manual_review,quality_status,review_reason,raw_text_line,extraction_confidence
Patna,17062025164851_CGHS-Rate-2024--Patna.pdf,23,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Patna,17062025164851_CGHS-Rate-2024--Patna.pdf,24,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Patna,17062025164851_CGHS-Rate-2024--Patna.pdf,25,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Patna,17062025164851_CGHS-Rate-2024--Patna.pdf,26,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Patna,17062025164851_CGHS-Rate-2024--Patna.pdf,27,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Patna,17062025164851_CGHS-Rate-2024--Patna.pdf,28,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Patna,17062025164851_CGHS-Rate-2024--Patna.pdf,29,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Patna,17062025164851_CGHS-Rate-2024--Patna.pdf,30,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Patna,17062025164851_CGHS-Rate-2024--Patna.pdf,31,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Patna,17062025164851_CGHS-Rate-2024--Patna.pdf,32,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Patna,17062025164851_CGHS-Rate-2024--Patna.pdf,33,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Patna,17062025164851_CGHS-Rate-2024--Patna.pdf,34,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Patna,17062025164851_CGHS-Rate-2024--Patna.pdf,35,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Patna,17062025164851_CGHS-Rate-2024--Patna.pdf,36,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Patna,17062025164851_CGHS-Rate-2024--Patna.pdf,37,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Patna,17062025164851_CGHS-Rate-2024--Patna.pdf,38,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Patna,17062025164851_CGHS-Rate-2024--Patna.pdf,39,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Patna,17062025164851_CGHS-Rate-2024--Patna.pdf,40,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,1,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,2,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,3,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,4,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,5,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,6,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,7,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,8,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,9,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,10,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,11,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,12,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,13,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,14,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,15,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,16,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,17,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,18,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,19,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,20,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,21,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,22,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,23,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,24,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,25,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,26,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,27,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,28,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,29,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,30,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,31,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,32,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,33,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,34,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,35,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,36,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,37,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,38,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,39,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,40,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,41,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,42,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,43,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,44,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,45,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,46,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,47,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Pune,17062025165405_CGHS-Rate-2024--Pune.pdf,48,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Ranchi,20062025144911_Revision-of-CGHS-rates-for--Cardiology-procedures -PET-CT-scan-and--inclusion-of-2-new-procedures-regd-(-19-and-21-December-2023) (4).pdf,6,External Loop/event recording ( maximum up to 7 days),,,,,,pdfplumber,False,needs_manual_review,missing_or_invalid_rate,,0.95
Ranchi,20062025144911_Revision-of-CGHS-rates-for--Cardiology-procedures -PET-CT-scan-and--inclusion-of-2-new-procedures-regd-(-19-and-21-December-2023) (4).pdf,6,Endomyocardial biopsy,,,,,,pdfplumber,False,needs_manual_review,missing_or_invalid_rate,,0.95
Ranchi,20062025144911_Revision-of-CGHS-rates-for--Cardiology-procedures -PET-CT-scan-and--inclusion-of-2-new-procedures-regd-(-19-and-21-December-2023) (4).pdf,8,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,1,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,2,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,3,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,4,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,5,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,6,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,7,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,8,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,9,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,10,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,11,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,12,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,13,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,14,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,15,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,16,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,17,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,18,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,19,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,20,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,21,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,22,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,23,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,24,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,25,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,26,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,27,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,28,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,29,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,30,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,31,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,32,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,33,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Shillong,17062025170055_CGHS-Rate-2024--Shillong.pdf,34,,,,,,,pdfplumber,False,needs_manual_review,missing_procedure_name; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,2,TREATMENT PROCEDURE OPTHALMOLOGY,,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,4,90 D lens examination,58,50,,,,pdfplumber,False,needs_manual_review,messy_procedure,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,6,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,6,Glaucoma surgery with Glaucoma valves,,,,,,pdfplumber,False,needs_manual_review,missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,8,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,8,TREATMENT PROCEDURE DENTAL PROCEDURES,,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,9,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,10,TREATMENT PROCEDURE ENT,,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,13,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,13,TREATMENT PROCEDURE FOR HEAD AND NECK,,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,15,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,15,Head and neck cancer,,,,,,pdfplumber,False,needs_manual_review,missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,16,TREATMENT PROCEDURE BREAST,,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,16,TREATMENT PROCEDURE GENERAL SURGERY,,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,16,Biopsies,,,,,,pdfplumber,False,needs_manual_review,missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,16,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,17,TREATMENT PROCEDURE OESOPHAGUS,,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,18,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,20,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,21,Prolapse Rectum - Grahams Operation,,,,,,pdfplumber,False,needs_manual_review,missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,24,External Loop/event recording (maximum upto 7 days),,,,,,pdfplumber,False,needs_manual_review,missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,24,Endomyocardial biopsy,,,,,,pdfplumber,False,needs_manual_review,missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,25,ASD/VSD/PDA device closure,,,,,,pdfplumber,False,needs_manual_review,missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,26,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,26,TREATMENT PROCEDURE OBSTETRICS AND GYNAECOLOGY,,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,TREATMENT PROCEDURE NEPHROLOGY AND UROLOGY,,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,35,CGHS TREATMENT PROCEDURE / INVESTIGATION LIST (DELHI/NCR),,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,37,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,38,TREATMENT PROCEDURE NEURO- SURGERY,,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,39,Ventriculoatrial /Ventriculoperitoneal Shunt (Select CGHS rate code 938 for approved rates),,,,,,pdfplumber,False,needs_manual_review,missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,39,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,41,Epilepsy surgery other than at S No. 966 and 967,41659,36225,,,,pdfplumber,False,needs_manual_review,header_like_procedure,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,42,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,43,TREATMENT PROCEDURE PAEDIATRIC SURGERY,,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,44,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,44,Meconium ileus (Select CGHS rate code 1033),,,,,,pdfplumber,False,needs_manual_review,missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,44,TREATMENT PROCEDURE BURNS AND PLASTIC SURGERY,,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,46,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,46,TREATMENT PROCEDURE ORTHOPEDICS,,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,51,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,52,TREATMENT PROCEDURE PHYSIOTHERAPY,,,,,,pdfplumber,False,needs_manual_review,header_like_procedure; missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,52,NUCLEAR MEDICINE / RADIOTHERAPY AND CHEMOTHERAPY,,,,,,pdfplumber,False,needs_manual_review,missing_or_invalid_rate,,0.95
Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,53,NUCLEAR MEDICINE / BRACHYTHERAPY- HIGH DOSE RADIATION,,,,,,pdfplumber,False,needs_manual_review,missing_or_invalid_rate,,0.95
