city,source_pdf,source_page,procedure_name,nabh_rate,non_nabh_rate,cghs_rate,rate_type,remarks,extraction_method,needs_manual_review,quality_status
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,34,Cobalt 60 therapy- Radical therapy,78689,68425,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,34,Cobalt 60 therapy- Palliative therapy,28104,24438,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,34,Linear accelerator- Radical therapy,67448,58650,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,34,Linear accelerator- Palliative therapy,39345,34213,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,34,3D Planning Radiotherapy,5621,4888,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,34,2D Planning Radiotherapy,5621,4888,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,34,IMRT(Intensity Modulated radiotherapy),116010,100878,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,34,SRT (Stereotactic radiotherapy),70145,60996,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,34,SRS(Stereotactic radio surgery),92628,80546,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,34,IGRT(Image guided radiotherapy),169068,147016,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,34,Respiratory Gating-alongwith Linear accelerator planning,126500,110000,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,34,Electron beam with Linear accelerator,79380,67473,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,34,Tomotherapy,91310,79400,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,34,Intracavitary (Brachytherapy),13490,11730,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,34,Interstitial (Brachytherapy),67448,58650,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,34,Intraluminal (Brachytherapy),11241,9775,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,34,Surface mould (Brachytherapy),5341,4644,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Gliadel Wafer (Brachytherapy),107985,93900,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Neoadjuvant Chemotherapy,992,863,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Adjuvant Chemotherapy,992,863,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Concurrent-chemoradiation,1058,920,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Single drug Chemotherapy,635,552,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Multiple drugs Chemotherapy,1032,897,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Targeted therapy-Chemotherapy,1058,920,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Chemoport facility,1058,920,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,PICC line (peripherally inserted Central Cannulisation),1058,920,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Upper GI Endoscopy (Gastro endoscopy / Esophagogastroduodenoscopy (EGD) + Lower GI Endoscopy (Colonoscopy/ Sigmoidoscopy),1984,1725,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Diagnostic endoscopy,288,250,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Endoscopic biopsy,397,345,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Endoscopic mucosal resection,1815,1543,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Oesophageal stricture dilatation,1984,1725,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Balloon dilatation of achalasia cardia,3306,2875,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Gastrointestinal (GIT) Foreign body removal,1984,1725,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Oesophageal stenting,3450,3000,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Band ligation of oesophageal varices,2875,2500,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Sclerotherapy of oesophageal varices,2875,2500,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Glue injection of varices,2875,2500,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Argon plasma coagulation,4629,4025,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Pyloric balloon dilatation,2777,2415,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Enteranal stenting,4232,3680,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Duodenal stricture dilation,1139,990,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Single balloon enteroscopy,4600,4000,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Double balloon enteroscopy,4025,3500,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Capsule endoscopy,5693,4950,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Piles banding,1264,1099,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Colonic stricture dilatation,3148,2737,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Hot biopsy forceps procedures,3450,3000,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Colonic stenting,3148,2737,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Junction biopsy,2300,2000,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Conjugal microscopy,4600,4000,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Endoscopic sphincterotomy,2777,2415,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Common Bile Duct (CBD) stone extraction,2777,2415,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Common Bile Duct (CBD) stricture dilatation,7475,6500,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Biliary stenting (plastic and metallic),5555,4830,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Mechanical lithotripsy of CBD stones,9200,8000,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Pancreatic sphincterotomy,7500,6375,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Pancreatic stricture dilatation,6613,5750,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Pancreatic stone extraction,11613,10098,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Mechanical lithotripsy of pancreatic stones,13093,11385,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Endoscopic cysto gastrostomy,9258,8050,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,Balloon dilatation of papilla,7935,6900,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Ultrasound guided abscess Drainage,828,720,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Percutaneous Transhepatic Biliary Drainage (PTBD),1323,1150,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Diagnostic angiography,2300,2000,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Vascular embolization,17365,15100,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Transjugular Intrahepatic Portosystemic Shunt (TIPS),6210,5400,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Inferior vena cava (IVC) Venography and Hepatic vein (HV) Venography,39344,34212,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Muscular stenting,112413,97750,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Balloon-occluded Retrograde Intravenous Obliteration (BRTO),66125,57500,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Portal haemodymic studies,2250,1913,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Manometry and PH metry,1897,1612,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Oesophageal PH metry,5750,5000,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Oesophageal manometry,5750,5000,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Small bowel manometry,8000,6800,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Anorectal manometry,8000,6800,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Colonic manometry,9000,7650,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Biliary manometry,9000,7650,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Sengstaken Blakemore (SB) tube tamponade,3306,2875,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Lintas machles tube tempode,3306,2875,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Faecal / Fecal fat test/ fecal chymotrypsin/ fecal elastase,403,350,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Breath tests (Urea breath test/ H. pylori breath test),345,300,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Liver biopsy,1587,1380,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Dental IOPA X-ray,58,50,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Occlusal X-ray,90,78,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,OPG X-ray,225,196,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Lung Ventilation & Perfusion Scan (V/Q Scan),4140,3600,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Lung Perfusion Scan,2300,2000,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Whole Body Bone Scan with SPECT.,3934,3421,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Three phase whole body Bone Scan,3934,3421,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Brain Perfusion SPECT Scan with Technetium 99m radiopharmaceuticals.,11241,9775,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,Radionuclide Cisternography for CSF leak,4400,3740,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,Gastro esophageal Reflux Study (GER Study),2248,1955,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,Gastro intestinal Bleed (GloB.) Study with Technetium 99m labeled RBCs.,3934,3421,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,Hepatobiliary Scintigraphy.,2811,2444,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,Meckel's Scan,2248,1955,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,Hepatosplenic scintigraphy with Technetium-99m radiopharmaceuticals,2200,1870,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,Gastric emptying,1466,1275,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,Renal Cortical Scintigraphy with Technetium 99m Dimercaptosuccinic acid (DMSA),3934,3421,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,Dynamic Renography.,3934,3421,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,Dynamic Renography with Diuretic.,3934,3421,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,Dynamic Renography with Captopril,2254,1960,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,Testicular Scan with Technetium 99m Pertechnetate,1700,1445,,,Rate revised w.e.f. 19.06.2023 & applicable in all CGHS cities,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,Thyroid Uptake measurements with 131-Iodine.,1799,1564,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,Thyroid Scan with Technetium 99m Pertechnetate.,1900,1615,,,Rate revised w.e.f. 19.06.2023 & applicable in all CGHS cities,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,Iodine-131 Whole Body Scan,3373,2933,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,Whole Body Scan with MIBG,20234,17595,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,Parathyroid Scan,5621,4888,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,131-Iodine Therapy,1800,1530,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,131-Iodine Therapy <15mCi,4432,3854,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,131-Iodine Therapy 15-50mCi,5699,4956,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,131-Iodine Therapy 51-100mCi,13800,12000,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,131-Iodine Therapy >100mCi,17250,15000,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,Phosphorus-32 therapy for metastatic bone pain palliation,5750,5000,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,Samarium-153 therapy for metastatic bone pain palliation,12018,10450,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,Radiosynovectomy with Yttrium,25000,21250,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,Stress thallium / Myocardial Perfusion Scintigraphy,10868,9450,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,Rest thallium / Myocardial Perfusion Scintigraphy,9200,8000,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,Venography,3795,3300,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,Treadmill Test (TMT),1120,950,,,Rate revised w.e.f. 19.06.2023 & applicable in all CGHS cities,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,Transoesophageal Echocardiography (TEE) (Select CGHS rate Code 595/596 for approved rate as the case may be),562,489,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,Lymph angiography,1855,1613,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,Scintimammography.,5520,4800,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,Indium labelled octreotide Scan,84310,73313,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,FDG Whole body PET / CT Scan (with or without contrast),11500,10000,,,"Rate revised w.e.f. 19.12.2023 & applicable in all CGHS cities,",pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,Brain / Heart FDG PET / CT Scan,11500,10000,,,"Rate revised w.e.f. 19.12.2023 & applicable in all CGHS cities,",pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,Gallium-68 Peptide PET / CT imaging for Neuroendocrine Tumor,11500,10000,,,"Rate revised w.e.f. 19.12.2023 & applicable in all CGHS cities,",pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,"Urine routine- pH, Specific gravity, sugar, protein and microscopy",40,35,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,Urine Microalbumin,81,70,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,Stool routine and Microscopy,40,35,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,Stool occult blood,28,24,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,Post coital smear examination,35,30,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,Semen analysis,40,35,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,Haemoglobin (Hb),21,18,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,Total Leucocytic Count (TLC),36,31,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,Differential Leucocytic Count (DLC),36,31,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,Erythrocyte Sedimentation Rate (ESR),29,25,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,"Total Red Cell count with MCV,MCH,MCHC,DRW",37,32,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,"Complete Haemogram/CBC, Hb,RBC count and indices,TLC, DLC, Platelet, ESR, Peripheral smear examination",155,135,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,Platelet count,55,48,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Reticulocyte count,55,48,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Absolute Eosinophil count (AEC),55,48,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Packed Cell Volume (PCV),15,13,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Peripheral Smear Examination,49,43,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Smear for Malaria parasite,47,41,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Bleeding Time,40,35,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Osmotic fragility Test,58,50,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Bone Marrow Smear Examination,81,70,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Bone Marrow Smear Examination with iron stain,288,250,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Bone Marrow Smear Examination and cytochemistry,506,440,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Activated partial ThromboplastinTime (APTT),117,102,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Rapid test for malaria(card test),51,44,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,WBC cytochemistry for leukemia -Complete panel,127,110,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,"Bleeding Disorder panel- PT, APTT, Thrombin Time Fibrinogen, D-Dimer/ Fibrinogen Degradation Products (FDP)",460,400,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Factor Assays-Factor VIII,828,720,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Factor Assays-Factor IX,782,680,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Platelet Function test,58,50,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,"Tests for hypercoagulable states- Protein C, Protein S, Antithrombin",460,400,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Tests for lupus anticoagulant,173,150,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,"Tests for Antiphospholipid antibody IgG, IgM (for cardiolipin and B2 Glycoprotein 1)",575,500,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Thalassemia studies (Red Cell indices and Hb HPLC),644,560,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Tests for Sickling / Hb HPLC),89,77,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Blood Group & RH Type,35,30,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Cross match,58,50,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Coomb’s Test Direct,104,90,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Coomb’s Test Indirect,115,100,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,3 cell panel- antibody screening for pregnant female,200,170,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,11 cells panel for antibody identification,200,170,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Hepatitis B surface antigen (HBsAg),120,102,,,,pdfplumber,False,clean
Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,Hepatitis C virus (HCV),150,128,,,,pdfplumber,False,clean
