extraction_method,city_folder,source_pdf,source_page,extracted_table_index,raw_text_line,procedure_name,nabh_rate,non_nabh_rate,cghs_rate,rate_type,remarks,extraction_confidence,needs_manual_review
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Gastrointestinal (GIT) Foreign body removal,1984,1725,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Oesophageal stenting,3450,3000,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Band ligation of oesophageal varices,2875,2500,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Sclerotherapy of oesophageal varices,2875,2500,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Glue injection of varices,2875,2500,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Argon plasma coagulation,4629,4025,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Pyloric balloon dilatation,2777,2415,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Enteranal stenting,4232,3680,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Duodenal stricture dilation,1139,990,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Single balloon enteroscopy,4600,4000,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Double balloon enteroscopy,4025,3500,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Capsule endoscopy,5693,4950,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Piles banding,1264,1099,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Colonic stricture dilatation,3148,2737,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Hot biopsy forceps procedures,3450,3000,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Colonic stenting,3148,2737,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Junction biopsy,2300,2000,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Conjugal microscopy,4600,4000,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Endoscopic sphincterotomy,2777,2415,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Common Bile Duct (CBD) stone extraction,2777,2415,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Common Bile Duct (CBD) stricture dilatation,7475,6500,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Biliary stenting (plastic and metallic),5555,4830,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Mechanical lithotripsy of CBD stones,9200,8000,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Pancreatic sphincterotomy,7500,6375,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Pancreatic stricture dilatation,6613,5750,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Pancreatic stone extraction,11613,10098,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Mechanical lithotripsy of pancreatic stones,13093,11385,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Endoscopic cysto gastrostomy,9258,8050,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,35,1,,Balloon dilatation of papilla,7935,6900,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Ultrasound guided abscess Drainage,828,720,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Percutaneous Transhepatic Biliary Drainage (PTBD),1323,1150,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Diagnostic angiography,2300,2000,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Vascular embolization,17365,15100,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Transjugular Intrahepatic Portosystemic Shunt (TIPS),6210,5400,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Inferior vena cava (IVC) Venography and Hepatic vein (HV) Venography,39344,34212,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Muscular stenting,112413,97750,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Balloon-occluded Retrograde Intravenous Obliteration (BRTO),66125,57500,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Portal haemodymic studies,2250,1913,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Manometry and PH metry,1897,1612,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Oesophageal PH metry,5750,5000,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Oesophageal manometry,5750,5000,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Small bowel manometry,8000,6800,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Anorectal manometry,8000,6800,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Colonic manometry,9000,7650,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Biliary manometry,9000,7650,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Sengstaken Blakemore (SB) tube tamponade,3306,2875,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Lintas machles tube tempode,3306,2875,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Faecal / Fecal fat test/ fecal chymotrypsin/ fecal elastase,403,350,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Breath tests (Urea breath test/ H. pylori breath test),345,300,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Extracorporeal Shortwave Lithotripsy (ESWL) (Select CGHS rate Code 888 for approved rate),See code 888,See code 888,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Liver biopsy,1587,1380,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,NAME OF INVESTIGATION / DENTAL,NABH / NABL,Non- NABH /,,,Remarks,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,,Rates in Rupee,Non- NABL Rates,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,,,in,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,,,Rupee,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Dental IOPA X-ray,58,50,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Occlusal X-ray,90,78,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,OPG X-ray,225,196,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,NAME OF INVESTIGATION / PULMONARY,NABH / NABL,Non- NABH /,,,Remarks,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,,Rates in Rupee,Non- NABL Rates,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,,,in,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,,,Rupee,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Lung Ventilation & Perfusion Scan (V/Q Scan),4140,3600,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Lung Perfusion Scan,2300,2000,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,NAME OF INVESTIGATION / OSTEOLOGY,NABH / NABL,Non- NABH /,,,Remarks,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,,Rates in Rupee,Non- NABL Rates,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,,,in,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,,,Rupee,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Whole Body Bone Scan with SPECT.,3934,3421,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Three phase whole body Bone Scan,3934,3421,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,NAME OF INVESTIGATION / NEUROSCIENCES,NABH / NABL,Non- NABH /,,,Remarks,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,,Rates in Rupee,Non- NABL Rates,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,,,in,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,,,Rupee,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Brain Perfusion SPECT Scan with Technetium 99m radiopharmaceuticals.,11241,9775,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,36,1,,Radionuclide Cisternography for CSF leak,4400,3740,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,HEPATOBILIARY,Rates in Rupee,Non-,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,,,NABL Rates in,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,,,Rupee,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,Gastro esophageal Reflux Study (GER Study),2248,1955,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,Gastro intestinal Bleed (GloB.) Study with Technetium 99m labeled RBCs.,3934,3421,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,Hepatobiliary Scintigraphy.,2811,2444,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,Meckel's Scan,2248,1955,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,Hepatosplenic scintigraphy with Technetium-99m radiopharmaceuticals,2200,1870,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,Gastric emptying,1466,1275,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,NAME OF INVESTIGATION / GENITOURINARY,NABH / NABL,Non- NABH /,,,Remarks,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,,Rates in Rupee,Non- NABL Rates,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,,,in,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,,,Rupee,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,Renal Cortical Scintigraphy with Technetium 99m Dimercaptosuccinic acid (DMSA),3934,3421,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,Dynamic Renography.,3934,3421,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,Dynamic Renography with Diuretic.,3934,3421,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,Dynamic Renography with Captopril,2254,1960,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,Testicular Scan with Technetium 99m Pertechnetate,1700,1445,,,Rate revised w.e.f. 19.06.2023 & applicable in all CGHS cities,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,NAME OF INVESTIGATION / ENDOCRINOLOGY,NABH / NABL,Non- NABH /,,,Remarks,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,,Rates in Rupee,Non- NABL Rates,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,,,in,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,,,Rupee,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,Thyroid Uptake measurements with 131-Iodine.,1799,1564,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,Thyroid Scan with Technetium 99m Pertechnetate.,1900,1615,,,Rate revised w.e.f. 19.06.2023 & applicable in all CGHS cities,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,Iodine-131 Whole Body Scan,3373,2933,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,Whole Body Scan with MIBG,20234,17595,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,Parathyroid Scan,5621,4888,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,NAME OF INVESTIGATION / RADIO-ISOTOPE,NABH / NABL,Non- NABH /,,,Remarks,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,THERAPY,Rates in Rupee,Non- NABL Rates,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,,,in,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,,,Rupee,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,131-Iodine Therapy,1800,1530,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,131-Iodine Therapy <15mCi,4432,3854,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,131-Iodine Therapy 15-50mCi,5699,4956,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,131-Iodine Therapy 51-100mCi,13800,12000,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,131-Iodine Therapy >100mCi,17250,15000,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,Phosphorus-32 therapy for metastatic bone pain palliation,5750,5000,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,Samarium-153 therapy for metastatic bone pain palliation,12018,10450,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,Radiosynovectomy with Yttrium,25000,21250,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,NAME OF INVESTIGATION / CARDIOLOGY,NABH / NABL,Non- NABH /,,,Remarks,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,,Rates in Rupee,Non- NABL Rates,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,,,in,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,,,Rupee,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,Stress thallium / Myocardial Perfusion Scintigraphy,10868,9450,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,37,1,,Rest thallium / Myocardial Perfusion Scintigraphy,9200,8000,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,Venography,3795,3300,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,Treadmill Test (TMT),1120,950,,,Rate revised w.e.f. 19.06.2023 & applicable in all CGHS cities,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,Transoesophageal Echocardiography (TEE) (Select CGHS rate Code 595/596 for approved rate as the case may be),562,489,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,Lymph angiography,1855,1613,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,NAME OF INVESTIGATION / TUMOUR,NABH / NABL,Non- NABH /,,,Remarks,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,IMAGING,Rates in Rupee,Non- NABL Rates,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,,,in,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,,,Rupee,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,Scintimammography.,5520,4800,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,Indium labelled octreotide Scan,84310,73313,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,FDG Whole body PET / CT Scan (with or without contrast),"11,500","10,000",,,"Rate revised w.e.f. 19.12.2023 & applicable in all CGHS cities,",0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,NAME OF INVESTIGATION / PET SCAN,NABH / NABL,Non- NABH /,,,Remarks,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,,Rates in Rupee,Non- NABL Rates,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,,,in,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,,,Rupee,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,Brain / Heart FDG PET / CT Scan,"11,500","10,000",,,"Rate revised w.e.f. 19.12.2023 & applicable in all CGHS cities,",0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,Gallium-68 Peptide PET / CT imaging for Neuroendocrine Tumor,"11,500","10,000",,,"Rate revised w.e.f. 19.12.2023 & applicable in all CGHS cities,",0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,LABORATORY MEDICINE / CLINICAL,NABH / NABL,Non- NABH /,,,Remarks,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,PATHOLOGY,Rates in Rupee,Non- NABL Rates,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,,,in,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,,,Rupee,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,"Urine routine- pH, Specific gravity, sugar, protein and microscopy",40,35,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,Urine Microalbumin,81,70,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,Stool routine and Microscopy,40,35,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,Stool occult blood,28,24,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,Post coital smear examination,35,30,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,Semen analysis,40,35,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,LABORATORY MEDICINE / HAEMATOLOGY,NABH / NABL,Non- NABH /,,,Remarks,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,,Rates in Rupee,Non- NABL Rates,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,,,in,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,,,Rupee,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,Haemoglobin (Hb),21,18,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,Total Leucocytic Count (TLC),36,31,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,Differential Leucocytic Count (DLC),36,31,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,Erythrocyte Sedimentation Rate (ESR),29,25,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,"Total Red Cell count with MCV,MCH,MCHC,DRW",37,32,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,"Complete Haemogram/CBC, Hb,RBC count and indices,TLC, DLC, Platelet, ESR, Peripheral smear examination",155,135,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,38,1,,Platelet count,55,48,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,1,,Reticulocyte count,55,48,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,1,,Absolute Eosinophil count (AEC),55,48,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,1,,Packed Cell Volume (PCV),15,13,,,,0.95,False
pdfplumber,Delhi and NCR,29092025143716_CGHS-Rates-2024--Delhi--NCR (1).pdf,39,1,,Peripheral Smear Examination,49,43,,,,0.95,False
