extraction_method,city_folder,source_pdf,source_page,extracted_table_index,raw_text_line,procedure_name,nabh_rate,non_nabh_rate,cghs_rate,rate_type,remarks,extraction_confidence,needs_manual_review
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,27,1,,Myomectomy -laparotomy,16100,14000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,27,1,,Myomectomy -laparoscopic,7274,6325,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,27,1,,Vaginoplasty,17193,14950,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,27,1,,Vulvectomy -Simple,10580,9200,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Vulvectomy-Radical,10580,9200,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Rectovaginal Fistula (RVF) Repair,21821,18975,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Manchester Operation,17250,15000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Shirodkar’s sling Operation or other sling operations for prolapse uterus,3968,3450,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Laparoscopic sling operations for prolapse uterus,37030,32200,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Diagnostic Curettage,2857,2484,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Cervical Biopsy,2070,1800,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Polypectomy,1746,1518,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Other-Minor Operation Endometrial,2645,2300,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Excision Vaginal Cyst/Bartholin Cyst,3968,3450,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Excision Vaginal Septum,5290,4600,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Laparoscopy -Diagnostic with chromopertubation and or adhesiolysis and drilling,4629,4025,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Laparoscopy Sterilization,3968,3450,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Laparoscopically Assisted Vaginal Hysterectomy (LAVH),62100,54000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Balloon Temponade for Post Partum Haemorrhage (PPH),3220,2800,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Total laparoscopic hysterectomy,29029,25243,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Laparoscopic treatment of Ectopic pregnancy- salpingectomy/salpingostomy conservative,11241,9775,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Conisation of cervix,4629,4025,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Trachelectomy of cervix for early CA cervix,6325,5500,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Hysteroscopic cannulation,3306,2875,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Laparotomy recannalization of Fallopian tubes- (Tubuloplasty),25789,22425,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Laparoscopic recannalization of Fallopian tubes- (Tubuloplasty),52877,45980,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Colposcopy,1102,958,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Inversion of Uterus – Vaginal Reposition,2875,2500,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,28,1,,Inversion of Uterus – Abdominal Reposition,2875,2500,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Laparoscopic Vesicovaginal Fistula (VVF) Repair,37030,32200,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Abdominal Vesicovaginal Fistula (VVF) Repair,37030,32200,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Vaginal Vesicovaginal Fistula (VVF) Repair,37030,32200,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Interventional Ultrasonography- Chorionic villus sampling (CVS),1012,880,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Amniocentesis,1012,880,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Karyotyping,920,800,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Thermal balloon ablation.,13225,11500,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Ultrasonographic myolysis,11837,10293,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Vaginal Myomectomy,11500,10000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Intra Uterine Inseminition,1058,920,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Intracytoplasmic sperm injection (ICSI),13225,11500,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Laparotomy abdominal sacro-colpopexy,17250,15000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),NABH/NABL rates in Rupee,Non- NABH/Non- NABL Rates,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Vaginal Colpopexy,25300,22000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Laparoscopic abdominal sacro-colpopexy,23000,20000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Laparotomy pelvic Lymphadenectomy,1380,1200,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Laparoscopic pelvic Lymphadenectomy,4025,3500,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Endometrial aspiration cytology/biopsy,656,570,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Transvaginal sonography (TVS for Follicular monitioring /aspiration),529,460,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,laparoscopic treatment for stress incontinence,17250,15000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Transvaginal tapes for Stress incontinence,17250,15000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,trans-obturator tapes for Stress incontinence,13800,12000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Interventional radiographic arterial embolization,20700,18000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Diagnostic cystoscopy,3306,2875,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,29,1,,Staging laparotomy surgery for Carcinoma Ovary,7274,6325,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Internal Iliac ligation,3902,3393,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,stepwise devascularisation,10580,9200,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Assisted breech delivery,12564,10925,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Intra-uterine fetal blood transfusion,24466,21275,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Hysteroscopy Transcervical Resection of Endometrium (TCRE),9775,8500,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Hysteroscopy Removal of Intra-uterine Contraceptive Device (IUCD),8625,7500,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Hysteroscopy Removal of Septum,12650,11000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Hysteroscopy Diagnostic,8625,7500,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Radical Hysterectomy for Cancer cervix with pelvic lymphadenectomy,9775,8500,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Radical Hysterectomy for Cancer endometrium extending to cervix with pelvic and para aortic,9775,8500,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Sterilization Post partum (minilap),4313,3750,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Sterilization interval (minilap),4313,3750,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Ultrasonography Level II scan/Anomaly Scan,2000,1700,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Fetal nuchal Translucency,345,300,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Fetal Doppler/Umblical Doppler/Uterine Vessel Doppler (USG Colour Doppler Pregnancy),1675,1425,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Medical Termination of Pregnancy (MTP)- 1st Trimester,3450,3000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Medical Termination of Pregnancy (MTP) - 2nd Trimester,5026,4370,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Quadruple test,2300,2000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Biophysical score,690,600,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Other Major Surgery-Obstetrics and Gynaecology,32200,28000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Other Minor Surgery-Obstetrics and Gynaecology,5750,5000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,TREATMENT PROCEDURE NEPHROLOGY AND UROLOGY,NABH/NABL rates in Rupee,Non- NABH/Non- NABL Rates,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Partial Nephrectomy -open,18647,16215,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Partial Nephrectomy-Laparoscopic/endoscopic,16664,14490,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,30,1,,Nephrolithomy -open,13800,12000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Nephrolithomy -Laparoscopic/endoscopic,16100,14000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Pyelolithotomy-open,14950,13000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Pyelolithotomy -Laparoscopic/endoscopic,12167,10580,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Operations for Hydronephrosis -pyeloplasty open,21160,18400,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),NABH/NABL rates in Rupee,Non- NABH/Non- NABL Rates,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Operations for Hydronephrosis -pyeloplasty Lap/endoscopic,21850,19000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Operations for Hydronephrosis Endopyelotomy antegrade,23000,20000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Operations for Hydronephrosis Endoplyelotomy retrograde,23000,20000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Operations for Hydronephrosis -ureterocalicostomy,20700,18000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Operations for Hydronephrosis-Ileal ureter,20700,18000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Open Drainage of Perinephric Abscess,9200,8000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Percutaneous Drainage of Perinephric Abscess - Ultrasound guided,6613,5750,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Cavernostomy,11241,9775,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Operations for Cyst of the Kidney -open,13754,11960,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Operations for Cyst of the Kidney -Lap/endoscopic,16135,14030,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Ureterolithotomy -open,15235,13248,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Ureterolithotomy-Lap/Endoscopic,11500,10000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Nephroureterectomy open,18515,16100,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Nephroureterectomy -Lap/Endoscopic,18515,16100,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Operations for Ureter for -Double Ureters,21850,19000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Operations for Ureter -for Ectopia of Single Ureter,20700,18000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Operations for Vesicoureteric Reflux (VUR) -Open,20700,18000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Operations for Vesicoureteric Reflux (VUR)- Lap/Endoscopic,20700,18000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Operations for Vesicoureteric Reflux (VUR)/ Urinary incontinence with bulking agents,23805,20700,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,31,1,,Ureterostomy - Cutaneous,13800,12000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Uretero-Colic anastomosis,18400,16000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Formation of an Ileal Conduit,19838,17250,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Ureteric Catheterisation,10950,8278,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Biopsy of Bladder (Cystoscopic),2645,2300,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Cysto-Litholapaxy,12564,10925,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Operations for Injuries of the Bladder,11500,10000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Suprapubic Drainage (Cystostomy/vesicostomy),6900,6000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Simple Cystectomy,19838,17250,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Diverticulectomy -open,18400,16000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Diverticulectomy- Lap/Endoscopic,21160,18400,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Diverticulectomy -Endoscopic incision of neck,1984,1725,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Augmentation Cystoplasty,7671,6670,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Operations for Exstrophy of the Bladder- Single stage repair,25645,22300,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Operations for Exstrophy of the Bladder- Multistage repair,23937,20815,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Operations for Exstrophy of the Bladder- simple cystectomy with urinary diversion,25875,22500,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Repair of Ureterocoel -Open,15870,13800,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Repair of Ureterocoel -Lap/Endoscopic,16531,14375,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Repair of Ureterocoel -Endoscopic incision,14950,13000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Open Suprapubic Prostatectomy,23805,20700,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Open Retropubic Prostatectomy,23144,20125,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Transurethral Resection of Prostate (TURP),21425,18630,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Urethroscopy/ Cystopanendoscopy,5290,4600,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Internal urethrotomy -optical,6613,5750,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Internal urethrotomy -Core through urethroplasty,12696,11040,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,32,1,,Urethral Reconstruction -End to end ansatamosis,3968,3450,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Urethral Reconstruction - substitution urethroplasty (Transpubic urethroplasty),22483,19550,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Abdomino Perineal urethroplasty,16100,14000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Posterior Urethral Valve fulguration.,12961,11270,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Operations for Incontinence of Urine - Male -Open,19838,17250,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Operations for Incontinence of Urine - Male -Sling,21160,18400,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Operations for Incontinence of Urine - Male- Bulking agent,22350,19435,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Operations for Incontinence of Urine - Female - Open,19838,17250,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Operations for Incontinence of Urine - Female- Sling,21160,18400,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Operations for Incontinence of Urine - Female- Bulking agent,22350,19435,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Reduction of Paraphimosis,1984,1725,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Circumcision,3450,3000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Meatotomy,2698,2346,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Meatoplasty,3703,3220,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Operations for Hypospadias + Chordee Correction,12167,10580,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Operations for Hypospadias - Second Stage,17250,15000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Operations for Hypospadias - One Stage Repair,10580,9200,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Operations for Crippled Hypospadias,13225,11500,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Operations for Epispadias _primary repair,14482,12593,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Operations for Epispadias-crippled epispadias,13093,11385,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Partial Amputation of the Penis,12379,10764,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Total amputation of the Penis,13800,12000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Orchidectomy-Simple,11241,9775,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Orchidectomy -Radical,13886,12075,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Post Radical Orchidectomy retroperitoneal lymph node dissection.,16100,14000,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,33,1,,Epididymectomy,18750,15938,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,34,1,,Adreneclectomy Unilateral/Bilateral for Tumour/For Carcinoma- Open,29095,25300,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,34,1,,Adreneclectomy Unilateral/Bilateral for Tumour/For Carcinoma -Lap/Endoscopic,16531,14375,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,34,1,,Operations for Hydrocele - Unilateral,6745,5865,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,34,1,,Operations for Hydrocele - Bilateral,9839,8556,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,34,1,,Operation for Torsion of Testis,13225,11500,,,,0.95,False
pdfplumber,Trivandrum,17062025170805_CGHS-Rate-2024--Thiruvananthapuram.pdf,34,1,,Micro-surgical Vasovasostomy /Vaso epidedymal ansatamosis .,12696,11040,,,,0.95,False
