Sno,Hospital Id,Hospital Name,State,District,,,,Hospital Contact,Specialities Selected,Hospital Type,Empanelment Type,Submitted Date,Status Updated Date,Application Status,OnBoarded For Convergence Scheme,Upgraded Specialities,Current Specialities
288,HOSP36G142671,PHC-DHAROOR,TELANGANA,JOGULAMBA GADWAL,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
289,HOSP36G142672,PHC-DHARUR,TELANGANA,VIKARABAD,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
290,HOSP36G142674,PHC-DIGWAL,TELANGANA,SANGAREDDY,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
291,HOSP36G142675,PHC-DINDI,TELANGANA,NALGONDA,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
292,HOSP36G142676,PHC-DONKESHSWAR,TELANGANA,NIZAMABAD,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
293,HOSP36G142678,PHC-DOULATHABAD,TELANGANA,SIDDIPET,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
294,HOSP36G142679,PHC-DILWARPUR,TELANGANA,Nirmal,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
295,HOSP36G142680,PHC-DOMA,TELANGANA,VIKARABAD,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
296,HOSP36G142681,PHC-DONGLI,TELANGANA,KAMAREDDY,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
297,HOSP36G142683,PHC-DORNAKAL,TELANGANA,MAHABUBABAD,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
298,HOSP36G142684,PHC-DOULTHABAD,TELANGANA,VIKARABAD,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
299,HOSP36G142685,PHC-DOULTHABAD-H,TELANGANA,SANGAREDDY,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
300,HOSP36G142686,PHC-Danthanpalli,TELANGANA,ADILABAD,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
301,HOSP36G142687,PHC-Dharmasagar,TELANGANA,WARANGAL RURAL,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
302,HOSP36G142688,PHC-Dummugudem,TELANGANA,BHADRADRI KOTHAGUDEM,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
303,HOSP36G142690,PHC-DUBBACHERLA,TELANGANA,NALGONDA,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
304,HOSP36G142691,PHC-Damera,TELANGANA,WARANGAL RURAL,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
305,HOSP36G142692,PHC-Dammapeta,TELANGANA,BHADRADRI KOTHAGUDEM,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
306,HOSP36G142693,PHC-GANDHAMPALLY,TELANGANA,MAHABUBABAD,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
307,HOSP36G142694,PHC-GANGADHARA,TELANGANA,KARIMNAGAR,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
308,HOSP36G142695,PHC-EASGAON,TELANGANA,KUMURAM BHEEM ASIFABAD,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
309,HOSP36G142696,PHC-EDIRA,TELANGANA,MAHABUBNAGAR,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
310,HOSP36G142697,PHC-ELLANDAKUNTA,TELANGANA,KARIMNAGAR,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
311,HOSP36G142698,PHC-GADDALAPALLY,TELANGANA,PEDDAPALLI,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
312,HOSP36G142699,PHC-GANDEED,TELANGANA,MAHABUBNAGAR,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
313,HOSP36G142700,PHC-GANGAPUR,TELANGANA,MAHABUBNAGAR,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
314,HOSP36G142701,PHC-ELIGAID,TELANGANA,PEDDAPALLI,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
315,HOSP36G142702,PHC-ELIMINEDU,TELANGANA,NALGONDA,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
316,HOSP36G142703,PHC-ELLANTHAKUNTA,TELANGANA,RAJANNA SIRCILLA,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
317,HOSP36G142704,PHC-ENKOOR,TELANGANA,KHAMMAM,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
318,HOSP36G142705,PHC-ERRAGUNTA,TELANGANA,BHADRADRI KOTHAGUDEM,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
319,HOSP36G142706,PHC-Elkathurthy,TELANGANA,WARANGAL RURAL,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
320,HOSP36G142707,PHC-GANGARAM,TELANGANA,MAHABUBABAD,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
321,HOSP36G142708,PHC-GARREPALLY,TELANGANA,PEDDAPALLI,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
322,HOSP36G142709,PHC-GHANPOOR,TELANGANA,WANAPARTHY,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
323,HOSP36G142710,PHC-GINNEDARI,TELANGANA,KUMURAM BHEEM ASIFABAD,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
324,HOSP36G142711,PHC-GOLLAPALLY,TELANGANA,Jagitial,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
325,HOSP36G142712,PHC-GOPALPET,TELANGANA,WANAPARTHY,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
326,HOSP36G142713,PHC-GOVINDPET,TELANGANA,NIZAMABAD,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
327,HOSP36G142714,PHC-GANGARAM,TELANGANA,KHAMMAM,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
328,HOSP36G142715,PHC-GUDUR,TELANGANA,MAHABUBABAD,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
329,HOSP36G142716,PHC-Ghattu,TELANGANA,JOGULAMBA GADWAL,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
330,HOSP36G142717,PHC-GUMLAPUR,TELANGANA,KARIMNAGAR,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
331,HOSP36G142718,PHC-Gimma,TELANGANA,ADILABAD,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
332,HOSP36G142719,PHC-Gopalpur,TELANGANA,WARANGAL RURAL,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
333,HOSP36G142720,PHC-Gummadivalli,TELANGANA,BHADRADRI KOTHAGUDEM,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
334,HOSP36G142721,PHC-GINGURTHY,TELANGANA,VIKARABAD,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
335,HOSP36G142722,PHC-GUDIPALLY,TELANGANA,NALGONDA,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
336,HOSP36G142723,PHC-GUMMADIDALA,TELANGANA,SANGAREDDY,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
337,HOSP36G142724,PHC-Gudihatnoor,TELANGANA,ADILABAD,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
338,HOSP36G142725,PHC-GURRAMPODE,TELANGANA,NALGONDA,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
339,HOSP36G142726,PHC-Gadiguda,TELANGANA,ADILABAD,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
340,HOSP36G142727,PHC-Ghanpur,TELANGANA,JAYASHANKAR BHUPALAPALLY,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
341,HOSP36G142729,PHC-GUNDI,TELANGANA,KARIMNAGAR,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
342,HOSP36G143202,PHC-POTHANGAL,TELANGANA,NIZAMABAD,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
343,HOSP36G143206,PHC-BIBINAGAR,TELANGANA,YADADRI BHUVANAGIRI,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
344,HOSP36G143207,PHC-GADIPEDDAPUR,TELANGANA,MEDAK,,,,NA,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
345,HOSP36G143208,UPHC-MOOSAPET,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
346,HOSP36G152483,CHC YELLAREDDIPET,TELANGANA,RAJANNA SIRCILLA,,,,9490972949,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
347,HOSP36G157459,CHC WANKIDI,TELANGANA,KUMURAM BHEEM ASIFABAD,,,,9030634547,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
348,HOSP36G157467,CHC JAINOOR,TELANGANA,KUMURAM BHEEM ASIFABAD,,,,9441490311,"M1,M7,M2,M3,M4,M5,M6,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M4, M5, M6, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S7, S8, S9"
349,HOSP36G157468,Community health Center BEJJUR,TELANGANA,KUMURAM BHEEM ASIFABAD,,,,7207465697,"M1,M7,M2,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2"
350,HOSP36G157636,CHC NARNOOR,TELANGANA,ADILABAD,,,,9492502862,"M1,M7,M2,M3,M4,M5,M6,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, M4, M5, M6, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S7, S8, S9"
351,HOSP36G160612,PHC-ODELA,TELANGANA,PEDDAPALLI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
352,HOSP36G160613,PHC-PANGAL,TELANGANA,WANAPARTHY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
353,HOSP36G160615,PHC-PHC NIDMANOOR,TELANGANA,NALGONDA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
354,HOSP36G160616,PHC-PEBBAIR,TELANGANA,WANAPARTHY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
355,HOSP36G160617,PHC-PATLOOR,TELANGANA,VIKARABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
356,HOSP36G160629,PHC-PEDDAKOTHAPALLY,TELANGANA,NAGARKURNOOL,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
357,HOSP36G160630,PHC-RAYAPARTHY W,TELANGANA,WARANGAL URBAN,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
358,HOSP36G160631,PHC-PADRA,TELANGANA,NAGARKURNOOL,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
359,HOSP36G160632,PHC-P.A. PALLY,TELANGANA,NALGONDA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
360,HOSP36G160633,PHC-PARVATHAGIRI,TELANGANA,WARANGAL URBAN,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
361,HOSP36G160634,PHC-PEDDAGOPATHI,TELANGANA,KHAMMAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
362,HOSP36G160635,PHC-PEMBI,TELANGANA,Nirmal,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
363,HOSP36G160636,PHC-PENPAHAD,TELANGANA,SURYAPET,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
364,HOSP36G160637,PHC-PEDDAMANDADI,TELANGANA,WANAPARTHY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
365,HOSP36G160638,PHC-Pinapaka,TELANGANA,BHADRADRI KOTHAGUDEM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
366,HOSP36G160639,PHC-RACHULUR,TELANGANA,NALGONDA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
367,HOSP36G160640,PHC-RANGAMPET,TELANGANA,MEDAK,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
368,HOSP36G160641,PHC-RAMULABANDA,TELANGANA,NALGONDA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
369,HOSP36G160642,PHC-RENJAL,TELANGANA,NIZAMABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
370,HOSP36G160643,PHC-ROMPALLY,TELANGANA,KUMURAM BHEEM ASIFABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
371,HOSP36G160644,PHC-Raiparthy(P),TELANGANA,WARANGAL RURAL,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
372,HOSP36G160646,PHC-SHANKERPALLY,TELANGANA,NALGONDA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
373,HOSP36G160647,PHC-TANGUTUR,TELANGANA,NALGONDA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
374,HOSP36G160648,PHC-THEEGUL,TELANGANA,SIDDIPET,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
375,HOSP36G160649,PHC-Talamadugu,TELANGANA,ADILABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
376,HOSP36G160650,PHC-VEENAVANKA,TELANGANA,KARIMNAGAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
377,HOSP36G160651,PHC-WARGAL,TELANGANA,SIDDIPET,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
378,HOSP36G160652,PHC-MAKLOOR,TELANGANA,NIZAMABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
379,HOSP36G160653,UPHC-VEMULAWADA,TELANGANA,RAJANNA SIRCILLA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
380,HOSP36G160654,PHC-OGODE,TELANGANA,NALGONDA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
381,HOSP36G160656,PHC-PAIDIPALLY,TELANGANA,WARANGAL URBAN,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
382,HOSP36G160657,PHC-PENCHIKALPETA,TELANGANA,KUMURAM BHEEM ASIFABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
383,HOSP36G160658,PHC-PHCTALELMA,TELANGANA,SANGAREDDY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
384,HOSP36G160659,PHC-POTHGAL,TELANGANA,RAJANNA SIRCILLA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
385,HOSP36G160660,PHC-PUDUR,TELANGANA,VIKARABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
386,HOSP36G160661,PHC-Patwarigudem,TELANGANA,BHADRADRI KOTHAGUDEM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
387,HOSP36G160662,PHC-PALEM,TELANGANA,KHAMMAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
388,HOSP36G160663,PHC-PAMULAPAHAD,TELANGANA,NALGONDA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
389,HOSP36G160664,PHC-PAPANNAPET,TELANGANA,MEDAK,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
390,HOSP36G160665,PHC-PENTLAVELLY,TELANGANA,NAGARKURNOOL,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
391,HOSP36G160666,PHC-PERUR,TELANGANA,MAHABUBNAGAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
392,HOSP36G160668,PHC-PUTNUR,TELANGANA,PEDDAPALLI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
393,HOSP36G160669,PHC-RAIKODE,TELANGANA,SANGAREDDY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
394,HOSP36G160670,PHC-PEDDAMUDDUNOOR,TELANGANA,NAGARKURNOOL,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
395,HOSP36G160671,PHC-PEDDASHAPUR,TELANGANA,NALGONDA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
396,HOSP36G160672,PHC-PEDDEMUL,TELANGANA,VIKARABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
397,HOSP36G160673,PHC-PEDDUR,TELANGANA,NAGARKURNOOL,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
398,HOSP36G160674,PHC-PHC PEDDAVOORA,TELANGANA,NALGONDA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
399,HOSP36G160675,PHC-POCHAMPAD,TELANGANA,NIZAMABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
400,HOSP36G160676,PHC-PODICHANPALLY,TELANGANA,MEDAK,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
401,HOSP36G160677,PHC-PULKAL,TELANGANA,KAMAREDDY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
402,HOSP36G160678,PHC-PULKAL,TELANGANA,SANGAREDDY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
403,HOSP36G160679,PHC-Parnasala,TELANGANA,BHADRADRI KOTHAGUDEM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
404,HOSP36G160680,PHC-Pegadapalli,TELANGANA,Jagitial,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
405,HOSP36G160681,PHC-PHC HALIYA,TELANGANA,NALGONDA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
406,HOSP36G160682,PHC-Penagadapa,TELANGANA,BHADRADRI KOTHAGUDEM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
407,HOSP36G160683,PHC-Pittabongaram,TELANGANA,ADILABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
408,HOSP36G160684,PHC-Puthlibowli,TELANGANA,ADILABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
409,HOSP36G160685,PHC-RAGAVAPUR,TELANGANA,PEDDAPALLI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
410,HOSP36G160686,PHC-RAGHUNATHPALLE,TELANGANA,JANGOAN,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
411,HOSP36G160687,PHC-RAGHUPATHIPET,TELANGANA,NAGARKURNOOL,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
412,HOSP36G160688,PHC-RAGINEDU,TELANGANA,PEDDAPALLI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
413,HOSP36G160689,PHC-RAJAMPET,TELANGANA,KAMAREDDY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
414,HOSP36G160690,PHC-RAJGOPALPET,TELANGANA,SIDDIPET,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
415,HOSP36G160691,PHC-RAJOLI,TELANGANA,JOGULAMBA GADWAL,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
416,HOSP36G160692,PHC-RAMADUGU,TELANGANA,KARIMNAGAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
417,HOSP36G160693,PHC-RAMAIAHGUDA,TELANGANA,VIKARABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
418,HOSP36G160694,PHC-RAMAKKAPET,TELANGANA,SIDDIPET,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
419,HOSP36G160695,PHC-RAMANNAPET,TELANGANA,YADADRI BHUVANAGIRI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
420,HOSP36G160696,PHC-REGONDA,TELANGANA,JAYASHANKAR BHUPALAPALLY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
421,HOSP36G160697,PHC-RAJAPUR,TELANGANA,MAHABUBNAGAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
422,HOSP36G160698,PHC-RAMAGUNDAM,TELANGANA,PEDDAPALLI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
423,HOSP36G160699,PHC-RCPURAM,TELANGANA,SANGAREDDY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
424,HOSP36G160700,PHC-RAMAREDDY,TELANGANA,KAMAREDDY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
425,HOSP36G160701,PHC-REBBANA,TELANGANA,KUMURAM BHEEM ASIFABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
