Sno,Hospital Id,Hospital Name,State,District,,,,Hospital Contact,Specialities Selected,Hospital Type,Empanelment Type,Submitted Date,Status Updated Date,Application Status,OnBoarded For Convergence Scheme,Upgraded Specialities,Current Specialities
1451,HOSP36P172546,RAHUL MULTI SPECIALITY HOSPITAL ARCHANA MEDICAL SERVICES PVT LTD,TELANGANA,WANAPARTHY,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1452,HOSP36P172547,JAYALAXMI ORTHOPEDIC HOSPITAL,TELANGANA,MEDAK,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1453,HOSP36P172548,MEDICURE HOSPITALS,TELANGANA,VIKARABAD,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1454,HOSP36P172549,NIRMALA MATERNITY ORTHOPAEDICS AND GENERAL HOSPITAL,TELANGANA,HYDERABAD,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1455,HOSP36P172550,RVR HOSPITAL,TELANGANA,MAHABUBNAGAR,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1456,HOSP36P172551,SAANVI MULTI SPECIALITY HOSPITAL,TELANGANA,MAHABUBNAGAR,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1457,HOSP36P172552,SRAVANTHI MULTISPECIALITY HOSPITAL,TELANGANA,JOGULAMBA GADWAL,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1458,HOSP36P172553,SRI RAGHURAM HOSPITAL,TELANGANA,KHAMMAM,,,,9490212211,"S1,S4,S5,S6,",Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"S1, S4, S5, S6"
1459,HOSP36P172554,SRI SATHYAVATHI MULTI SPECIALITY HOSPITAL,TELANGANA,NALGONDA,,,,NA,"S12,S5,S6,",Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"S12, S5, S6"
1460,HOSP36P172555,SRI VISHNU SUPER SPECIALITY HOSPITAL,TELANGANA,NIZAMABAD,,,,NA,"S5,S6,",Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"S5, S6"
1461,HOSP36P172556,VISWA HRUDAYA HOSPITALS,TELANGANA,NALGONDA,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1462,HOSP36P172557,THIRUMALA NURSING HOME,TELANGANA,Jagitial,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1463,HOSP36P172558,VITTAL MULTI SPECIALITY HOSPITAL,TELANGANA,NALGONDA,,,,NA,"M1,M1,M2,S8,M1,M7,M8,S1,S16,S2,S5,S6,S8,S9,",Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, M8, S1, S16, S2, S5, S6, S9"
1464,HOSP36P172559,LIFE HOSPITAL,TELANGANA,KAMAREDDY,,,,NA,"S5,S6,",Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"S5, S6"
1465,HOSP36P172560,OMEGA HOSPITALS,TELANGANA,RANGA REDDY,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1466,HOSP36P172561,SHRI SAROJINI MULTI SPECIALITY HOSPITAL,TELANGANA,WANAPARTHY,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1467,HOSP36P172562,SRIKARA HOSPITAL,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1468,HOSP36P172563,SRIKARA HOSPITALS,TELANGANA,HYDERABAD,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,S1,S10,S11,S12,S13,S14,S15,S16,S3,S4,S5,S6,S7,S8,S9,",Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, S1, S10, S11, S12, S13, S14, S15, S16, S3, S4, S5, S6, S9"
1469,HOSP36P174479,METROCURE HOSPITAL,TELANGANA,HYDERABAD,,,,9346633032,",CP,MG,OC,SB,SG,SN,SO,SU,",Private(For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"CP, MG, OC, SB, SG, SN, SO, SU"
1470,HOSP36P176776,Dr Shiva Nagini Yalavarthi Multi Speciality Dental Clinc,TELANGANA,HYDERABAD,,,,9704377773,"SM,",Private(For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,SM
1471,HOSP36P177239,ABHAYA KIDNEY and MULTI SPECIALITY HOSPITAL,TELANGANA,MANCHERIAL,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1472,HOSP36P177240,APOLLO REACH NSR HOSPITALS A UNIT OF NSR HOSPITAL,TELANGANA,WARANGAL RURAL,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1473,HOSP36P177241,SHRI GAJANAN MULTISPECIALITY HOSPITAL,TELANGANA,ADILABAD,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1474,HOSP36P177242,SRI GURU RAGHAVENDRA SUNRISE SUPER SPECIALITY HOSPITAL,TELANGANA,NIZAMABAD,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1475,HOSP36P177243,SWATHI HOSPITAL AND DIAGNOSTIC CENTRE,TELANGANA,KHAMMAM,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1476,HOSP36P177244,Sri Lakshmi Hospital,TELANGANA,MAHABUBNAGAR,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1477,HOSP36P177245,HEALTH PLUS HOSPITALS,TELANGANA,WARANGAL URBAN,,,,8801919789,"M1,M7,S1,S3,S4,S5,S6,",Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S3, S4, S5, S6"
1478,HOSP36P177246,MAITHRI MULTISPECIALITY HOSPITAL,TELANGANA,MAHABUBABAD,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1479,HOSP36P180797,STAR HOSPITALS A UNIT OF UNIMED HEALTH CARE PRIVATE LIMITED,TELANGANA,RANGA REDDY,,,,8712608332,",CP,MC,MG,MO,MR,OC,SB,SN,SV,",Private(Not For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"CP, MC, MG, MO, MR, OC, SB, SN, SV"
1480,HOSP36P183734,AGUR PRIME HOSPITAL,TELANGANA,MAHABUBNAGAR,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1481,HOSP36P183736,ANKAM HOSPITAL,TELANGANA,NIZAMABAD,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1482,HOSP36P183737,CITY MULTI SPECIALITY HOSPITAL,TELANGANA,NIZAMABAD,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1483,HOSP36P183739,DURGA SHANKAR HOSPITAL,TELANGANA,NALGONDA,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1484,HOSP36P183740,MITHRA HOSPITAL,TELANGANA,WARANGAL URBAN,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1485,HOSP36P183741,PARAMITHA CHILDRENS HOSPITALS KOMPALLY PVT LTD,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1486,HOSP36P183742,PRIME ASHA SUPER SPECIALITY HOSPITAL,TELANGANA,NIZAMABAD,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1487,HOSP36P183743,Pragma Hospitals A Unit of Vamsi Pragma Hospitals Pvt Ltd,TELANGANA,RANGA REDDY,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1488,HOSP36P183744,SINDHURA HOSPITAL,TELANGANA,NALGONDA,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1489,HOSP36P183745,SRI HARSHA NEURO PSYCHIATRY MULTY SPECIALTY HOSPITAL,TELANGANA,MAHABUBNAGAR,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1490,HOSP36P183746,SRI LASYA HOSPITAL,TELANGANA,WARANGAL URBAN,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1491,HOSP36P183747,SRI SRI HOLISTIC HOSPITALS A Unit of Sree Ramachandra Health Services Pvt Ltd,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1492,HOSP36P183748,VENKATESHWARA MULTISPECIALTY HOSPITAL,TELANGANA,WARANGAL RURAL,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1493,HOSP36P183749,KBR Life Care Hospital A Unit of KBRT Trinity Private Limited,TELANGANA,SANGAREDDY,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1494,HOSP36P183750,LOHITHSAI HOSPITAL,TELANGANA,SIDDIPET,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1495,HOSP36P183751,SRI KRISHNA NEURO SUPER SPECIALITY HOSPITAL,TELANGANA,NIZAMABAD,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1496,HOSP36P187457,GLOBAL DENT DENTAL HOSPITAL,TELANGANA,HYDERABAD,,,,9440436976,"SM,",Private(For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,SM
1497,HOSP36P192097,vasan health care pvt ltd ,TELANGANA,HYDERABAD,,,,8463818721,"SE,",Private(For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,SE
1498,HOSP36P193799,SEASONS HOSPITALS,TELANGANA,HYDERABAD,,,,9441089964,",BM,CP,MG,MO,MP,OC,SB,SG,SL,SN,SO,SP,SS,SU,",Private(For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"BM, CP, MG, MO, MP, OC, SB, SG, SL, SN, SO, SP, SS, SU"
1499,HOSP36P193907,SRI SAI NETHRALAYA EYE HOSPITAL,TELANGANA,RANGA REDDY,,,,9703221167,"SE,",Private(For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,SE
1500,HOSP36P193966,M S REDDY LIONS EYE HOSPITAL,TELANGANA,MEDCHAL MALKAJGIRI,,,,9704135104,"SE,",Private(For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,SE
1501,HOSP36P198838,BEST VISION EYE HOSPITAL A UNIT OF SRI NAYANA EYE HOSPITAL PVT LTD,TELANGANA,RANGA REDDY,,,,8977278444,"OC,SE,",Private(For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"OC, SE"
1502,HOSP36P199498,Sri Visista Super Speciality Ayurveda A Unit Of Laxmirajyam Healthcare Pvt Ltd,TELANGANA,HYDERABAD,,,,9121559559,"CP,OC,",Private(For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"CP, OC"
1503,HOSP36P199927,Star Hospitals,TELANGANA,HYDERABAD,,,,7330888201,",BM,CP,MC,MG,MO,MR,OC,SB,SE,SG,SL,SM,SN,SP,SU,SV,",Private(Not For Profit),State Specific Empanelment,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"BM, CP, MC, MG, MO, MR, OC, SB, SE, SG, SL, SM, SN, SP, SU, SV"
1504,HOSP36P199969,Ramdevrao Hospitals,TELANGANA,MEDCHAL MALKAJGIRI,,,,9849035004,",BM,CP,MC,MG,MN,MO,MP,MR,OC,SB,SE,SG,SL,SM,SN,SO,SP,SS,SU,SV,",Private(Not For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"BM, CP, MC, MG, MN, MO, MP, MR, OC, SB, SE, SG, SL, SM, SN, SO, SP, SS, SU, SV"
1505,HOSP36P200681,TREATMENT RANGE HOSPITAL PVT LIMITED,TELANGANA,MEDCHAL MALKAJGIRI,,,,7815949419,",BM,CP,MC,MG,MO,MP,OC,SB,SG,SL,SN,SO,SP,SU,SV,",Private(For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,Yes,NA,"BM, CP, MC, MG, MO, MP, OC, SB, SG, SL, SN, SO, SP, SU, SV"
1506,HOSP36P201666,Star Hospitals,TELANGANA,HYDERABAD,,,,7330888201,",CP,MC,MG,MN,MO,MP,MR,OC,SB,SG,SL,SN,SO,SS,SU,SV,",Private(Not For Profit),State Specific Empanelment,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"CP, MC, MG, MN, MO, MP, MR, OC, SB, SG, SL, SN, SO, SS, SU, SV"
1507,HOSP36P203563,Dr.Kirans Eye Hospitals Pvt Ltd,TELANGANA,RANGA REDDY,,,,7997054567,"SE,",Private(For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,SE
1508,HOSP36P203685,TREATMENT RANGE HOSPITAL PVT LTD,TELANGANA,MEDCHAL MALKAJGIRI,,,,7815949419,"M1,M7,M1,S7,M2,M5,M8,S1,S12,S13,S14,S15,S2,S4,S5,S6,S7,",Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S7, M2, M5, M8, S1, S12, S13, S14, S15, S2, S4, S5, S6"
1509,HOSP36P204219,NEW LIFELINE MULTISPECIALITY HOSPITAL PVT LTD,TELANGANA,MEDCHAL MALKAJGIRI,,,,9396917914,",CP,MG,MP,OC,SB,SG,SL,SN,SO,SU,",Private(For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,Yes,NA,"CP, MG, MP, OC, SB, SG, SL, SN, SO, SU"
1510,HOSP36P205611,ADITHI HOSPITAL A Unit of New Lifeline Medicure Hospital,TELANGANA,SIDDIPET,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1511,HOSP36P205612,ARUNA HOSPITAL,TELANGANA,RANGA REDDY,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1512,HOSP36P205613,BHAGYALATHA HOSPITAL,TELANGANA,RANGA REDDY,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1513,HOSP36P205614,CHAKRAVARTHY HOSPITALS SURGICAL AND LAPAROSCOPIC CENTRE,TELANGANA,WARANGAL URBAN,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1514,HOSP36P205616,GANGA HOSPITALS,TELANGANA,NIZAMABAD,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1515,HOSP36P205617,LEELA HEALTH CARE HOSPITAL,TELANGANA,NALGONDA,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1516,HOSP36P205618,MATLIS HOSPITAL A UNIT OF MATLIS HOSPITAL PVT LTD,TELANGANA,RANGA REDDY,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1517,HOSP36P205619,MEDHA HOSPITAL,TELANGANA,WARANGAL URBAN,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1518,HOSP36P205620,NAVEENA MULTI SPECIALITY HOSPITAL PRIVATE LIMITED,TELANGANA,RANGA REDDY,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1519,HOSP36P205621,OM SAI RAM MULTI SPECIALITY HOSPITAL,TELANGANA,Jagitial,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1520,HOSP36P205622,PRAGNYA HOSPITAL,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1521,HOSP36P205623,PULSE HEART CENTRE,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1522,HOSP36P205624,RISHIKA CHILDRENS HOSPITAL,TELANGANA,KARIMNAGAR,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1523,HOSP36P205625,SREE EYECARE AND MATERNITY HOSPITAL,TELANGANA,SURYAPET,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1524,HOSP36P205626,SRI RAVI NURSING HOME,TELANGANA,WARANGAL URBAN,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1525,HOSP36P205627,SRI SAI HOSPITAL,TELANGANA,SANGAREDDY,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1526,HOSP36P205628,SRI SHANMUKHA MULTI SPECIALITY HOSPITAL,TELANGANA,BHADRADRI KOTHAGUDEM,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1527,HOSP36P205629,SRI VIJAYA DURGA MULTI SPECIALITY HOSPITAL,TELANGANA,NALGONDA,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1528,HOSP36P205630,SV YENNAMS HOSPITAL A Unit of SV Yennams Hospitals Pvt Ltd,TELANGANA,NAGARKURNOOL,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1529,HOSP36P205631,VIJAYA HEALTH CARE,TELANGANA,HYDERABAD,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1530,HOSP36P205632,PACE HOSPITALS A Unit of OMRV Hospitals Pvt Ltd,TELANGANA,RANGA REDDY,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1531,HOSP36P205633,SRIKARA HOSPITALS,TELANGANA,MEDCHAL MALKAJGIRI,,,,7337339662,"M1,M1,M2,S8,M1,M7,M1,S7,M5,M8,S1,S10,S11,S12,S15,S2,S5,S6,S7,S8,S9,",Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M5, M8, S1, S10, S11, S12, S15, S2, S5, S6, S9"
1532,HOSP36P207604,Spashta Eye Hospital,TELANGANA,SANGAREDDY,,,,9000134046,"SE,",Private(For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,SE
1533,HOSP36P207833,ASIAN VASCULAR HOSPITALS,TELANGANA,HYDERABAD,,,,7794881427,",CP,MC,MG,MO,MR,OC,SB,SG,SN,SP,SU,SV,",Private(For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"CP, MC, MG, MO, MR, OC, SB, SG, SN, SP, SU, SV"
1534,HOSP36P208111,VASAVI HOSPITAL,TELANGANA,HYDERABAD,,,,9848120104,",MC,MG,MN,MP,OC,SB,SE,SG,SL,SM,SN,SO,SP,SS,SU,SV,",Private(Not For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"MC, MG, MN, MP, OC, SB, SE, SG, SL, SM, SN, SO, SP, SS, SU, SV"
1535,HOSP36P209050, Rishab Eye Care Centres Pvt Ltd,TELANGANA,MEDCHAL MALKAJGIRI,,,,9848186712,"OC,SE,",Private(For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"OC, SE"
1536,HOSP36P209604,SUREKHA HOSPITAL,TELANGANA,MEDCHAL MALKAJGIRI,,,,9247000564,",MR,OC,SB,SE,SG,SN,SO,SP,SS,SU,",Private(Not For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"MR, OC, SB, SE, SG, SN, SO, SP, SS, SU"
1537,HOSP36P209788,Prime Retina Eye Care Centre,TELANGANA,HYDERABAD,,,,7842530202,"SE,",Private(For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,SE
1538,HOSP36P209795, Prime Retina Eye Care Centre,TELANGANA,RANGA REDDY,,,,8121025202,"SE,",Private(For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,SE
1539,HOSP36P209923,MAA HOSPITALS PRIVATE LIMITED,TELANGANA,HYDERABAD,,,,9849035636,",MC,MG,OC,SB,SG,SL,SM,SN,",Private(For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"MC, MG, OC, SB, SG, SL, SM, SN"
1540,HOSP36P209960,ARUNA MULTI SPECIALITY HOSPITAL,TELANGANA,SURYAPET,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1541,HOSP36P209961,Amor Hospitals a unit of Aptamitra healthcare pvt ltd,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1542,HOSP36P209962,DHARANI SUPER SPECIALITY HOSPITAL A Unit of Vasishta Healthcare Pvt Ltd,TELANGANA,MAHABUBABAD,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1543,HOSP36P209963,SPARSH HOSPICE,TELANGANA,RANGA REDDY,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1544,HOSP36P209964,VASAN EYE CARE A Unit of Vasan Health Care Pvt Ltd,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1545,HOSP36P209965,DHRUVA HOSPITALS A Unit of Dhruva Vijaya Health Care Services,TELANGANA,SANGAREDDY,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1546,HOSP36P209966,DR SHARAT MAXIVISION EYE HOSPITALS LLP,TELANGANA,KHAMMAM,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1547,HOSP36P209967,EESHA HOSPITAL A Unit of Eesha Hospital Private Limited,TELANGANA,VIKARABAD,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M5,S1,S10,S11,S12,S15,S2,S4,S5,S6,S7,S8,S9,",Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M5, S1, S10, S11, S12, S15, S2, S4, S5, S6, S9"
1548,HOSP36P209968,NEELIMA HOSPITALS A Unit of Gayathri Educational and Cultural Trust,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1549,HOSP36P209969,RNC SUPER SPECIALITY HOSPITAL A Unit of Pranadhara Health Care Pvt Ltd,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1550,HOSP36P209970,S V MULTI SPECIALTY HOSPITALS A Division of Siddavati Hospitals Pvt Ltd,TELANGANA,RANGA REDDY,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1551,HOSP36P210038,RENOVA CENTURY HOSPITALS ( A UNIT OF BHARGAVI HEALTHCARE SERVICES PRIVATE LIMITED ),TELANGANA,HYDERABAD,,,,9491816630,",BM,CP,MC,MG,MO,MP,MR,OC,SB,SG,SL,SM,SN,SO,SP,SS,SU,SV,",Private(For Profit),Only CGHS,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"BM, CP, MC, MG, MO, MP, MR, OC, SB, SG, SL, SM, SN, SO, SP, SS, SU, SV"
1552,HOSP36P210080,INDIAN RED CROSS BLOOD TRANSMISSION CENTRE,TELANGANA,NIZAMABAD,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1553,HOSP36P210081,KVR GENERAL AND EMERGENCY HOSPITAL,TELANGANA,KHAMMAM,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1554,HOSP36P210082,Medicover Hospitals A Unit of Sahrudaya Health Pvt Ltd,TELANGANA,WARANGAL URBAN,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1555,HOSP36P210083,S V R KIDNEY AND SUPER SPECIALITY HOSPITAL,TELANGANA,SURYAPET,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1556,HOSP36P210084,YODHA SUPERSPECIALITY HOSPITAL,TELANGANA,JAYASHANKAR BHUPALAPALLY,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1557,HOSP36P210085,SRI MAHA LAXMI EYE HOSPITAL,TELANGANA,MAHABUBABAD,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
1558,HOSP36P210093,LIONS EYE HOSPITAL,TELANGANA,NIZAMABAD,,,,NA,"S3,",Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S3
1559,HOSP36P210094,WELLNESS HOSPITALS (A Unit of Wellnessplus Healthcare LLP),TELANGANA,SANGAREDDY,,,,NA,NA,Private(For Profit),PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
