S.No,City,AD City Name,City ID,Hospital Name,Accreditation,Tier Type,Address,Facilities,Raw JSON
1132,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,OM EYE AND GYNAE CENTRE,QCI,Tier 1,GHAZIABAD,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""GHAZIABAD\t"", ""hospAcc"": ""QCI"", ""hospName"": ""OM EYE AND GYNAE CENTRE"", ""tierType"": ""Tier 1""}"
1133,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,OMLESH S DENTCITY,QCI,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""QCI"", ""hospName"": ""OMLESH S DENTCITY"", ""tierType"": ""Tier 1""}"
1134,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,Oncoplus Hospital(A Unit of Deep Chand Oncology Services Pvt. Ltd),QCI,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""QCI"", ""hospName"": ""Oncoplus Hospital(A Unit of Deep Chand Oncology Services Pvt. Ltd)"", ""tierType"": ""Tier 1""}"
1135,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,ORAL CARE DENTAL HEALTH AND ORTHODONTIC CENTRE,NABH Valid till 22.07.2028,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""NABH Valid till 22.07.2028"", ""hospName"": ""ORAL CARE DENTAL HEALTH AND ORTHODONTIC CENTRE"", ""tierType"": ""Tier 1""}"
1136,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,ORBIT IMAGING and PATHLAB PVT LTD,QCI,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""QCI"", ""hospName"": ""ORBIT IMAGING and PATHLAB PVT LTD"", ""tierType"": ""Tier 1""}"
1137,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,ORTHO PLUS HOSPITAL,QCI,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""QCI"", ""hospName"": ""ORTHO PLUS HOSPITAL"", ""tierType"": ""Tier 1""}"
1138,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,OSCAR SUPERSPECIALITY HOSPITAL AND TRAUMA CENTRE,NABH,Tier 2,SONIPAT,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""SONIPAT"", ""hospAcc"": ""NABH"", ""hospName"": ""OSCAR SUPERSPECIALITY HOSPITAL AND TRAUMA CENTRE"", ""tierType"": ""Tier 2""}"
1139,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PANCHSHEEL HOSPITALS PVT LTD,NABH,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""NABH"", ""hospName"": ""PANCHSHEEL HOSPITALS PVT LTD"", ""tierType"": ""Tier 1""}"
1140,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PANNALAL SHYAMLAL HOSPITAL,QCI,Tier 1,GHAZIABAD,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""GHAZIABAD"", ""hospAcc"": ""QCI"", ""hospName"": ""PANNALAL SHYAMLAL HOSPITAL"", ""tierType"": ""Tier 1""}"
1141,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PARAM JYOTI EYE CENTER,QCI,Tier 1,GHAZIABAD,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""GHAZIABAD\t"", ""hospAcc"": ""QCI"", ""hospName"": ""PARAM JYOTI EYE CENTER"", ""tierType"": ""Tier 1""}"
1142,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PARAM NETHRALAYA,QCI,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""QCI"", ""hospName"": ""PARAM NETHRALAYA"", ""tierType"": ""Tier 1""}"
1143,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,Paras Hospital,NABH,Tier 1,GURUGRAM,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""GURUGRAM"", ""hospAcc"": ""NABH"", ""hospName"": ""Paras Hospital"", ""tierType"": ""Tier 1""}"
1144,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PARAS HOSPITAL-GHAZIABAD,QCI,Tier 1,GHAZIABAD,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""GHAZIABAD"", ""hospAcc"": ""QCI"", ""hospName"": ""PARAS HOSPITAL-GHAZIABAD"", ""tierType"": ""Tier 1""}"
1145,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,Park Hospital A unit of Park Medi World Pvt Ltd,NABH,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""NABH"", ""hospName"": ""Park Hospital A unit of Park Medi World Pvt Ltd"", ""tierType"": ""Tier 1""}"
1146,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PARK HOSPITAL ( A UNIT OF UMKAL HEALTHCARE PVT LTD),NABH,Tier 1,GURUGRAM,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""GURUGRAM"", ""hospAcc"": ""NABH"", ""hospName"": ""PARK HOSPITAL ( A UNIT OF UMKAL HEALTHCARE PVT LTD)"", ""tierType"": ""Tier 1""}"
1147,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,Park Hospital Faridabad,NABH,Tier 1,FAridabad,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""FAridabad"", ""hospAcc"": ""NABH"", ""hospName"": ""Park Hospital Faridabad"", ""tierType"": ""Tier 1""}"
1148,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PARK MEDICENTERS AND INSTITUTIONS PRIVATE LIMITED,NABH,Tier 1,GURUGRAM,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""GURUGRAM"", ""hospAcc"": ""NABH"", ""hospName"": ""PARK MEDICENTERS AND INSTITUTIONS PRIVATE LIMITED"", ""tierType"": ""Tier 1""}"
1149,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PAWAN HOSPITAL,NABH,Tier 1,FARIDABAD,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""FARIDABAD"", ""hospAcc"": ""NABH"", ""hospName"": ""PAWAN HOSPITAL"", ""tierType"": ""Tier 1""}"
1150,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,pd gupta mediscan center,NABH,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""NABH"", ""hospName"": ""pd gupta mediscan center"", ""tierType"": ""Tier 1""}"
1151,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PEARL DENTAL CARE,,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": """", ""hospName"": ""PEARL DENTAL CARE"", ""tierType"": ""Tier 1""}"
1152,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PEARL WHITE DENTAL CLINIC,QCI RECOMMENDED,Tier 1,,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""hospAcc"": ""QCI RECOMMENDED"", ""hospName"": ""PEARL WHITE DENTAL CLINIC"", ""tierType"": ""Tier 1""}"
1153,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PEARL WHITE DENTAL CLINIC,QCI,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""QCI"", ""hospName"": ""PEARL WHITE DENTAL CLINIC"", ""tierType"": ""Tier 1""}"
1154,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PEARL WHITE DENTAL CLINIC,QCI RECOMMENDED,Tier 1,,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""hospAcc"": ""QCI RECOMMENDED"", ""hospName"": ""PEARL WHITE DENTAL CLINIC"", ""tierType"": ""Tier 1""}"
1155,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PEARL WHITE DENTAL CLINIC,QCI RECOMMENDED,Tier 1,,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""hospAcc"": ""QCI RECOMMENDED"", ""hospName"": ""PEARL WHITE DENTAL CLINIC"", ""tierType"": ""Tier 1""}"
1156,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PERFECT DENTAL STUDIO,QCI,Tier 1,GURUGRAM,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""GURUGRAM"", ""hospAcc"": ""QCI"", ""hospName"": ""PERFECT DENTAL STUDIO"", ""tierType"": ""Tier 1""}"
1157,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PERFECT TEETH DENTAL CLINIC-NOIDA,QCI,Tier 1,GAUTAM BUDDHA NAGAR,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""GAUTAM BUDDHA NAGAR\t"", ""hospAcc"": ""QCI"", ""hospName"": ""PERFECT TEETH DENTAL CLINIC-NOIDA"", ""tierType"": ""Tier 1""}"
1158,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,pitampura dental clinic,QCI,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""QCI"", ""hospName"": ""pitampura dental clinic"", ""tierType"": ""Tier 1""}"
1159,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PLATINUM IMAGING CENTRE,NABH Valid till 08.06.2026,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""NABH Valid till 08.06.2026"", ""hospName"": ""PLATINUM IMAGING CENTRE"", ""tierType"": ""Tier 1""}"
1160,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,Pooja multispeciality dental clinic,QCI,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""QCI"", ""hospName"": ""Pooja multispeciality dental clinic"", ""tierType"": ""Tier 1""}"
1161,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PRAGATI EYE CENTRE,NABH,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""NABH"", ""hospName"": ""PRAGATI EYE CENTRE"", ""tierType"": ""Tier 1""}"
1162,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,Prakash Dental Care and Implant Centre,QCI,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""QCI"", ""hospName"": ""Prakash Dental Care and Implant Centre"", ""tierType"": ""Tier 1""}"
1163,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PRAKASH HOSPITAL,NABH,Tier 2,GAUTAM BUDDHA NAGAR,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""GAUTAM BUDDHA NAGAR"", ""hospAcc"": ""NABH"", ""hospName"": ""PRAKASH HOSPITAL"", ""tierType"": ""Tier 2""}"
1164,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PRAKASH HOSPITAL PVTLTD,NABH,Tier 2,GAUTAM BUDDHA NAGAR,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""GAUTAM BUDDHA NAGAR"", ""hospAcc"": ""NABH"", ""hospName"": ""PRAKASH HOSPITAL PVTLTD"", ""tierType"": ""Tier 2""}"
1165,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PRAYAG HOSPITAL and RESEARCH CENTRE,NABH,Tier 2,GAUTAM BUDDHA NAGAR,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""GAUTAM BUDDHA NAGAR"", ""hospAcc"": ""NABH"", ""hospName"": ""PRAYAG HOSPITAL and RESEARCH CENTRE"", ""tierType"": ""Tier 2""}"
1166,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PRECISION DENTAL CARE-SARITA VIHAR,QCI,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""QCI"", ""hospName"": ""PRECISION DENTAL CARE-SARITA VIHAR"", ""tierType"": ""Tier 1""}"
1167,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,primacare clearmedi multispeciality hospital,QCI,Tier 2,GAUTAM BUDDHA NAGAR,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""GAUTAM BUDDHA NAGAR"", ""hospAcc"": ""QCI"", ""hospName"": ""primacare clearmedi multispeciality hospital"", ""tierType"": ""Tier 2""}"
1168,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,Prime Dental Clinic,QCI,Tier 1,GHAZIABAD,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""GHAZIABAD"", ""hospAcc"": ""QCI"", ""hospName"": ""Prime Dental Clinic"", ""tierType"": ""Tier 1""}"
1169,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PRIMUS ORTHO and SPINE HOSPITAL,NABH,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""NABH"", ""hospName"": ""PRIMUS ORTHO and SPINE HOSPITAL"", ""tierType"": ""Tier 1""}"
1170,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PROCARE DENTAL CLINIC and IMPLANT CENTRE,QCI,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""QCI"", ""hospName"": ""PROCARE DENTAL CLINIC and IMPLANT CENTRE"", ""tierType"": ""Tier 1""}"
1171,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PROGNOSIS LABORATORIES,NABL,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""NABL"", ""hospName"": ""PROGNOSIS LABORATORIES"", ""tierType"": ""Tier 1""}"
1172,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,promhex multispecialty hospital,QCI,Tier 2,GAUTAM BUDDHA NAGAR,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""GAUTAM BUDDHA NAGAR"", ""hospAcc"": ""QCI"", ""hospName"": ""promhex multispecialty hospital"", ""tierType"": ""Tier 2""}"
1173,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,Pulp Dental Clinic,QCI,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""QCI"", ""hospName"": ""Pulp Dental Clinic"", ""tierType"": ""Tier 1""}"
1174,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,Punarjyoti eye and mother care center Vasundhara ghaziabad UP,QCI,Tier 1,GHAZIABAD,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""GHAZIABAD"", ""hospAcc"": ""QCI"", ""hospName"": ""Punarjyoti eye and mother care center Vasundhara ghaziabad UP"", ""tierType"": ""Tier 1""}"
1175,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,Punhani Tooth Care,NABH,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""NABH"", ""hospName"": ""Punhani Tooth Care"", ""tierType"": ""Tier 1""}"
1176,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PURANG EYE CENTRE,QCI,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""QCI"", ""hospName"": ""PURANG EYE CENTRE"", ""tierType"": ""Tier 1""}"
1177,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PUSHPANJALI HOSPITAL,NABH,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""NABH"", ""hospName"": ""PUSHPANJALI HOSPITAL"", ""tierType"": ""Tier 1""}"
1178,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PUSHPANJALI HOSPITAL,NABH,Tier 1,GURUGRAM,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""GURUGRAM"", ""hospAcc"": ""NABH"", ""hospName"": ""PUSHPANJALI HOSPITAL"", ""tierType"": ""Tier 1""}"
1179,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,PUSHPANJALI MEDICAL CENTRE,NABH,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""NABH"", ""hospName"": ""PUSHPANJALI MEDICAL CENTRE"", ""tierType"": ""Tier 1""}"
1180,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,QRG MEDICARE LTD,NABH,Tier 1,FARIDABAD,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""FARIDABAD"", ""hospAcc"": ""NABH"", ""hospName"": ""QRG MEDICARE LTD"", ""tierType"": ""Tier 1""}"
1181,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,Radiance Dentistry,NABH,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""NABH"", ""hospName"": ""Radiance Dentistry"", ""tierType"": ""Tier 1""}"
1182,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,RADIANCE DIAGNOSTIC CENTRE,NABH,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""NABH"", ""hospName"": ""RADIANCE DIAGNOSTIC CENTRE"", ""tierType"": ""Tier 1""}"
1183,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,RADIUM EYE CENTRE LLP,QCI,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""QCI"", ""hospName"": ""RADIUM EYE CENTRE LLP"", ""tierType"": ""Tier 1""}"
1184,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,RAJDHANI DENTAL AND ORTHODONTIC CENTRE,QCI,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""QCI"", ""hospName"": ""RAJDHANI DENTAL AND ORTHODONTIC CENTRE"", ""tierType"": ""Tier 1""}"
1185,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,Ramas Brite Smiles Dental Care,QCI,Tier 1,GHAZIABAD,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""GHAZIABAD"", ""hospAcc"": ""QCI"", ""hospName"": ""Ramas Brite Smiles Dental Care"", ""tierType"": ""Tier 1""}"
1186,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,RAM LAL KUNDAN LAL ORTHOPAEDIC HOSPITAL & R.K. MATERNITY HOME,NABH,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""NABH"", ""hospName"": ""RAM LAL KUNDAN LAL ORTHOPAEDIC HOSPITAL & R.K. MATERNITY HOME"", ""tierType"": ""Tier 1""}"
1187,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,Ram Ratan Hospital,NABH,Tier 2,GAUTAM BUDDHA NAGAR,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""GAUTAM BUDDHA NAGAR"", ""hospAcc"": ""NABH"", ""hospName"": ""Ram Ratan Hospital"", ""tierType"": ""Tier 2""}"
1188,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,RANA EYE CENTRE,QCI,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""QCI"", ""hospName"": ""RANA EYE CENTRE"", ""tierType"": ""Tier 1""}"
1189,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,Rao Dental Hospital and Orthodontic Centre,QCI,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""QCI"", ""hospName"": ""Rao Dental Hospital and Orthodontic Centre"", ""tierType"": ""Tier 1""}"
1190,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,RATHI HOSPITAL,NABH Valid till 06.10.2026,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""NABH Valid till 06.10.2026"", ""hospName"": ""RATHI HOSPITAL"", ""tierType"": ""Tier 1""}"
1191,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,RAVI EYE FOUNDATION,QCI,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""QCI"", ""hospName"": ""RAVI EYE FOUNDATION"", ""tierType"": ""Tier 1""}"
1192,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,RBA DENTAL CARE,NABH,Tier 1,FARIDABAD,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""FARIDABAD"", ""hospAcc"": ""NABH"", ""hospName"": ""RBA DENTAL CARE"", ""tierType"": ""Tier 1""}"
1193,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,REAL IMAGING AND RESEARCH CENTRE LLP,NABH Valid till 21.04.2025,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""NABH Valid till 21.04.2025"", ""hospName"": ""REAL IMAGING AND RESEARCH CENTRE LLP"", ""tierType"": ""Tier 1""}"
1194,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,REMEDIUM DENTAL CARE,QCI,Tier 1,GURUGRAM,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""GURUGRAM"", ""hospAcc"": ""QCI"", ""hospName"": ""REMEDIUM DENTAL CARE"", ""tierType"": ""Tier 1""}"
1195,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,RETINA POINT,QCI,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""QCI"", ""hospName"": ""RETINA POINT"", ""tierType"": ""Tier 1""}"
1196,DELHI/HQ/DIRECTORATE/MINISTRY,DELHI/HQ/DIRECTORATE/MINISTRY,18,RG STONE UROLOGY and LAPAROSCOPY HOSPITAL-EAST OF KAILASH,NABH,Tier 1,Delhi,,"{""adcityName"": ""DELHI/HQ/DIRECTORATE/MINISTRY"", ""cityName"": ""Delhi"", ""hospAcc"": ""NABH"", ""hospName"": ""RG STONE UROLOGY and LAPAROSCOPY HOSPITAL-EAST OF KAILASH"", ""tierType"": ""Tier 1""}"
