S.No,City,AD City Name,City ID,Hospital Name,Accreditation,Tier Type,Address,Facilities,Raw JSON
276,Bhubaneswar,Bhubaneswar,14,KAR VISION EYE HOSPITAL,NABH,Tier 2,Bhubaneswar,,"{""adcityName"": ""Bhubaneswar"", ""cityName"": ""Bhubaneswar"", ""hospAcc"": ""NABH"", ""hospName"": ""KAR VISION EYE HOSPITAL"", ""tierType"": ""Tier 2""}"
277,Bhubaneswar,Bhubaneswar,14,Ruby Eye Hospital,NABH,Tier 3,Berhampur,,"{""adcityName"": ""Bhubaneswar"", ""cityName"": ""Berhampur"", ""hospAcc"": ""NABH"", ""hospName"": ""Ruby Eye Hospital"", ""tierType"": ""Tier 3""}"
278,Bhubaneswar,Bhubaneswar,14,SARA GASTRO and LAPAROSCOPIC HOSPITAL,,Tier 2,KHORDHA,,"{""adcityName"": ""Bhubaneswar"", ""cityName"": ""KHORDHA"", ""hospAcc"": """", ""hospName"": ""SARA GASTRO and LAPAROSCOPIC HOSPITAL"", ""tierType"": ""Tier 2""}"
279,Bhubaneswar,Bhubaneswar,14,SHANTI MEMORIAL HOSPITAL PVT LTD,NABH,Tier 2,Cuttack,,"{""adcityName"": ""Bhubaneswar"", ""cityName"": ""Cuttack"", ""hospAcc"": ""NABH"", ""hospName"": ""SHANTI MEMORIAL HOSPITAL PVT LTD"", ""tierType"": ""Tier 2""}"
280,Bhubaneswar,Bhubaneswar,14,SPARSH HOSPITALS and CRITICAL CARE PVT LTD,,Tier 2,KHORDHA,,"{""adcityName"": ""Bhubaneswar"", ""cityName"": ""KHORDHA"", ""hospAcc"": """", ""hospName"": ""SPARSH HOSPITALS and CRITICAL CARE PVT LTD"", ""tierType"": ""Tier 2""}"
281,Bhubaneswar,Bhubaneswar,14,SUM ULTIMATE MEDICARE,NABH,Tier 2,Bhubaneswar,,"{""adcityName"": ""Bhubaneswar"", ""cityName"": ""Bhubaneswar"", ""hospAcc"": ""NABH"", ""hospName"": ""SUM ULTIMATE MEDICARE"", ""tierType"": ""Tier 2""}"
282,Bhubaneswar,Bhubaneswar,14,Utkal Healthcare Private limited,NABH,Tier 2,Bhubaneswar,,"{""adcityName"": ""Bhubaneswar"", ""cityName"": ""Bhubaneswar"", ""hospAcc"": ""NABH"", ""hospName"": ""Utkal Healthcare Private limited"", ""tierType"": ""Tier 2""}"
283,Bhubaneswar,Bhubaneswar,14,VIVEKANAND HOSPITAL - BHUBANESWAR,,Tier 2,KHORDHA,,"{""adcityName"": ""Bhubaneswar"", ""cityName"": ""KHORDHA"", ""hospAcc"": """", ""hospName"": ""VIVEKANAND HOSPITAL - BHUBANESWAR"", ""tierType"": ""Tier 2""}"
284,Chandigarh,Chandigarh,15,AANJANAYTHRALAYA RETINA AND LASER EYE CENTRE,NABH,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh "", ""hospAcc"": ""NABH"", ""hospName"": ""AANJANAYTHRALAYA RETINA AND LASER EYE CENTRE"", ""tierType"": ""Tier 2""}"
285,Chandigarh,Chandigarh,15,AASTHA KIDNEY AND SUPER SPECIALITY HOSPITAL,NABH,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh "", ""hospAcc"": ""NABH"", ""hospName"": ""AASTHA KIDNEY AND SUPER SPECIALITY HOSPITAL"", ""tierType"": ""Tier 2""}"
286,Chandigarh,Chandigarh,15,ABH HEALTH CARE PVT LTD,NABH,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh "", ""hospAcc"": ""NABH"", ""hospName"": "" ABH HEALTH CARE PVT LTD"", ""tierType"": ""Tier 2""}"
287,Chandigarh,Chandigarh,15,ACE Heart & Vascular Institute,NABH,Tier 2,Mohali,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Mohali"", ""hospAcc"": ""NABH"", ""hospName"": ""ACE Heart & Vascular Institute"", ""tierType"": ""Tier 2""}"
288,Chandigarh,Chandigarh,15,adesh medical college and hospital,NA,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh "", ""hospAcc"": ""NA"", ""hospName"": ""adesh medical college and hospital"", ""tierType"": ""Tier 2""}"
289,Chandigarh,Chandigarh,15,aggarwal hospital,NABH,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh "", ""hospAcc"": ""NABH"", ""hospName"": ""aggarwal hospital"", ""tierType"": ""Tier 2""}"
290,Chandigarh,Chandigarh,15,Aggarwal Liver and Gut super specialty hospital,NABH,Tier 2,Jalandhar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Jalandhar"", ""hospAcc"": ""NABH"", ""hospName"": ""Aggarwal Liver and Gut super specialty hospital "", ""tierType"": ""Tier 2""}"
291,Chandigarh,Chandigarh,15,AIIMS SANJIVANI HOSPITAL,NA,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh "", ""hospAcc"": ""NA"", ""hospName"": ""AIIMS SANJIVANI HOSPITAL"", ""tierType"": ""Tier 2""}"
292,Chandigarh,Chandigarh,15,AKAL EYE HOSPITAL,NABH,Tier 2,Jalandhar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Jalandhar "", ""hospAcc"": ""NABH"", ""hospName"": ""AKAL EYE HOSPITAL"", ""tierType"": ""Tier 2""}"
293,Chandigarh,Chandigarh,15,AKASHDEEP HOSPITAL,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar"", ""hospAcc"": ""NABH"", ""hospName"": ""AKASHDEEP HOSPITAL"", ""tierType"": ""Tier 2""}"
294,Chandigarh,Chandigarh,15,ALTIS MULTISPECIALITY HOSPITAL,NABH,Tier 2,Jalandhar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Jalandhar"", ""hospAcc"": ""NABH"", ""hospName"": ""ALTIS MULTISPECIALITY HOSPITAL"", ""tierType"": ""Tier 2""}"
295,Chandigarh,Chandigarh,15,AMANDEEP HOSPITAL,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar"", ""hospAcc"": ""NABH"", ""hospName"": ""AMANDEEP HOSPITAL"", ""tierType"": ""Tier 2""}"
296,Chandigarh,Chandigarh,15,AMANDEEP MEDICITY,NABH,Tier 2,Amritsars,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsars"", ""hospAcc"": ""NABH"", ""hospName"": ""AMANDEEP MEDICITY"", ""tierType"": ""Tier 2""}"
297,Chandigarh,Chandigarh,15,Amar Hospital,NABH,Tier 2,Mohali,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Mohali"", ""hospAcc"": ""NABH"", ""hospName"": ""Amar Hospital"", ""tierType"": ""Tier 2""}"
298,Chandigarh,Chandigarh,15,AMAR HOSPITAL,NA,Tier 3,PATIALA,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""PATIALA"", ""hospAcc"": ""NA"", ""hospName"": ""AMAR HOSPITAL"", ""tierType"": ""Tier 3""}"
299,Chandigarh,Chandigarh,15,AMAR SHAKTI AND GYNAE,QCI,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh"", ""hospAcc"": ""QCI"", ""hospName"": ""AMAR SHAKTI AND GYNAE"", ""tierType"": ""Tier 2""}"
300,Chandigarh,Chandigarh,15,A ONE CREATIONS PVT LTD,NABH,Tier 2,Panchkula,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Panchkula"", ""hospAcc"": ""NABH"", ""hospName"": ""A ONE CREATIONS PVT LTD"", ""tierType"": ""Tier 2""}"
301,Chandigarh,Chandigarh,15,APEX HOSPITAL,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar"", ""hospAcc"": ""NABH"", ""hospName"": ""APEX HOSPITAL"", ""tierType"": ""Tier 2""}"
302,Chandigarh,Chandigarh,15,APEX HOSPITAL AND MATERNITY HOME,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar"", ""hospAcc"": ""NABH"", ""hospName"": ""APEX HOSPITAL AND MATERNITY HOME"", ""tierType"": ""Tier 2""}"
303,Chandigarh,Chandigarh,15,ARMAAN HOSPITAL,NABH,Tier 2,Jalandhar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Jalandhar "", ""hospAcc"": ""NABH"", ""hospName"": ""ARMAAN HOSPITAL "", ""tierType"": ""Tier 2""}"
304,Chandigarh,Chandigarh,15,ARORA EYE HOSPITAL AND RETINA CENTRE,NABH,Tier 2,Jalandhar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Jalandhar"", ""hospAcc"": ""NABH"", ""hospName"": ""ARORA EYE HOSPITAL AND RETINA CENTRE"", ""tierType"": ""Tier 2""}"
305,Chandigarh,Chandigarh,15,ARORA HOSPITAL,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar"", ""hospAcc"": ""NABH"", ""hospName"": ""ARORA HOSPITAL"", ""tierType"": ""Tier 2""}"
306,Chandigarh,Chandigarh,15,ASG EYE HOSPITAL,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar"", ""hospAcc"": ""NABH"", ""hospName"": ""ASG EYE HOSPITAL"", ""tierType"": ""Tier 2""}"
307,Chandigarh,Chandigarh,15,ASG EYE HOSPITAL,NA,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar"", ""hospAcc"": ""NA"", ""hospName"": ""ASG EYE HOSPITAL"", ""tierType"": ""Tier 2""}"
308,Chandigarh,Chandigarh,15,ASG Hospital Pvt Ltd,QCI,Tier 2,Srinagar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Srinagar"", ""hospAcc"": ""QCI"", ""hospName"": ""ASG Hospital Pvt Ltd"", ""tierType"": ""Tier 2""}"
309,Chandigarh,Chandigarh,15,BANSAL EYE AND RETINA CENTRE,QCI,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh"", ""hospAcc"": ""QCI"", ""hospName"": ""BANSAL EYE AND RETINA CENTRE"", ""tierType"": ""Tier 2""}"
310,Chandigarh,Chandigarh,15,bansal eye hospital,NABH,Tier 2,Ambala,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Ambala "", ""hospAcc"": ""NABH"", ""hospName"": ""bansal eye hospital"", ""tierType"": ""Tier 2""}"
311,Chandigarh,Chandigarh,15,BBC Heart Care,NABH,Tier 2,Jalandhar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Jalandhar "", ""hospAcc"": ""NABH"", ""hospName"": ""BBC Heart Care"", ""tierType"": ""Tier 2""}"
312,Chandigarh,Chandigarh,15,BEE ENN GENERAL HOSPITAL,NABH,Tier 2,Jammu,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Jammu"", ""hospAcc"": ""NABH"", ""hospName"": ""BEE ENN GENERAL HOSPITAL"", ""tierType"": ""Tier 2""}"
313,Chandigarh,Chandigarh,15,Bhanoo Hospital,NABH,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh "", ""hospAcc"": ""NABH"", ""hospName"": ""Bhanoo Hospital"", ""tierType"": ""Tier 2""}"
314,Chandigarh,Chandigarh,15,CAPITAL SUPER SPECIALITY HOSPITAL,NABH,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh "", ""hospAcc"": ""NABH"", ""hospName"": ""CAPITAL SUPER SPECIALITY HOSPITAL"", ""tierType"": ""Tier 2""}"
315,Chandigarh,Chandigarh,15,Capitol Hospital,NABH,Tier 2,Jalandhar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Jalandhar "", ""hospAcc"": ""NABH"", ""hospName"": ""Capitol Hospital"", ""tierType"": ""Tier 2""}"
316,Chandigarh,Chandigarh,15,CARDIONOVA INSTITUTE OF MEDICAL SCIENCES,NABH,Tier 2,Jalandhar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Jalandhar"", ""hospAcc"": ""NABH"", ""hospName"": ""CARDIONOVA INSTITUTE OF MEDICAL SCIENCES"", ""tierType"": ""Tier 2""}"
317,Chandigarh,Chandigarh,15,CARE & CURE MEDICITY HOSPITAL,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar"", ""hospAcc"": ""NABH"", ""hospName"": ""CARE & CURE MEDICITY HOSPITAL"", ""tierType"": ""Tier 2""}"
318,Chandigarh,Chandigarh,15,CARE MAX SUPERSPECIALITY HOSPITAL.,NABH,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh "", ""hospAcc"": ""NABH"", ""hospName"": ""CARE MAX SUPERSPECIALITY HOSPITAL."", ""tierType"": ""Tier 2""}"
319,Chandigarh,Chandigarh,15,CAREWELL HEART & SUPER SPECIALTY HOSPITAL,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar "", ""hospAcc"": ""NABH"", ""hospName"": ""CAREWELL HEART & SUPER SPECIALTY HOSPITAL"", ""tierType"": ""Tier 2""}"
320,Chandigarh,Chandigarh,15,Central Hospital & Maternity home,NABH,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh "", ""hospAcc"": ""NABH"", ""hospName"": ""Central Hospital & Maternity home"", ""tierType"": ""Tier 2""}"
321,Chandigarh,Chandigarh,15,CHANDIGARH CLINICAL LABORATORIES,NABL,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh"", ""hospAcc"": ""NABL"", ""hospName"": ""CHANDIGARH CLINICAL LABORATORIES"", ""tierType"": ""Tier 2""}"
322,Chandigarh,Chandigarh,15,CHANDIGARH DIAGNOSTIC LABORATORIES,NABL,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh"", ""hospAcc"": ""NABL"", ""hospName"": ""CHANDIGARH DIAGNOSTIC LABORATORIES"", ""tierType"": ""Tier 2""}"
323,Chandigarh,Chandigarh,15,CHAWLA NURSING HOME AND MATERNITY HOSPITAL,NABH,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh "", ""hospAcc"": ""NABH"", ""hospName"": ""CHAWLA NURSING HOME AND MATERNITY HOSPITAL"", ""tierType"": ""Tier 2""}"
324,Chandigarh,Chandigarh,15,CHAWLA NURSING HOME AND MATERNITY HOSPITAL,NABH,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh "", ""hospAcc"": ""NABH"", ""hospName"": ""CHAWLA NURSING HOME AND MATERNITY HOSPITAL"", ""tierType"": ""Tier 2""}"
325,Chandigarh,Chandigarh,15,CHD city hospital,NABH,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh"", ""hospAcc"": ""NABH"", ""hospName"": ""CHD city hospital"", ""tierType"": ""Tier 2""}"
326,Chandigarh,Chandigarh,15,DEV HOSPITAL,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar"", ""hospAcc"": ""NABH"", ""hospName"": ""DEV HOSPITAL"", ""tierType"": ""Tier 2""}"
327,Chandigarh,Chandigarh,15,DHALIWAL HOSPITAL,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar"", ""hospAcc"": ""NABH"", ""hospName"": ""DHALIWAL HOSPITAL"", ""tierType"": ""Tier 2""}"
328,Chandigarh,Chandigarh,15,DHAWAN HOSPITAL,NABH,Tier 2,Panchkula,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Panchkula"", ""hospAcc"": ""NABH"", ""hospName"": ""DHAWAN HOSPITAL"", ""tierType"": ""Tier 2""}"
329,Chandigarh,Chandigarh,15,DHINGRA GENERAL HOSPITAL,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar"", ""hospAcc"": ""NABH"", ""hospName"": ""DHINGRA GENERAL HOSPITAL"", ""tierType"": ""Tier 2""}"
330,Chandigarh,Chandigarh,15,Divine Eye Hospital,NABH,Tier 2,Panchkula,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Panchkula"", ""hospAcc"": ""NABH"", ""hospName"": ""Divine Eye Hospital"", ""tierType"": ""Tier 2""}"
331,Chandigarh,Chandigarh,15,DR ADARSH HEAR AND SUPERSPECIALITY HOSPITAL,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar "", ""hospAcc"": ""NABH"", ""hospName"": ""DR ADARSH HEAR AND SUPERSPECIALITY HOSPITAL"", ""tierType"": ""Tier 2""}"
332,Chandigarh,Chandigarh,15,DR ASHOK SHARMAS CORNEA CENTRE,NABH,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh"", ""hospAcc"": ""NABH"", ""hospName"": ""DR ASHOK SHARMAS CORNEA CENTRE"", ""tierType"": ""Tier 2""}"
333,Chandigarh,Chandigarh,15,Dr Bakshi Gupta Eye Care Centre,NABH,Tier 2,Panchkula,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Panchkula"", ""hospAcc"": ""NABH"", ""hospName"": ""Dr Bakshi Gupta Eye Care Centre"", ""tierType"": ""Tier 2""}"
334,Chandigarh,Chandigarh,15,Dr Bhandaris Dental Care & Implant Center,QCI,Tier 2,Panchkula,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Panchkula"", ""hospAcc"": ""QCI"", ""hospName"": ""Dr Bhandaris Dental Care & Implant Center"", ""tierType"": ""Tier 2""}"
335,Chandigarh,Chandigarh,15,DR.DALJIT SINGH EYE HOSPITAL,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar"", ""hospAcc"": ""NABH"", ""hospName"": ""DR.DALJIT SINGH EYE HOSPITAL"", ""tierType"": ""Tier 2""}"
336,Chandigarh,Chandigarh,15,DR HARPREET SINGH LIVER AND DIGESTIVE DISEASE CENTER,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar "", ""hospAcc"": ""NABH"", ""hospName"": ""DR HARPREET SINGH LIVER AND DIGESTIVE DISEASE CENTER"", ""tierType"": ""Tier 2""}"
337,Chandigarh,Chandigarh,15,DR HARPREET SINGH LIVER AND DIGESTIVE DISEASE CENTER,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar"", ""hospAcc"": ""NABH"", ""hospName"": ""DR HARPREET SINGH LIVER AND DIGESTIVE DISEASE CENTER"", ""tierType"": ""Tier 2""}"
338,Chandigarh,Chandigarh,15,DRISHTI EYE HOSPITAL,NABH,Tier 2,Panchkula,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Panchkula"", ""hospAcc"": ""NABH"", ""hospName"": ""DRISHTI EYE HOSPITAL"", ""tierType"": ""Tier 2""}"
339,Chandigarh,Chandigarh,15,Dr Karam Singh Memorial Multispeciality Hospital,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar"", ""hospAcc"": ""NABH"", ""hospName"": ""Dr Karam Singh Memorial Multispeciality Hospital"", ""tierType"": ""Tier 2""}"
340,Chandigarh,Chandigarh,15,DR KD MULTISPECIALITY HOSPITAL,NABH,Tier 2,Jammu,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Jammu"", ""hospAcc"": ""NABH"", ""hospName"": ""DR KD MULTISPECIALITY HOSPITAL"", ""tierType"": ""Tier 2""}"
341,Chandigarh,Chandigarh,15,DR KOCHARS HOUSE OF SMILES,NABH,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh"", ""hospAcc"": ""NABH"", ""hospName"": ""DR KOCHARS HOUSE  OF SMILES"", ""tierType"": ""Tier 2""}"
342,Chandigarh,Chandigarh,15,DR LAL PATH LABS LTD,NABL,Tier 2,Jalandhar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Jalandhar"", ""hospAcc"": ""NABL"", ""hospName"": ""DR LAL PATH LABS LTD"", ""tierType"": ""Tier 2""}"
343,Chandigarh,Chandigarh,15,DR LAL PATH LABS LTD,,Tier 3,JALANDHAR,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""JALANDHAR"", ""hospAcc"": """", ""hospName"": ""DR LAL PATH LABS LTD"", ""tierType"": ""Tier 3""}"
344,Chandigarh,Chandigarh,15,DR LAL PATH LABS LTD,NABL,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh"", ""hospAcc"": ""NABL"", ""hospName"": ""DR LAL PATH LABS LTD"", ""tierType"": ""Tier 2""}"
345,Chandigarh,Chandigarh,15,DR LAL PATH LABS LTD,NABL,Tier 2,AMRITSAR,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""AMRITSAR"", ""hospAcc"": ""NABL"", ""hospName"": ""DR LAL PATH LABS LTD"", ""tierType"": ""Tier 2""}"
346,Chandigarh,Chandigarh,15,DR MANILA S SURGICITY,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar "", ""hospAcc"": ""NABH"", ""hospName"": ""DR MANILA S SURGICITY"", ""tierType"": ""Tier 2""}"
347,Chandigarh,Chandigarh,15,Dr Om Parkash Eye Institute Private Limited,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar"", ""hospAcc"": ""NABH"", ""hospName"": ""Dr Om Parkash Eye Institute Private Limited"", ""tierType"": ""Tier 2""}"
348,Chandigarh,Chandigarh,15,DR PARMINDER SINGH PANNU MEMORIAL JANTA HOSPITAL,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar "", ""hospAcc"": ""NABH"", ""hospName"": ""DR PARMINDER SINGH PANNU MEMORIAL JANTA HOSPITAL"", ""tierType"": ""Tier 2""}"
349,Chandigarh,Chandigarh,15,DR SANJEEV S SUPERSPECIALITY HOSPITAL,NABH,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh "", ""hospAcc"": ""NABH"", ""hospName"": ""DR SANJEEV S SUPERSPECIALITY HOSPITAL"", ""tierType"": ""Tier 2""}"
350,Chandigarh,Chandigarh,15,DR SANJEEV S SUPERSPECIALITY HOSPITAL,NABH,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh "", ""hospAcc"": ""NABH"", ""hospName"": ""DR SANJEEV S SUPERSPECIALITY HOSPITAL"", ""tierType"": ""Tier 2""}"
351,Chandigarh,Chandigarh,15,DR.Shakeen Eye and Dental Hospital,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar"", ""hospAcc"": ""NABH"", ""hospName"": ""DR.Shakeen Eye and Dental Hospital"", ""tierType"": ""Tier 2""}"
352,Chandigarh,Chandigarh,15,duggal eye hospital,NABH,Tier 2,Jalandhar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Jalandhar"", ""hospAcc"": ""NABH"", ""hospName"": ""duggal eye hospital"", ""tierType"": ""Tier 2""}"
353,Chandigarh,Chandigarh,15,EDEN CRITICAL CARE HOSPITAL LTD,NABH,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh"", ""hospAcc"": ""NABH"", ""hospName"": ""EDEN CRITICAL CARE HOSPITAL LTD"", ""tierType"": ""Tier 2""}"
354,Chandigarh,Chandigarh,15,EMC Super Speciality Hospital Pvt. Ltd.,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar"", ""hospAcc"": ""NABH"", ""hospName"": ""EMC Super Speciality Hospital Pvt. Ltd."", ""tierType"": ""Tier 2""}"
355,Chandigarh,Chandigarh,15,FLOREM HOSPITAL,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar"", ""hospAcc"": ""NABH"", ""hospName"": ""FLOREM HOSPITAL"", ""tierType"": ""Tier 2""}"
356,Chandigarh,Chandigarh,15,FORTIS ESCORTS HOSPITAL,NABH,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar"", ""hospAcc"": ""NABH"", ""hospName"": ""FORTIS ESCORTS HOSPITAL"", ""tierType"": ""Tier 2""}"
357,Chandigarh,Chandigarh,15,FORTIS HOSPITAL - MOHALI,NABH,Tier 2,Mohali,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Mohali"", ""hospAcc"": ""NABH"", ""hospName"": ""FORTIS HOSPITAL - MOHALI"", ""tierType"": ""Tier 2""}"
358,Chandigarh,Chandigarh,15,GANGA ORTHOCARE,NABH,Tier 2,Jalandhar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Jalandhar "", ""hospAcc"": ""NABH"", ""hospName"": ""GANGA ORTHOCARE"", ""tierType"": ""Tier 2""}"
359,Chandigarh,Chandigarh,15,GBM DUKH NIWARAN HOSPITAL A UNIT OF DUKH NIWARAN HEALTH CARE SERVICES,NA,Tier 2,Amritsar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Amritsar"", ""hospAcc"": ""NA"", ""hospName"": ""GBM DUKH NIWARAN HOSPITAL A UNIT OF DUKH NIWARAN HEALTH CARE SERVICES"", ""tierType"": ""Tier 2""}"
360,Chandigarh,Chandigarh,15,GHAI HOSPITAL,NABH,Tier 2,Jalandhar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Jalandhar"", ""hospAcc"": ""NABH"", ""hospName"": ""GHAI HOSPITAL"", ""tierType"": ""Tier 2""}"
361,Chandigarh,Chandigarh,15,Global Hospital,NABH,Tier 2,Jalandhar,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Jalandhar"", ""hospAcc"": ""NABH"", ""hospName"": ""Global Hospital"", ""tierType"": ""Tier 2""}"
362,Chandigarh,Chandigarh,15,GOYAL DENTAL CLINIC,QCI,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh "", ""hospAcc"": ""QCI"", ""hospName"": ""GOYAL  DENTAL CLINIC "", ""tierType"": ""Tier 2""}"
363,Chandigarh,Chandigarh,15,GOYAL DENTAL CLINIC,NABH,Tier 2,Panchkula,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Panchkula"", ""hospAcc"": ""NABH"", ""hospName"": ""GOYAL DENTAL CLINIC"", ""tierType"": ""Tier 2""}"
364,Chandigarh,Chandigarh,15,GRECIAN SUPERSPECIALITY HOSP (UNIT OF RGS HEALTHCA,NABH,Tier 2,Mohali,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Mohali"", ""hospAcc"": ""NABH"", ""hospName"": ""GRECIAN SUPERSPECIALITY HOSP (UNIT OF RGS HEALTHCA"", ""tierType"": ""Tier 2""}"
365,Chandigarh,Chandigarh,15,GREWAL EYE INSTITUTE-CHANDIGARH,NABH,Tier 2,Chandigarh,,"{""adcityName"": ""Chandigarh"", ""cityName"": ""Chandigarh"", ""hospAcc"": ""NABH"", ""hospName"": ""GREWAL EYE INSTITUTE-CHANDIGARH"", ""tierType"": ""Tier 2""}"
