source_page,extracted_table_index,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),Non- NABH/Non-(cid:10)NABL Rates,NABH/NABL Rates
9,1,438,Pancreatico Duodenectomy (Whipple's procedure),19561.5,22495.5
9,1,439,By Pass Procedure for Inoperable Carcinoma of Pancreas,20700,23805
9,1,440,Cystojejunostomy or Cystogastrostomy,13041,14997.6
9,1,441,Cholecystectomy,9262.8,10652.4
9,1,442,Cholecystectomy & Exploration of CBD,12937.5,14877.9
9,1,443,Repair of Common Bile Duct (CBD),12240,14400
9,1,444,Operation for Hydatid Cyst of Liver,10711.8,12318.3
9,1,445,Cholecystostomy,9262.8,10652.4
9,1,446,Hepatic Resections (Lobectomy /Hepatectomy),12937.5,14877.9
9,1,447,Operation on Adrenal Glands - Bilateral,23494.5,27018.9
9,1,448,Operation on Adrenal Glands - Unilateral,12420,14283
9,1,449,Appendicectomy,7297.2,8391.6
9,1,450,Appendicular Abscess – Drainage,8797.5,10116.9
9,1,451,Mesenteric Cyst- Excision,9936,11426.4
9,1,452,Peritonioscopy/Laparoscopy,4140,4761
9,1,453,Jejunostomy,5175,5951.7
9,1,454,Ileostomy,13869,15949.8
9,1,455,Resection & Anastomosis of Small Intestine,18630,21424.5
9,1,456,Duodenal Diverticulum,16560,19044
9,1,457,Operation for Intestinal Obstruction,9315,10712.7
9,1,458,Operation for Intestinal perforation,34200,39330
9,1,459,Benign Tumours of Small Intestine,17595,20234.7
9,1,460,Excision of Small Intestine Fistula,17595,20234.7
9,1,461,Operations for GI Bleed,14400,16560
9,1,462,Operations for Haemorrhage of Small Intestines,17595,20234.7
9,1,463,Operations of the Duplication of the Intestines,16042.5,18449.1
9,1,464,Operations for Recurrent Intestinal Obstruction (Noble(cid:10)Plication & Other Ope,2ra0t7io0n0s for Adhesions),23805
9,1,465,Ileosigmoidostomy and related resection,15111,17378.1
9,1,466,Ileotransverse Colostomy and related resection,15111,17378.1
10,1,467,Caecostomy,3512.7,4039.2
10,1,468,Loop Colostomy Transverse Sigmoid,11799,13569.3
10,1,469,Terminal Colostomy,15525,17854.2
10,1,470,Closure of Colostomy,15732,18091.8
10,1,471,Right Hemicolectomy,12420,14283
10,1,472,Left Hemicolectomy,12420,14283
10,1,473,Total Colectomy,15525,17854.2
10,1,474,Operations for Volvulus of Large Bowel,22428,25792.2
10,1,475,Operations for Sigmoid Diverticulitis,16767,19282.5
10,1,476,Fissure in Ano with Internal sphinctrectomy with(cid:10)fissurectomy.,12420,14283
10,1,477,Fissure in Ano - Fissurectomy,13800,15870
10,1,478,Rectal Polyp-Excision,5092.2,5856.3
10,1,479,Fistula in Ano - High Fistulectomy,15102,17367.3
10,1,480,Fistula in Ano - Low Fistulectomy,8880.3,10212.3
10,1,481,Prolapse Rectum - Thiersch Wiring,9315,10712.7
10,1,482,Prolapse Rectum - Rectopexy,5175,5951.7
10,1,483,Prolapse Rectum - Grahams Operation,16560,19044
10,1,484,Operations for Hirschsprungs Disease,12834,14759.1
10,1,485,Excision of Pilonidal Sinus (open),10350,11902.5
10,1,486,Excision of Pilonidal Sinus with closure,10350,11902.5
10,1,487,Abdomino-Perineal Excision of Rectum,16470,18940.5
10,1,488,Anterior Resection of rectum,19665,22615.2
10,1,489,Pull Through Abdominal Resection,15453,17771.4
10,1,490,Retro Peritoneal Tumor Removal,16200,18630
10,1,491,Radio ablation of varicose veins,1620,1863
10,1,492,Laser ablation of varicose veins,15525,17854.2
10,1,493,Laparoscopic Fundoplication,17370,19975.5
10,1,494,Laparoscopic Splenectomy,22500,25875
10,1,495,Laparoscopic Removal of hydatid cyst,16200,18630
10,1,496,Laparoscopic treatment of Pseudo Pancreatic cyst,16200,18630
10,1,497,Laparoscopic Whipple's operation (Laparoscopic Pancreatico Duodenectomy,18000,20700
10,1,498,Laparoscopic GI bypass operation,19800,22770
10,1,499,Laparoscopic Total Colectomy,22500,25875
10,1,500,Laparoscopic Hemicolectomy,20700,23805
10,1,501,Laparoscopic Anterior Resection (of Intestine/ Rectum),20700,23805
10,1,502,Laparoscopic Cholecystetomy,17077.5,19638.9
10,1,503,Laparoscopic Appedicectomy,16200,18630
10,1,504,Laparoscopic Hernia inguinal repair,16200,18630
10,1,505,Laparoscopic ventral Hernia Repair,15750,18112.5
10,1,506,Laparoscopic Paraumblical Hernia Repair,17500,20125
10,1,507,Laparoscopic Adrenelectomy,10800,12420
10,1,508,Laparoscopic Nephrectomy,19800,22770
10,1,509,Other Major Surgery,34200,39330
10,1,510,Other Minor Surgery,5400,6210
10,1,,TREATMENT PROCEDURE ICU/CCU PROCEDURES(cid:10)(SPECIAL CARE CASES),,
10,1,511,Coronary Care with Cardiac Monitoring (Room Rent extra),675,776.7
10,1,512,Compressed air / piped oxygen /per hour,45,52.2
10,1,513,Ventilator charges (Per day),477.9,549.9
10,1,514,Paediatric care for New born (Per day),167.4,192.6
10,1,515,Incubator charges (Per day),310.5,357.3
10,1,516,Neonatal ICU charges (Per day),351.9,405
10,1,517,Resuscitation,165.6,190.8
10,1,518,Exchange Transfusion,238.5,274.5
11,1,519,Pneupack ventilator in Nursery (Per day),517.5,594.9
11,1,,TREATMENT PROCEDURE CARDIOVASCULAR ANDC(cid:10)ARDIAC SURGERY & INVESTIGATIONS,,
11,1,520,Atrial Septal Defect(ASD) closure,46627.2,53621.1
11,1,521,Ventricular septal defect (VSD) with graft,46627.2,53621.1
11,1,522,TOF/TAPVC/TCPC/REV/RSOV repair,114367.5,131522.4
11,1,523,BD Glenn/Left atrium myxoma,72675,85500
11,1,524,Senning/Arterial Switch Operation (ASO) with graft,109969.2,126464.4
11,1,525,Double Switch Operation (DSO),93253.5,107241.3
11,1,526,Atrioventricular(AV) canal repair,144900,166635
11,1,527,Fontan procedure,152100,174915
11,1,528,Conduit repair,152100,174915
11,1,529,Coronary Artery Bypass Graft surgery (CABG),114367.5,131522.4
11,1,530,CABG + Intra-Aortic Balloon Pump (IABP),152100,174915
11,1,531,CABG + Valve.,152100,174915
11,1,532,CABG without bypass.,126000,144900
11,1,533,Ascending aorta replacement,117000,134550
11,1,534,Double Valve Replacement (DVR),155422,178735
11,1,535,Mitral valve Replacement(MVR)/ Aortic valve Replacement(AVR),93253.5,107241.3
11,1,536,Mitral Valve repair + Aortic Valve repair,93253.5,107241.3
11,1,537,Aorta femoral bypass,46800,53820
11,1,538,Blalock-Taussig shunt (BT Shunt) / Coarctation,46782,53799.3
11,1,539,Pulmonary Artery Banding (PA Banding) Septostomy,46782,53799.3
11,1,540,Pericardectomy,38088,43801.2
11,1,541,Congenital cytomegalovirus (CMV)/ patent ductus arteriosus (PDA),46782,53799.3
11,1,542,Gunshot injury,46782,53799.3
11,1,543,Heart transplant,248400,285660
11,1,544,Balloon coronary angioplasty/PTCA with VCD,72540,83421
11,1,545,Balloon coronary angioplasty/PTCA without VCD,72000,82800
11,1,546,Rotablation,43987.5,50585.4
11,1,547,Percutaneous transvenous mitral commissurotomy (PTMC) / percutaneous m,i9tr2a3l 7b.a6lloon valvotomy,10623.6
11,1,548,Cardiac Catheterization (CATH),9000,10350
11,1,549,Aortic Arch Replacement,9315,10712.7
11,1,550,Aortic Dissection,11385,13093.2
11,1,551,Thoraco Abdominal Aneurism Repair,13500,15525
11,1,552,Embolectomy,18900,21735
11,1,553,Vascular Repair,32400,37260
11,1,554,Bentall Repair with Prosthetic Valve,27000,31050
11,1,555,Bentall Repair with Biologic Valve,114750,135000
11,1,556,Coaractation dilatation,13050,15007.5
11,1,557,Coaractation dilatation with Stenting,16650,19147.5
11,1,558,Temporary cardiac pacing (TPI) Single Chamber,6750,7762.5
11,1,559,Temporary cardiac pacing (TPI) Dual Chamber,7344,8640
11,1,560,Permanent pacemaker implantation (PPI)- Single Chamber,12420,14283
11,1,561,Permanent pacemaker implantation- Dual Chamber,17388,19996.2
11,1,562,Permanent pacemaker implantation (PPI)-Biventricular,31050,35707.5
11,1,563,Automatic implantable cardioverter defibrillator (AICD) Single Chamber,25875,29756.7
11,1,564,Automatic implantable cardioverter defibrillator (AICD) Dual Chamber,36000,41400
11,1,565,Combo device implantation,36000,41400
11,1,566,Diagnostic Electrophysiological studies conventional,4095,4709.7
11,1,567,Ambulatory BP monitoring,528.3,621
11,1,568,External Loop/event recording,2563.2,3015
11,1,569,RF Ablation conventional,31500,36225
11,1,570,RF Ablation Atrial Tachycardia/Carto,40500,46575
11,1,571,Endomyocardial biopsy,9000,10350
12,1,572,Intra aortic balloon pump (IABP),7038,8093.7
12,1,573,Intra vascular coils,41400,47610
12,1,574,Septostomy- Balloon,14535,17100
12,1,575,Septostomy- Blade,17595,20234.7
12,1,576,Aortic valve balloon dilatation (AVBD) / pulmonary valve balloon dilatation,4(P3V47B0D),49990.5
12,1,577,Digital subtraction angiography-Peripheral artery,10350,11902.5
12,1,578,Digital subtraction angiography- venogram,10350,11902.5
12,1,579,CT Guided biopsy,1138.5,1309.5
12,1,580,Sinogram,776.7,892.8
12,1,581,Peripheral Angioplasty with VCD,10350,11902.5
12,1,582,Peripheral Angioplasty without VCD,10350,11902.5
12,1,583,Renal Angioplasty,54315,63900
12,1,584,Intravascular ultrasound (IVUS),22500,25875
12,1,585,Fractional flow reserve (FFR),11475,13500
12,1,586,Holter analysis,765,900
12,1,587,Aortic stent grafting for aortic aneurysm,70650,81247.5
12,1,588,Inferior Vena Cava (IVC) filter implantation,14516.1,16693.2
12,1,589,ASD/VSD/PDA device closure,32602.5,37493.1
12,1,590,Electrocardiogram (ECG),45,52.2
12,1,591,Head- up tilt test (HUTT),1980,2277
12,1,592,2D echocardiography,1080,1242
12,1,593,3D echocardiography,1262.7,1485
12,1,594,Fetal Echo,1260,1449
12,1,595,2D Transesophageal Echocardiography (TEE),1262.7,1485
12,1,596,3D Transesophageal Echocardiography (TEE),1262.7,1485
12,1,597,Stress Echo- exercise,1350,1552.5
12,1,598,Stress Echo- pharmacological,2250,2587.5
12,1,599,Stress Myocardial Perfusion Imaging (MPI)- exercise,1759.5,2070
12,1,600,Stress Myocardial Perfusion Imaging (MPI) - pharmacological,2250,2587.5
12,1,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),,
12,1,601,Coronary angiography,10350,11902.5
12,1,602,CT coronary angiography,5427,6241.5
12,1,603,Cardiac CT scan,2044.8,2351.7
12,1,604,Cardiac MRI,2199.6,2529.9
12,1,605,Stress Cardiac MRI,2700,3105
12,1,606,MR angiography.,5071.5,5832
12,1,607,Cardiac PET,1350,1552.5
12,1,608,Pericardiocentesis,3150,3622.5
12,1,609,Other Major Surgery,18000,20700
12,1,610,Other Minor Surgery,3825,4500
12,1,,TREATMENT PROCEDURE OBSTETRICS ANDG(cid:10)YNAECOLOGY,,
12,1,611,Normal delivery with or without Episiotomy & P. repair,7200,8280
12,1,612,vacuum delivery,7762.5,8927.1
12,1,613,Forceps Delivery,8280,9522
12,1,614,Cesarean Section(CS),12645,14542.2
12,1,615,Cesarean Hysterectomy,17077.5,19638.9
12,1,616,Rupture Uterus closure & repair with Tubal Ligation,15525,17854.2
12,1,617,Perforation of Uterus after D/E Laparotomy & Closure,12420,14283
12,1,618,Laparotomy for Ectopic pregnancy,12420,14283
12,1,619,Laparotomy-peritonitis Lavage and Drainage,10350,11902.5
12,1,620,Salphingo-Oophorectomy/ Oophorectomy Laparoscopic,9000,10350
12,1,621,Ovarian Cystectomy-laparoscopic.,9315,10712.7
12,1,622,Ovarian Cystectomy -laparotomy.,12420,14283
12,1,623,Salpingo-Oophorectomy-laparotomy,10368,11923.2
13,1,624,Laparoscopic Broad Ligament Hematoma Drainage with(cid:10)repair,6210,7141.5
13,1,625,Exploration of perineal Haematoma & Repair,7200,8280
13,1,626,Exploration of abdominal Haematoma (after laparotomy +(cid:10)LSCS),7245,8332.2
13,1,627,Manual Removal of Placenta,3105,3571.2
13,1,628,Examination under anesthesia (EUA),900,1035
13,1,629,Burst-abdomen Repair,9000,10350
13,1,630,Gaping Perineal Wound Secondary Suturing,1490.4,1713.6
13,1,631,Gaping abdominal wound Secondary Suturing,3105,3571.2
13,1,632,Complete perineal tear-repair,1915.2,2202.3
13,1,633,Exploration of PPH-tear repair,3150,3622.5
13,1,634,Suction evacuation vesicular mole,4500,5175
13,1,635,Suction evacuation Missed abortion/ incomplete abortion,4657.5,5355.9
13,1,636,Colpotomy,3105,3571.2
13,1,637,Repair of post-coital tear/ perineal injury,3157.2,3630.6
13,1,638,Excision of urethral caruncle,3105,3571.2
13,1,639,Shirodhkar/ McDonald stitch,2898,3332.7
13,1,640,Abdominal Hysterectomy with or without salpingo-(cid:10)oophorectomy,15525,17854.2
13,1,641,Non-descent Vaginal Hysterectomy (NDVH),15525,17854.2
13,1,642,Vaginal Hysterectomy with repairs (UV Prolapse),15525,17854.2
13,1,643,Myomectomy -laparotomy,12600,14490
13,1,644,Myomectomy -laparoscopic,5692.5,6546.6
13,1,645,Vaginoplasty,13455,15473.7
13,1,646,Vulvectomy -Simple,8280,9522
13,1,647,Vulvectomy-Radical,8280,9522
13,1,648,Rectovaginal Fistula (RVF) Repair,18975,21821
13,1,649,Manchester Operation,13500,15525
13,1,650,Shirodkar’s sling Operation or other sling operations for prolapse uterus,3105,3571.2
13,1,651,Laparoscopic sling operations for prolapse uterus,25200,28980
13,1,652,Diagnostic Curettage,2235.6,2571.3
13,1,653,Cervical Biopsy,1620,1863
13,1,654,Polypectomy,1366.2,1571.4
13,1,655,Other-Minor Operation Endometrial,2070,2380.5
13,1,656,Excision Vaginal Cyst/Bartholin Cyst,3105,3571.2
13,1,657,Excision Vaginal Septum,4140,4761
13,1,658,Laparoscopy -Diagnostic with chromopertubation and or(cid:10)adhesiolysis and dril,l3in6g22.5,4166.1
13,1,659,Laparoscopy Sterilization,3105,3571.2
13,1,660,Laparoscopically Assisted Vaginal Hysterectomy (LAVH),22718.7,26126.1
13,1,661,Balloon Temponade for Post Partum Haemorrhage (PPH),2520,2898
13,1,662,Total laparoscopic hysterectomy,22718.7,26126.1
13,1,663,Laparoscopic treatment of Ectopic pregnancy-salpingectomy/salpingostomy,c8o7n9se7r.v5ative,10116.9
13,1,664,Conisation of cervix,3622.5,4166.1
13,1,665,Trachelectomy of cervix for early CA cervix,4950,5692.5
13,1,666,Hysteroscopic cannulation,2587.5,2975.4
13,1,667,Laparotomy recannalization of Fallopian tubes-(cid:10)(Tubuloplasty),20182.5,23210.1
13,1,668,Laparoscopic recannalization of Fallopian tubes-(cid:10)(Tubuloplasty),17550,20182.5
13,1,669,Colposcopy,862.2,991.8
13,1,670,Inversion of Uterus – Vaginal Reposition,2250,2587.5
13,1,671,Inversion of Uterus – Abdominal Reposition,2250,2587.5
13,1,672,Laparoscopic Vesicovaginal Fistula (VVF) Repair,25200,28980
13,1,673,Abdominal Vesicovaginal Fistula (VVF) Repair,25200,28980
13,1,674,Vaginal Vesicovaginal Fistula (VVF) Repair,25200,28980
13,1,675,Interventional Ultrasonography- Chorionic villus sampling (CVS),792,910.8
13,1,676,Amniocentesis,792,910.8
13,1,677,Karyotyping,720,828
14,1,678,Thermal balloon ablation.,10350,11902.5
14,1,679,Ultrasonographic myolysis,9263.7,10653.3
14,1,680,Vaginal Myomectomy,9000,10350
14,1,681,Intra Uterine Inseminition,828,952.2
14,1,682,Intracytoplasmic sperm injection (ICSI),10350,11902.5
14,1,683,Laparotomy abdominal sacro-colpopexy,13500,15525
14,1,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),,
14,1,684,Vaginal Colpopexy,19800,22770
14,1,685,Laparoscopic abdominal sacro-colpopexy,18000,20700
14,1,686,Laparotomy pelvic Lymphadenectomy,1080,1242
14,1,687,Laparoscopic pelvic Lymphadenectomy,3150,3622.5
14,1,688,Endometrial aspiration cytology/biopsy,513,590.4
14,1,689,Transvaginal sonography (TVS for Follicular monitioring(cid:10)/aspiration),414,476.1
14,1,690,laparoscopic treatment for stress incontinence,13500,15525
14,1,691,Transvaginal tapes for Stress incontinence,13500,15525
14,1,692,trans-obturator tapes for Stress incontinence,10800,12420
14,1,693,Interventional radiographic arterial embolization,16200,18630
14,1,694,Diagnostic cystoscopy,2587.5,2975.4
14,1,695,Staging laparotomy surgery for Carcinoma Ovary,5692.5,6546.6
14,1,696,Internal Iliac ligation,3053.7,3511.8
14,1,697,stepwise devascularisation,8280,9522
14,1,698,Assisted breech delivery,9832.5,11307.6
14,1,699,Intra-uterine fetal blood transfusion,19147.5,22019.4
14,1,700,Hysteroscopy Transcervical Resection of Endometrium (TCRE),7650,8797.5
14,1,701,Hysteroscopy Removal of Intra-uterine Contraceptive Device (IUCD),6750,7762.5
14,1,702,Hysteroscopy Removal of Septum,9900,11385
14,1,703,Hysteroscopy Diagnostic,6750,7762.5
14,1,704,Radical Hysterectomy for Cancer cervix with pelvicl(cid:10)ymphadenectomy,7650,8797.5
14,1,705,Radical Hysterectomy for Cancer endometrium extending(cid:10)to cervix with pelvi,c7 6a5n0d para aortic lymphadenectom,y8797.5
14,1,706,Sterilization Post partum (minilap),3375,3881.7
14,1,707,Sterilization interval (minilap),3375,3881.7
14,1,708,Ultrasonography Level II scan/Anomaly Scan,450,517.5
14,1,709,Fetal nuchal Translucency,270,310.5
14,1,710,Fetal Doppler/Umblical Doppler/Uterine Vessel Doppler,765,880.2
14,1,711,Medical Termination of Pregnancy (MTP)- 1st Trimester,2700,3105
14,1,712,Medical Termination of Pregnancy (MTP) - 2nd Trimester,3933,4523.4
14,1,713,Quadruple test,1800,2070
14,1,714,Biophysical score,540,621
14,1,715,Other Major Surgery,25200,28980
14,1,716,Other Minor Surgery,4500,5175
14,1,,TREATMENT PROCEDURE NEPHROLOGY AND UROLOGY,,
14,1,717,Partial Nephrectomy -open,14593.5,16782.3
14,1,718,Partial Nephrectomy-Laparoscopic/endoscopic,13041,14997.6
14,1,719,Nephrolithomy -open,10800,12420
14,1,720,Nephrolithomy -Laparoscopic/endoscopic,12600,14490
14,1,721,Pyelolithotomy-open,11700,13455
14,1,722,Pyelolithotomy -Laparoscopic/endoscopic,9522,10950.3
14,1,723,Operations for Hydronephrosis -pyeloplasty open,16560,19044
14,1,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),,
14,1,724,Operations for Hydronephrosis -pyeloplasty Lap/endoscopic,17100,19665
14,1,725,Operations for Hydronephrosis Endopyelotomy antegrade,18000,20700
14,1,726,Operations for Hydronephrosis Endoplyelotomy retrograde,18000,20700
14,1,727,Operations for Hydronephrosis -ureterocalicostomy,16200,18630
14,1,728,Operations for Hydronephrosis-Ileal ureter,16200,18630
15,1,729,Open Drainage of Perinephric Abscess,7200,8280
15,1,730,Percutaneous Drainage of Perinephric Abscess -Ultrasound(cid:10)guided,5175,5951.7
15,1,731,Cavernostomy,8797.5,10350
15,1,732,Operations for Cyst of the Kidney -open,10764,12378.6
15,1,733,Operations for Cyst of the Kidney -Lap/endoscopic,12627,14521.5
15,1,734,Ureterolithotomy -open,11923.2,13711.5
15,1,735,Ureterolithotomy-Lap/Endoscopic,9000,10350
15,1,736,Nephroureterectomy open,14490,16663.5
15,1,737,Nephroureterectomy -Lap/Endoscopic,14490,16663.5
15,1,738,Operations for Ureter for -Double Ureters,17100,19665
15,1,739,Operations for Ureter -for Ectopia of Single Ureter,16200,18630
15,1,740,Operations for Vesicoureteric Reflux (VUR) -Open,16200,18630
15,1,741,Operations for Vesicoureteric Reflux (VUR)-Lap/Endoscopic,16200,18630
15,1,742,Operations for Vesicoureteric Reflux (VUR)/ Urinary incontinence with bulk,i1n8g6 a3g0ents,21424.5
15,1,743,Ureterostomy - Cutaneous,10800,12420
15,1,744,Uretero-Colic anastomosis,14400,16560
15,1,745,Formation of an Ileal Conduit,15525,17854.2
15,1,746,Ureteric Catheterisation,8278,10950
15,1,747,Biopsy of Bladder (Cystoscopic),2070,2380.5
15,1,748,Cysto-Litholapaxy,9832.5,11307.6
15,1,749,Operations for Injuries of the Bladder,9000,10350
15,1,750,Suprapubic Drainage (Cystostomy/vesicostomy),5400,6210
15,1,751,Simple Cystectomy,15525,17854.2
15,1,752,Diverticulectomy -open,14400,16560
15,1,753,Diverticulectomy- Lap/Endoscopic,16560,19044
15,1,754,Diverticulectomy -Endoscopic incision of neck,1552.5,1785.6
15,1,755,Augmentation Cystoplasty,6003,6903.9
15,1,756,Operations for Exstrophy of the Bladder- Single stage repair,20070,23080.5
15,1,757,Operations for Exstrophy of the Bladder- Multistage repair,18733.5,21543.3
15,1,758,Operations for Exstrophy of the Bladder- simple cystectomy with urinary div,e2r0si2o5n0,23287.5
15,1,759,Repair of Ureterocoel -Open,12420,14283
15,1,760,Repair of Ureterocoel -Lap/Endoscopic,12937.5,14877.9
15,1,761,Repair of Ureterocoel -Endoscopic incision,11700,13455
15,1,762,Open Suprapubic Prostatectomy,18630,21424.5
15,1,763,Open Retropubic Prostatectomy,18112.5,20829.6
15,1,764,Transurethral Resection of Prostate (TURP),16767,19282.5
15,1,765,Urethroscopy/ Cystopanendoscopy,4140,4761
15,1,766,Internal urethrotomy -optical,5175,5951.7
15,1,767,Internal urethrotomy -Core through urethroplasty,9936,11426.4
15,1,768,Urethral Reconstruction -End to end ansatamosis,3105,3571.2
15,1,769,Urethral Reconstruction - substitution urethroplasty(cid:10)(Transpubic urethroplasty,)17595,20234.7
15,1,770,Abdomino Perineal urethroplasty,12600,14490
15,1,771,Posterior Urethral Valve fulguration.,10143,11664.9
15,1,772,Operations for Incontinence of Urine - Male -Open,15525,17854.2
15,1,773,Operations for Incontinence of Urine - Male -Sling,16560,19044
15,1,774,Operations for Incontinence of Urine - Male-Bulking agent,17491.5,20115
15,1,775,Operations for Incontinence of Urine - Female -Open,15525,17854.2
15,1,776,Operations for Incontinence of Urine - Female-Sling,16560,19044
15,1,777,Operations for Incontinence of Urine - Female-Bulking agent,17491.5,20115
15,1,778,Reduction of Paraphimosis,1552.5,1785.6
15,1,779,Circumcision,2700,3105
15,1,780,Meatotomy,2111.4,2428.2
15,1,781,Meatoplasty,2898,3332.7
15,1,782,Operations for Hypospadias + Chordee Correction,8280,9522
16,1,783,Operations for Hypospadias - Second Stage,13500,15525
16,1,784,Operations for Hypospadias - One Stage Repair,8280,9522
16,1,785,Operations for Crippled Hypospadias,10350,11902.5
16,1,786,Operations for Epispadias _primary repair,11333.7,13033.8
16,1,787,Operations for Epispadias-crippled epispadias,10246.5,11783.7
16,1,788,Partial Amputation of the Penis,9687.6,11141.1
16,1,789,Total amputation of the Penis,10800,12420
16,1,790,Orchidectomy-Simple,8797.5,10116.9
16,1,791,Orchidectomy -Radical,10867.5,12497.4
16,1,792,Post Radical Orchidectomy retroperitoneal lymph node(cid:10)dissection.,12600,14490
16,1,793,Epididymectomy,15938,18750
16,1,794,Adreneclectomy Unilateral/Bilateral for Tumour/For(cid:10)Carcinoma- Open,22770,26185.5
16,1,795,Adreneclectomy Unilateral/Bilateral for Tumour/For(cid:10)Carcinoma -Lap/Endosc,o1p2i9c37.5,14877.9
16,1,796,Operations for Hydrocele - Unilateral,5278.5,6070.5
16,1,797,Operations for Hydrocele - Bilateral,7700.4,8855.1
16,1,798,Operation for Torsion of Testis,10350,11902.5
16,1,799,Micro-surgical Vasovasostomy /Vaso epidedymal(cid:10)ansatamosis .,9936,11426.4
16,1,800,Operations for Varicocele Unilateral-Microsurgical,6934.5,7974.9
16,1,801,Operations for Varicocele Palomo’s Unilateral - Lap,8280,9522
16,1,802,Operations for Varicocele Bilateral --Microsurgical,11385,13093.2
16,1,803,Operations for Varicocele Bilateral – Lap/ Palomo,13455,15473.7
16,1,804,Block Dissection of ilio-inguinal Nodes - One Side (For Ca-(cid:10)Penis),5692.5,6546.6
16,1,805,Block Dissection of ilio-inguinal Nodes -Both Sides (For Ca-(cid:10)Penis),20700,23805
16,1,806,Excision of Filarial Scrotum,10350,11902.5
16,1,807,Kidney Transplantation (related),200000,230000
16,1,808,Kidney Transplantation (Spousal/ unrelated) Including(cid:10)immunosuppressant th,e3r0a0p0y00,345000
16,1,809,ABO incompatible Transplantation,441000,507150
16,1,810,Swap Transplantation,349200,401580
16,1,811,Kidney Transplant Graft Nephrectomy,53550,63000
16,1,812,Donor Nephrectomy (open),25875,29756.7
16,1,813,Donor Nephrectomy (Laparoscopic),41400,47610
16,1,814,Cadaver Transplantation,74970,86215.5
16,1,815,Kidney Transplant with Native Kidney Nephrectomy(cid:10)(Related)/ Unilateral,25200,28980
16,1,816,Kidney Transplant with Native Kidney Nephrectomy(cid:10)(Related)/ Bilateral,76500,87975
16,1,817,Kidney Transplant with Native Kidney Nephrectomy(cid:10)(Spousal/ Unrelated) Un,i7l6at5e0r0al,87975
16,1,818,Kidney Transplant with Native Kidney Nephrectomy(cid:10)(Spousal/ Unrelated) Bi,l7at6e5ra0l0,87975
16,1,819,Post-Transplant Collection drainage for Lymphocele (open),6120,7200
16,1,820,Post-Transplant Collection drainage for Lymphocele((cid:10)percutaneous),6120,7200
16,1,821,Post-Transplant Collection drainage for Lymphocele((cid:10)Laparoscopic),6885,8100
16,1,822,Arteriovenous Fistula for Haemodialysis,2070,2380.5
16,1,823,Arteriovenous Shunt for Haemodialysis,3150,3622.5
16,1,824,Jugular Catheterization for Haemodialysis,1350,1552.5
16,1,825,Subclavian Catheterization for Haemodialysis,2025,2329.2
16,1,826,One sided (single Lumen) Femoral Catheterization for(cid:10)Haemodialysis,900,1035
16,1,827,Bilateral (single Lumen) Femoral Catheterization for(cid:10)Haemodialysis,1350,1552.5
16,1,828,Double Lumen Femoral Catheterization for Haemodialysis,1665,1915.2
16,1,829,Permcath Insertion,2520,2898
16,1,830,Arterio venous Prosthetic Graft,1665,1915.2
16,1,831,Single lumen Jugular Catheterization,1350,1552.5
16,1,832,Single lumen Subclavian Catheterization,1530,1800
16,1,833,Plasma Exchange/ Plasmapheresis,1552.5,1785.6
16,1,834,Continuous Ambulatory Peritoneal Dialysis (CAPD) catheter insertion- Open,3 m15et0hod,3622.5
16,1,835,Continuous Ambulatory Peritoneal Dialysis (CAPD) catheter insertion- Schl,e3n1d5in0ger/ Seldinger method,3622.5
16,1,836,Sustained low efficiency haemodialysis / hemodialysis,1125,1294.2
17,1,837,Continuous Veno venous/Arteriovenous Haemofilteration /Hemofilteration,2025,2329.2
17,1,838,Haemodialysis / Hemodialysis for Sero negative cases,1260,1449
17,1,839,Haemodialysis / Hemodialysis for Sero Positive cases,1485,1708.2
17,1,840,Acute Peritoneal Dialysis,1305,1501.2
17,1,841,Fistulogram for Arteriovenous Fistula,2250,2587.5
17,1,842,Ultrasound guided Kidney Biopsy,765,880.2
17,1,843,Fistula stenosis dilation,2700,3105
17,1,844,Slow continuous Ultrafilteration,2250,2587.5
17,1,845,Percutaneous Nephrolithotomy (PCNL) - Unilateral,18000,20700
17,1,846,Percutaneous Nephrolithotomy (PCNL) - Bilateral,22500,25875
17,1,847,Endoscopic Bulking agent Inject,4050,4657.5
17,1,848,Testicular Biopsy,1759.5,2023.2
17,1,849,Radical Nephrectomy -Open,15525,17854.2
17,1,850,Radical Nephrectomy -Lap/Endoscopic,18630,21424.5
17,1,851,Radical Nephrectomy plus IV thrombus,20700,23805
17,1,852,Radical Nephrectomy plus IV thrombus plus cardiac bypass.,20700,23805
17,1,853,Vesicovaginal Fistula (VVF) Repair (Open),14400,16560
17,1,854,Vesicovaginal Fistula (VVF) Repair (Laparoscopic),19800,22770
17,1,855,Radical Cystectomy -Ileal conduit,15300,18000
17,1,856,Radical Cystectomy - continent diversion.,13500,15525
17,1,857,Radical Cystectomy – Neo bladder,16650,19147.5
17,1,858,Nephrectomy Simple -Open,9066.6,10426.5
