source_page,extracted_table_index,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),Non- NABH/Non-(cid:10)NABL Rates,NABH/NABL Rates
25,1,1271,Surface mould,4179.6,4806.9
25,1,1272,Gliadel Wafer,84510,97186.5
25,1,,NUCLEAR MEDICINE / CHEMOTHERAPY,,
25,1,1273,Neoadjuvant,776.7,892.8
25,1,1274,Adjuvant,776.7,892.8
25,1,1275,Concurrent-chemoradiation,828,952.2
25,1,1276,Single drug,496.8,571.5
25,1,1277,Multiple drugs,807.3,928.8
25,1,1278,Targeted therapy,828,952.2
25,1,1279,Chemoport facility,828,952.2
25,1,1280,PICC line (peripherally inserted Central Cannulisation),828,952.2
25,1,,LIST OF PROCEDURES/ TESTS ING(cid:10)ASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,,
25,1,1281,Upper GI Endoscopy + Lower GI Endoscopy,1552.5,1785.6
25,1,1282,Diagnostic endoscopy,225,259.2
25,1,1283,Endoscopic biopsy,310.5,357.3
25,1,1284,Endoscopic mucosal resection,1388.7,1633.5
25,1,1285,Oesophageal stricture dilatation,1552.5,1785.6
25,1,1286,Balloon dilatation of achalasia cardia,2587.5,2975.4
25,1,1287,Foreign body removal,1552.5,1785.6
25,1,1288,Oesophageal stenting,2700,3105
25,1,1289,Band ligation of oesophageal varices,2250,2587.5
25,1,1290,Sclerotherapy of oesophageal varices,2250,2587.5
25,1,1291,Glue injection of varices,2250,2587.5
25,1,1292,Argon plasma coagulation,3622.5,4166.1
25,1,1293,Pyloric balloon dilatation,2173.5,2499.3
25,1,1294,Enteranal stenting,3312,3808.8
25,1,1295,Duodenal stricture dilation,891,1025.1
25,1,1296,Single balloon enterocopy,3600,4140
25,1,1297,Double balloon enteroscopy,3150,3622.5
25,1,1298,Capsule endoscopy,4455,5123.7
25,1,1299,Piles banding,989.1,1137.6
25,1,1300,Colonic stricture dilatation,2463.3,2833.2
25,1,1301,Hot biopsy forceps procedures,2700,3105
25,1,1302,Colonic stenting,2463.3,2833.2
25,1,1303,Junction biopsy,1800,2070
25,1,1304,Conjugal microscopy,3600,4140
25,1,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),,
26,1,1305,Endoscopic sphincterotomy,2173.5,2499.3
26,1,1306,CBD stone extraction,2173.5,2499.3
26,1,1307,CBD stricture dilatation,5850,6727.5
26,1,1308,Biliary stenting (plastic and metallic),4347,4999.5
26,1,1309,Mechanical lithotripsy of CBD stones,7200,8280
26,1,1310,Pancreatic sphincterotomy,5737.5,6750
26,1,1311,Pancreatic stricture dilatation,5175,5951.7
26,1,1312,Pancreatic stone extraction,9088.2,10451.7
26,1,1313,Mechanical lithotripsy of pancreatic stones,10246.5,11783.7
26,1,1314,Endoscopic cysto gastrostomy,7245,8332.2
26,1,1315,Balloon dilatation of papilla,6210,7141.5
26,1,1316,Ultrasound guided FNAC,517.5,594.9
26,1,1317,Ultrasound guided abscess Drainage,648,745.2
26,1,1318,Percutaneous Transhepatic Biliary Drainage (PTBD),1035,1190.7
26,1,1319,Diagnostic angiography,1800,2070
26,1,1320,Vascular embolization,13590,15628.5
26,1,1321,Transjugular Intrahepatic Portosystemic Shunt (TIPS),4860,5589
26,1,1322,Inferior vena cava (IVC) Venography and Hepatic vein (HV) Venography,30790.8,35409.6
26,1,1323,Muscular stenting,87975,101171.7
26,1,1324,Balloon-occluded Retrograde Intravenous Obliteration (BRTO),51750,59512.5
26,1,1325,Portal haemodymic studies,1721.7,2025
26,1,1326,Manometry and PH metry,1450.8,1707.3
26,1,1327,Oesophageal PH metry,4500,5175
26,1,1328,Oesophageal manometry,4500,5175
26,1,1329,Small bowel manometry,6120,7200
26,1,1330,Anorectal manometry,6120,7200
26,1,1331,Colonic manometry,6885,8100
26,1,1332,Biliary manometry,6885,8100
26,1,1333,Sengstaken blackenesse tube tempode,2587.5,2975.4
26,1,1334,Lintas machles tube tempode,2587.5,2975.4
26,1,1335,Faecal / Fecal fat test/ fecal chymotrypsin/ fecal elastase,315,362.7
26,1,1336,Breath tests,270,310.5
26,1,1337,Extracorporeal Shortwave Lithotripsy (ESWL) (Select CGHS rate code 888 f,o1r9 5ap5p0roved rate),22483
26,1,1338,Liver biopsy,1242,1428.3
26,1,,NAME OF INVESTIGATION / DENTAL,,
26,1,1339,Dental IOPA X-ray,45,52.2
26,1,1340,Occlusal X-ray,70.2,81
26,1,1341,OPG X-ray,176.4,202.5
26,1,,NAME OF INVESTIGATION / PULMONARY,,
26,1,1342,Lung Ventilation & Perfusion Scan (V/Q Scan),3240,3726
26,1,1343,Lung Perfusion Scan,1800,2070
26,1,,NAME OF INVESTIGATION / OSTEOLOGY,,
26,1,1344,Whole Body Bone Scan with SPECT.,3078.9,3540.6
26,1,1345,Three phase whole body Bone Scan,3078.9,3540.6
26,1,,NAME OF INVESTIGATION / NEUROSCIENCES,,
26,1,1346,Brain Perfusion SPECT Scan with Technetium 99m(cid:10)radiopharmaceuticals.,8797.5,10116.9
26,1,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),,
26,1,1347,Radionuclide Cisternography for CSF leak,3366,3960
26,1,,NAME OF INVESTIGATION / GASTRO ANDH(cid:10)EPATOBILIARY,,
26,1,1348,Gastro esophageal Reflux Study (GER Study),1759.5,2023.2
26,1,1349,Gastro intestinal Bleed (GloB.) Study with Technetium 99m(cid:10)labeled RBCs.,3078.9,3540.6
26,1,1350,Hepatobiliary Scintigraphy.,2199.6,2529.9
26,1,1351,Meckel's Scan,1759.5,2023.2
26,1,1352,Hepatosplenic scintigraphy with Technetium-99m(cid:10)radiopharmaceuticals,1683,1980
27,1,1353,Gastric emptying,1147.5,1319.4
27,1,,NAME OF INVESTIGATION / GENITOURINARY,,
27,1,1354,Renal Cortical Scintigraphy with Technetium 99m Dimercaptosuccinic acid (,D30M78S.A9),3540.6
27,1,1355,Dynamic Renography.,3078.9,3540.6
27,1,1356,Dynamic Renography with Diuretic.,3078.9,3540.6
27,1,1357,Dynamic Renography with Captopril,1764,2028.6
27,1,1358,Testicular Scan,1319.4,1517.4
27,1,,NAME OF INVESTIGATION / ENDOCRINOLOGY,,
27,1,1359,Thyroid Uptake measurements with 131-Iodine.,1407.6,1619.1
27,1,1360,Thyroid Scan with Technetium 99m Pertechnetate.,1319.4,1517.4
27,1,1361,Iodine-131 Whole Body Scan,2639.7,3035.7
27,1,1362,Whole Body Scan with MIBG,15835.5,18210.6
27,1,1363,Parathyroid Scan,4399.2,5058.9
27,1,,NAME OF INVESTIGATION / RADIO-ISOTOPE THERAPY,,
27,1,1364,131-lodine Therapy,1377,1620
27,1,1365,131-lodine Therapy <15mCi,3468.6,3988.8
27,1,1366,131-lodine Therapy 15-50mCi,4460.4,5129.1
27,1,1367,131-lodine Therapy 51-100mCi,10800,12420
27,1,1368,131-lodine Therapy >100mCi,13500,15525
27,1,1369,Phosphorus-32 therapy for metastatic bone pain palliation,4500,5175
27,1,1370,Samarium-153 therapy for metastatic bone pain palliation,9405,10816.2
27,1,1371,Radiosynovectomy with Yttrium,19125,22500
27,1,,NAME OF INVESTIGATION / CARDIOLOGY,,
27,1,1372,Stress thallium / Myocardial Perfusion Scintigraphy,8505,9781.2
27,1,1373,Rest thallium / Myocardial Perfusion Scintigraphy,7200,8280
27,1,1374,Venography,2970,3415.5
27,1,1375,Treadmill Test (TMT),440.1,505.8
27,1,1376,Transoesophageal Echocardiography (TEE),440.1,505.8
27,1,1377,Lymph angiography,1451.7,1669.5
27,1,,NAME OF INVESTIGATION / TUMOUR IMAGING,,
27,1,1378,Scintimammography.,4320,4968
27,1,1379,Indium labelled octreotide Scan,65981.7,75879
27,1,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),,
27,1,,NAME OF INVESTIGATION / PET SCAN,,
27,1,1380,FDG Whole body PET / CT Scan,18475.2,21246.3
27,1,1381,Brain I Heart FDG PET / CT Scan,13196.7,15175.8
27,1,1382,Gallium-68 Peptide PET / CT imaging for NeuroendocrineT(cid:10)umor,13500,15525
27,1,,LABORATORY MEDICINE / CLINICAL PATHOLOGY,,
27,1,1383,"Urine routine- pH, Specific gravity, sugar, protein and(cid:10)microscopy",31.5,36
27,1,1384,Urine-Microalbumin,63,72.9
27,1,1385,Stool routine,31.5,36
27,1,1386,Stool occult blood,21.6,25.2
27,1,1387,Post coital smear examination,27,31.5
27,1,1388,Semen analysis,31.5,36
27,1,,LABORATORY MEDICINE / HAEMATOLOGY,,
27,1,1389,Haemoglobin (Hb),16.2,18.9
27,1,1390,Total Leucocytic Count (TLC),27.9,32.4
27,1,1391,Differential Leucocytic Count (DLC),27.9,32.4
27,1,1392,Erythrocyte Sedimentation Rate (ESR),22.5,26.1
27,1,1393,"Total Red Cell count with MCV,MCH,MCHC,DRW",28.8,33.3
27,1,1394,"Complete Haemogram/CBC, Hb,RBC count and indices,TLC, DLC, Platelet",",1 E2S1R.5, Peripheral smear examinati",o1n39.5
27,1,1395,Platelet count,43.2,49.5
27,1,1396,Reticulocyte count,43.2,49.5
28,1,1397,Absolute Eosinophil count (AEC),43.2,49.5
28,1,1398,Packed Cell Volume (PCV),11.7,13.5
28,1,1399,Peripheral Smear Examination,38.7,44.1
28,1,1400,Smear for Malaria parasite,36.9,42.3
28,1,1401,Bleeding Time,31.5,36
28,1,1402,Osmotic fragility Test,45,52.2
28,1,1403,Bone Marrow Smear Examination,63,72.9
28,1,1404,Bone Marrow Smear Examination with iron stain,225,259.2
28,1,1405,Bone Marrow Smear Examination and cytochemistry,396,455.4
28,1,1406,Activated partial ThromboplastinTime (APTT),91.8,105.3
28,1,1407,Rapid test for malaria(card test),39.6,45.9
28,1,1408,WBC cytochemistry for leukemia -Complete panel,99,114.3
28,1,1409,"Bleeding Disorder panel- PT, APTT, Thrombin Time(cid:10)Fibrinogen, D-Dimer/ F",ib3r6i0nogen Degradation Products (F,D4P1)4
28,1,1410,Factor Assays-Factor VIII,648,745.2
28,1,1411,Factor Assays-Factor IX,612,703.8
28,1,1412,Platelet Function test,45,52.2
28,1,1413,"Tests for hypercoagulable states- Protein C, Protein S,(cid:10)Antithrombin",360,414
28,1,1414,Tests for lupus anticoagulant,135,155.7
28,1,1415,"Tests for Antiphospholipid antibody IgG, IgM ( for(cid:10)cardiolipin and B2 Glycop",4ro5t0ein 1),517.5
28,1,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),,
28,1,1416,Thalassemia studies (Red Cell indices and Hb HPLC),504,579.6
28,1,1417,Tests for Sickling / Hb HPLC),69.3,80.1
28,1,,LABORATORY MEDICINE / BLOOD BANK,,
28,1,1418,Blood Group & RH Type,27,31.5
28,1,1419,Cross match,45,52.2
28,1,1420,Coomb’s Test Direct,81,93.6
28,1,1421,Coomb’s Test Indirect,90,103.5
28,1,1422,3 cell panel- antibody screening for pregnant female,153,180
28,1,1423,11 cells panel for antibody identification,153,180
28,1,1424,Hepatitis B surface antigen (HBsAg),91.8,108
28,1,1425,Hepatitis C virus (HCV),115.2,135
28,1,1426,Human immunodeficiency virus- HIV I and II,135,155.7
28,1,1427,Venereal Disease Research Laboratory test (VDRL),38.7,45
28,1,1428,RH Antibody titer,72,82.8
28,1,1429,Platelet Concentrate,50.4,57.6
28,1,1430,Random Donor Platelet(RDP)- (Select CGHS rate Code 1828 for approved r,a4te0)0,400
28,1,1431,Single Donor Platelet (SDP- Apheresis)- (Select CGHS rate Code 1830 for a,p1p1r0o0v0ed rate),11000
28,1,1432,Routine-H & E,81,93.6
28,1,1433,special stain,58.5,67.5
28,1,1434,Immunohistochemistry(IHC),675,776.7
28,1,1435,Frozen section,702,807.3
28,1,1436,Paraffin section,308.7,354.6
28,1,,LABORATORY MEDICINE / CYTOLOGY,,
28,1,1437,Pap Smear,135,155.7
28,1,1438,Body fluid for Malignant cells,135,155.7
28,1,1439,Fine Needle Aspiration Cytology (FNAC),180,207
28,1,,NAME OF INVESTIGATION / FLOW CYTOMETRY,,
28,1,1440,Leukemia panel /Lymphoma panel,1382.4,1589.4
28,1,1441,"Paroxysmal Nocturnal Hemoglobinuria (PNH) Panel-CD55,CD59",900,1035
28,1,,LABORATORY MEDICINE / CYTOGENETIC STUDIES,,
28,1,1442,Karyotyping (Select CGHS rate code 677 for approved rate),720,828
28,1,1443,Fluorescent in situ hybridization (FISH),450,517.5
28,1,,LABORATORY MEDICINE / BIO-CHEMISTRY,,
28,1,1444,Blood Glucose Random,21.6,25.2
29,1,1445,"24 hrs urine for Proteins,Sodium, creatinine",45,52.2
29,1,1446,Blood Urea Nitrogen,48.6,55.8
29,1,1447,Serum Creatinine,49.5,56.7
29,1,1448,Urine Bile Pigment and Salt,22.5,26.1
29,1,1449,Urine Urobilinogen,18,20.7
29,1,1450,Urine Ketones,27,31.5
29,1,1451,Urine Occult Blood,31.5,36
29,1,1452,Urine total proteins,16.2,18.9
29,1,1453,Rheumatoid Factor / Rh Factor test,90,103.5
29,1,1454,Bence Jones protein,42.3,48.6
29,1,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),,
29,1,1455,Serum Uric Acid,49.5,56.7
29,1,1456,Serum Bilirubin total & direct,72,82.8
29,1,1457,Serum Iron,81,93.6
29,1,1458,C-reactive Protein (CRP),90,103.5
29,1,1459,C-reactive Protein (CRP) Quantitative,144,165.6
29,1,1460,"Body fluid (CSF/Ascitic Fluid etc.)Sugar, Protein etc.",81,93.6
29,1,1461,Albumin.,16.2,18.9
29,1,1462,Creatinine clearance.,72,82.8
29,1,1463,Serum Cholesterol,55.8,63.9
29,1,1464,Total Iron Binding Capacity (TIBC),72,82.8
29,1,1465,Glucose (Fasting & PP),42.3,48.6
29,1,1466,Serum Calcium –Total,54,62.1
29,1,1467,Serum Calcium –Ionic,39.6,45.9
29,1,1468,Serum Phosphorus,54,62.1
29,1,1469,Total Protein Alb/Glo Ratio,45,52.2
29,1,1470,Immunoglobulin G (IgG),225,259.2
29,1,1471,Immunoglobulin M(IgM),225,259.2
29,1,1472,Immunoglobulin A(IgA),225,259.2
29,1,1473,Antinuclear antibody (ANA),180,207
29,1,1474,Anti-double stranded DNA (anti-dsDNA),315,362.7
29,1,1475,Serum glutamic pyruvic transaminase (SGPT) / Alanine Aminotransferase (A,4L9T.5),56.7
29,1,1476,Serum Glutamic oxaloacetic transaminase (SGOT) / Aspartate Aminotransfe,r4as9e.5 (AST),56.7
29,1,1477,Serum amylase,105.3,121.5
29,1,1478,Serum Lipase,117,135
29,1,1479,Serum Lactate,64.8,74.7
29,1,1480,Serum Magnesium,90,103.5
29,1,1481,Serum Sodium,45,52.2
29,1,1482,Serum Potassium,45,52.2
29,1,1483,Serum Ammonia,90,103.5
29,1,1484,Anemia Profile,183.6,216
29,1,1485,Serum Testosterone,135,155.7
29,1,1486,Imprint Smear From Endoscopy,216,248.4
29,1,1487,Triglycerides,67.5,77.4
29,1,1488,Glucose Tolerance Test (GTT),81,93.6
29,1,1489,Triple Marker.,720,828
29,1,1490,Creatine Phosphokinase (CPK)/Creatine Kinase (CK),90,103.5
29,1,1491,Foetal Haemoglobin (HbF),76.5,90
29,1,1492,Prothrombin Time (PT),99,114.3
29,1,1493,Lactate dehydrogenase (LDH),90,103.5
29,1,1494,Alkaline Phosphatase,54,62.1
29,1,1495,Acid Phosphatase,70.2,81
29,1,1496,CPK MB/CK MB,171,197.1
29,1,1497,CK MB Mass/CPK MB Mass,126,144.9
30,1,1498,Troponin I,90,103.5
30,1,1499,Troponin T,540,621
30,1,1500,Glucose-6-Phosphate Dehydrogenase (G6PD),90,103.5
30,1,1501,Lithium.,117,135
30,1,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),,
30,1,1502,Dilantin (phenytoin).,360,414
30,1,1503,Carbamazepine.,360,414
30,1,1504,Valproic acid.,270,310.5
30,1,1505,Ferritin (Select CGHS rate code 1517 for approved rate),90,103.5
30,1,1506,Blood gas analysis / Arterial Blood Gas (ABG),108,124.2
30,1,1507,Blood gas analysis / Arterial Blood Gas (ABG) with electrolytes,414,476.1
30,1,1508,Urine pregnancy test,58.5,67.5
30,1,1509,Tests for Antiphospholipid antibodies syndrome.,252,289.8
30,1,1510,Glycosylated Haemoglobin (HbA1c),117,135
30,1,1511,Haemoglobin Electrophoresis/ Hb HPLC (Select CGHS rate code 1417 for a,p6p9r.3oved rate),80.1
30,1,1512,Kidney Function Test (KFT),202.5,233.1
30,1,1513,Liver Function Test (LFT),202.5,233.1
30,1,1514,"Lipid Profile. (Total cholesterol, LDL, HDL, Triglycerides)",180,207
30,1,,Nutritional Markers,,
30,1,1515,Serum Iron,81,93.6
30,1,1516,Total Iron Binding Capacity (Select CGHS rate code 1464 for approved rate),72,82.8
30,1,1517,Serum Ferritin,90,103.5
30,1,1518,Vitamin B12 assay.,225,259.2
30,1,1519,Folic Acid assay.,270,310.5
30,1,1520,"Extended Lipid Profile. (Total cholesterol, LDL, HDL, Triglycerides Apo A1","5,A35p.o5 B,Lp (a) )",615.6
30,1,1521,Apolipoprotein A1 (ApoA1),180,207
30,1,1522,Apolipoprotein B (Apo B),179.1,206.1
30,1,1523,Lipoprotein A / Lp A,400.5,460.8
30,1,1524,"CD 3,4 and 8 counts",153,180
30,1,1525,"CD 3,4 and 8 percentage",153,180
30,1,1526,Low density lipoprotein (LDL),55.8,63.9
30,1,1527,Homocysteine.,360,414
30,1,1528,Haemoglobin (Hb) Electrophoresis/ (Select CGHS rate code 1417 for appro,v6e9d. 3rate),80.1
30,1,1529,Serum Electrophoresis.,198,227.7
30,1,1530,Fibrinogen.,148.5,171
30,1,1531,Chloride.,54,62.1
30,1,1532,Magnesium.,135,155.7
30,1,1533,Gamma-Glutamyl Transpeptidase (GGTP),81,93.6
30,1,1534,Lipase.,215.1,247.5
30,1,1535,Fructosamine.,180,207
30,1,1536,Beta 2 microglobulin (B2M) /β2 microglobulin,81,93.6
30,1,1537,Catecholamines.,945,1087.2
30,1,1538,Creatinine clearance.,108,124.2
30,1,,NAME OF INVESTIGATION / TUMOUR MARKERS,,
30,1,1539,Prostate Specific antigen (PSA)- Total.,280.8,323.1
30,1,1540,Prostate-specific antigen (PSA) - Free.,337.5,387.9
30,1,1541,Alpha Fetoprotein (AFP),270,310.5
30,1,1542,Human chorionic gonadotropin (HCG),260.1,298.8
30,1,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),,
30,1,1543,Cancer Antigen 125 (CA 125),351.9,405
30,1,1544,Cancer Antigen 19.9 (CA 19.9),554.4,637.2
30,1,1545,Cancer Antigen 15.3 (CA 15.3),504,579.6
30,1,1546,Vanillylmandelic Acid (VMA),315,362.7
30,1,1547,Calcitonin,450,517.5
31,1,1548,Carcinoembryonic Antigen (CEA),306,351.9
31,1,,OTHERS,,
31,1,1549,Immunofluorescence,135,155.7
31,1,1550,Direct(Skin and kidney Disease),382.5,450
31,1,1551,Indirect (antids DNA Anti Smith ANCA),382.5,450
31,1,1552,Calcidiol / 25-hydroxycholecalciferol / Vitamin D3 assay (Vit D3),495,569.7
31,1,1553,Serum Protein electrophoresis with(cid:10)immunofixation electrophoresis (IFE),270,310.5
31,1,1554,BETA-2 Microglobulin assay (Select CGHS rate code 1536 for approved rat,e0).9,0.9
31,1,1555,Anti-Cyclic Citrullinated Peptide (Anti CCP),405,466.2
31,1,1556,Anti-tissue Transglutaminase antibody (Anti TTG Antibody),382.5,450
31,1,,HORMONES,,
31,1,1557,Serum Erythropoetin,382.5,450
31,1,1558,Adrenocorticotropic Hormone (ACTH),450,517.5
31,1,1559,"T3, T4, TSH",180,207
31,1,1560,Triiodothyronine- T3,57.6,67.5
31,1,1561,Tetraiodothyronine T4,57.6,67.5
31,1,1562,Thyroid stimulating hormone (TSH),81,93.6
31,1,1563,Luteinizing hormone (LH),135,155.7
31,1,1564,Follicle stimulating hormone (FSH),135,155.7
31,1,1565,Prolactin,135,155.7
31,1,1566,Cortisol,225,259.2
31,1,1567,PTH(Paratharmone),450,517.5
31,1,1568,C-Peptide (C Peptide / Connecting Peptide),297,342
31,1,1569,Insulin.,135,155.7
31,1,1570,Progesterone.,202.5,233.1
31,1,1571,17 Hydroxyprogesterone (17 OH Progesterone),396,455.4
31,1,1572,Dehydroepiandrosterone sulfate (DHEAS),396,455.4
31,1,1573,Androstenedione,540,621
31,1,1574,Growth Hormone.,306,351.9
31,1,,LABORATORY/ MEDICINE/CLINICAL PATHOLOGY,,
31,1,1575,Thyroid peroxidase antibody (TPO),270,310.5
31,1,1576,Throglobulin.,270,310.5
31,1,1577,Hydatic Serology.,286.2,336.6
31,1,1578,Anti Sperm Antibodies.,342,393.3
31,1,1579,Hepatitis B Virus (HBV) DNA Qualitative,1800,2070
31,1,1580,Hepatitis B Virus (HBV) DNA Quantitative.,1350,1552.5
31,1,1581,Hepatitis C Virus (HCV) RNA Qualitative.,1521.9,1750.5
31,1,1582,Human papillomaviruse (HPV) Serology,196.2,225.9
31,1,1583,Rota Virus serology,117,135
31,1,1584,PCR for Tuberculosis (TB),810,931.5
31,1,1585,PCR for Human immunodeficiency virus (HIV),540,621
31,1,1586,Chlamydae antigen,765,880.2
31,1,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),,
31,1,1587,Chlamydae antibody,214.2,252
31,1,1588,Brucella serology,207,238.5
31,1,1589,Influenza A serology,848.7,975.6
31,1,,"USG, X-RAY , CT, MRI, BONE DENSITOMETRY",,
31,1,1590,USG for Obstetrics - Anomalies scan,770,886
31,1,1591,Abdomen USG,290.7,342
31,1,1592,"Pelvic USG ( prostate, gynae, infertility etc)",229.5,270
31,1,1593,"Small parts USG ( scrotum, thyroid , parathyroid etc)",314.1,369
31,1,1594,Neonatal head (Tranfontanellar),382.5,440.1
31,1,1595,Neonatal spine,450,517.5
31,1,1596,Contrast enhanced USG,810,931.5
32,1,1597,USG Breast,314.1,369
32,1,1598,USG Hysterosalpingography (HSG),229.5,270
32,1,1599,Carotid Doppler,765,900
32,1,1600,Arterial Colour Doppler,635.4,747
32,1,1601,Venous Colour Doppler,635.4,747
32,1,1602,"Colour Doppler, renal arteries/any other organ",720,828
32,1,1603,USG guided intervention- FNAC,441,507.6
32,1,1604,USG guided intervention - biopsy,648,745.2
32,1,1605,USG guided intervention - nephrostomy,720,828
32,1,,X-Ray,,
32,1,1606,Abdomen AP Supine or Erect (One film),115.2,135
32,1,1607,Abdomen Lateral view (one film),115.2,135
32,1,1608,Chest PA view (one film),54,63
32,1,1609,Chest Lateral (one film),54,63
32,1,1610,"Mastoids: Towne view, oblique views (3 films)",225,259.2
32,1,1611,"Extremities, bones & Joints AP & Lateral views (Two films)",229.5,270
32,1,1612,Pelvis AP (one film),99,114.3
32,1,1613,Temporomandibular (TM) Joints (one film),99,114.3
32,1,1614,Abdomen & Pelvis for KUB,115.2,135
32,1,1615,Skull AP & Lateral (2 films),229.5,270
32,1,1616,Spine AP & Lateral (2 films),225,259.2
32,1,1617,PNS view (1 film),99,114.3
32,1,,X-ray CONTRAST STUDIES,,
32,1,1618,Barium Swallow,459,540
32,1,1619,Barium Upper GI study,720,828
32,1,1620,Barium Upper GI study (Double contrast),841.5,990
32,1,1621,Barium Meal follow through,841.5,990
32,1,1622,Barium Enema (Single contrast/double contrast),765,900
32,1,1623,Small bowel enteroclysis,918,1080
32,1,1624,ERCP (Endoscopic Retrograde Cholangio – Pancreatography),2250,2587.5
32,1,1625,General:Fistulography / Sinography/Sialography /Dacrocystography/ T-Tube,5ch7o4l.a2ngiogram /Nephrostogram,675
32,1,1626,Percutaneous transhepatic cholangiography (PTC),1296,1490.4
32,1,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),,
32,1,1627,Intravenous Pyelography (IVP),1071,1260
32,1,1628,Micturating Cystourethrography (MCU),612,720
32,1,1629,Retrograde Urethrography (RGU),612,720
32,1,1630,Contrast Hystero-Salpingography (HSG),918,1080
32,1,1631,X-ray Arthrography,630,724.5
32,1,1632,Cephalography,135,155.7
32,1,1633,Myelography,2475,2846.7
32,1,1634,Diagnostic Digital Subtraction Angiography (DSA),1574.1,1809.9
32,1,,MAMMOGRAPHY,,
32,1,1635,X-ray Mammography,283.5,333
32,1,1636,MRI Mammography,2295,2700
32,1,,Computed Tomography (CT) Scan,,
32,1,1637,CT Scan Head-Without Contrast,810,931.5
32,1,1638,CT Scan Head- with Contrast -With Contrast including CT angiography,1215,1397.7
32,1,1639,CT Scan Chest - without contrast (for lungs),1530,1800
32,1,1640,CT Scan Lower Abdomen (incl. Pelvis) With Contrast,1530,1759.5
32,1,1641,CT Scan Lower Abdomen (Incl. Pelvis) Without Contrast,1350,1552.5
32,1,1642,CT Scan Whole Abdomen Without Contrast,2700,3105
32,1,1643,CT Scan Whole Abdomen With Contrast,4050,4657.5
32,1,1644,Triple Phase CT abdomen,4050,4657.5
32,1,1645,CT Scan angiography abdomen/ Chest,4050,4657.5
33,1,1646,CT Scan Enteroclysis,5400,6210
33,1,1647,CT Scan Neck – Without Contrast,1350,1552.5
33,1,1648,CT Scan Neck – With Contrast,1683,1980
33,1,1649,CT Scan Orbits - Without Contrast,1071,1260
33,1,1650,CT Scan Orbits - With Contrast,1453.5,1710
33,1,1651,CT Scan of Para Nasal Sinuses- Without Contrast,810,931.5
33,1,1652,CT Scan of Para Nasal Sinuses - With Contrast,1440,1656
33,1,1653,"CT Scan Spine (Cervical, Dorsal, Lumbar, Sacral)–without Contrast",1350,1552.5
33,1,1654,CT Scan Temporal bone – without contrast,803.7,945
33,1,1655,CT Scan- Dental,1147.5,1350
33,1,1656,CT Scan Limbs -Without Contrast,1530,1800
33,1,1657,CT Scan Limbs -With Contrast including CT angiography,2027.7,2385
33,1,1658,CT Guided intervention –FNAC,1080,1242
33,1,1659,CT Guided Trucut Biopsy,1080,1242
33,1,1660,CT Guided intervention -percutaneous catheter drainage/tube placement,1174.5,1381.5
33,1,,MRI,,
33,1,1661,MRI Head – Without Contrast,1798.2,2115
33,1,1662,MRI Head – With Contrast,2563.2,3015
33,1,1663,MRI Orbits – Without Contrast,1300.5,1530
33,1,1664,MRI Orbits – With Contrast,1800,2070
33,1,1665,MRI Nasopharynx and PNS – Without Contrast,2205,2536.2
33,1,1666,MRI Nasopharynx and PNS – With Contrast,3150,3622.5
33,1,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),,
33,1,1667,MR for Salivary Glands with Sialography,2700,3105
33,1,1668,MRI Neck - Without Contrast,2700,3105
33,1,1669,MRI Neck- with contrast,4500,5175
33,1,1670,MRI Shoulder – Without contrast,1800,2070
33,1,1671,MRI Shoulder – With conntrast,2340,2700
33,1,1672,MRI shoulder both Joints - Without contrast,2700,3105
33,1,1673,MRI Shoulder both joints – With contrast,3600,4140
33,1,1674,MRI Wrist Single joint - Without contrast,1912.5,2250
33,1,1675,MRI Wrist Single joint - With contrast,3600,4140
33,1,1676,MRI Wrist both joints - Without contrast,1912.5,2250
33,1,1677,MRI Wrist Both joints - With contrast,4500,5175
33,1,1678,MRI knee Single joint - Without contrast,1912.5,2250
33,1,1679,MRI knee Single joint - With contrast,4500,5175
33,1,1680,MRI knee both joints - Without contrast,1912.5,2250
33,1,1681,MRI knee both joints - With contrast,4500,5175
33,1,1682,MRI Ankle Single joint - Without contrast,1912.5,2250
33,1,1683,MRI Ankle single joint - With contrast,4500,5175
33,1,1684,MRI Ankle both joints - With contrast,4500,5175
