scheme_code,hospital_id,hospital_name,aliases,state,district,city,address,hospital_type,empanelment_type,empanelment_status,specialities,source,last_updated
PMJAY,HOSP36G161109,PHC-MAIDARAM,PHC-MAIDARAM,TELANGANA,PEDDAPALLI,PEDDAPALLI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161110,PHC-MAILARDEV PALLY,PHC-MAILARDEV PALLY,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161111,PHC-MAILARDEV PALLY,PHC-MAILARDEV PALLY,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161112,PHC-MAMADA,PHC-MAMADA,TELANGANA,Nirmal,Nirmal,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161113,PHC-MAHAGAON,PHC-MAHAGAON,TELANGANA,Nirmal,Nirmal,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161114,PHC-MALKAPUR,PHC-MALKAPUR,TELANGANA,JANGOAN,JANGOAN,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161115,UPHC-Musheerabad,UPHC-Musheerabad,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161116,UPHC-Niloufer,UPHC-Niloufer,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161117,UPHC-OLD MANCHERIAL,UPHC-OLD MANCHERIAL,TELANGANA,MANCHERIAL,MANCHERIAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161118,UPHC-PALEM,UPHC-PALEM,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161119,UPHC-PANAGAL,UPHC-PANAGAL,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161120,UPHC-SHAMSHEERNAGAR,UPHC-SHAMSHEERNAGAR,TELANGANA,MANCHERIAL,MANCHERIAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161121,UPHC-SHIVARAMPALLY,UPHC-SHIVARAMPALLY,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161122,UPHC-Shalivahana Nagar,UPHC-Shalivahana Nagar,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161123,UPHC-Shanti Nagar,UPHC-Shanti Nagar,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161124,UPHC-Shayampet,UPHC-Shayampet,TELANGANA,WARANGAL RURAL,WARANGAL RURAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161125,UPHC-Showkath Nagar,UPHC-Showkath Nagar,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161126,PHC-PEDDAKODAPGAL,PHC-PEDDAKODAPGAL,TELANGANA,KAMAREDDY,KAMAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161127,PHC-SIDDAPUR,PHC-SIDDAPUR,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161128,PHC-TEEGALAVENI,PHC-TEEGALAVENI,TELANGANA,MAHABUBABAD,MAHABUBABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161129,PHC-POCHAMPALLY,PHC-POCHAMPALLY,TELANGANA,YADADRI BHUVANAGIRI,YADADRI BHUVANAGIRI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161130,PHC-MALCHELMA,PHC-MALCHELMA,TELANGANA,SANGAREDDY,SANGAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161131,PHC-MALDAKAL,PHC-MALDAKAL,TELANGANA,JOGULAMBA GADWAL,JOGULAMBA GADWAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161132,PHC-MANNANUR,PHC-MANNANUR,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161133,PHC-MATOORPETA,PHC-MATOORPETA,TELANGANA,KHAMMAM,KHAMMAM,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161134,PHC-MATTAMPALLY,PHC-MATTAMPALLY,TELANGANA,SURYAPET,SURYAPET,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161135,UPHC-NAGOLE,UPHC-NAGOLE,TELANGANA,MEDCHAL MALKAJGIRI,MEDCHAL MALKAJGIRI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161136,PHC-QUTHBULLAPUR,PHC-QUTHBULLAPUR,TELANGANA,MEDCHAL MALKAJGIRI,MEDCHAL MALKAJGIRI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161137,PHC-RAJAPET,PHC-RAJAPET,TELANGANA,YADADRI BHUVANAGIRI,YADADRI BHUVANAGIRI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161138,PHC-MANDHAMARRI,PHC-MANDHAMARRI,TELANGANA,MANCHERIAL,MANCHERIAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161139,PHC-MANIKONDA,PHC-MANIKONDA,TELANGANA,MAHABUBNAGAR,MAHABUBNAGAR,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161140,PHC-MUTHARAM(MNT),PHC-MUTHARAM(MNT),TELANGANA,PEDDAPALLI,PEDDAPALLI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161141,PHC-MALYALA,PHC-MALYALA,TELANGANA,MAHABUBABAD,MAHABUBABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161142,PHC-SARDANA,PHC-SARDANA,TELANGANA,MEDAK,MEDAK,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161143,PHC-MARIPEDA,PHC-MARIPEDA,TELANGANA,MAHABUBABAD,MAHABUBABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161144,PHC-MARKOOK,PHC-MARKOOK,TELANGANA,SIDDIPET,SIDDIPET,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161145,PHC-MATHMAL,PHC-MATHMAL,TELANGANA,KAMAREDDY,KAMAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161146,PHC-MELLACHERVU,PHC-MELLACHERVU,TELANGANA,SURYAPET,SURYAPET,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161147,PHC-MENDORA,PHC-MENDORA,TELANGANA,NIZAMABAD,NIZAMABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161148,PHC-MIRDODDI,PHC-MIRDODDI,TELANGANA,SIDDIPET,SIDDIPET,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161149,PHC-MIRZAPUR,PHC-MIRZAPUR,TELANGANA,SANGAREDDY,SANGAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161150,PHC-MOINABAD,PHC-MOINABAD,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161151,PHC-MUDAKPALLY,PHC-MUDAKPALLY,TELANGANA,NIZAMABAD,NIZAMABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161153,PHC-MUDIGONDA,PHC-MUDIGONDA,TELANGANA,KHAMMAM,KHAMMAM,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161154,UPHC-NANDANAVANAM,UPHC-NANDANAVANAM,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161156,PHC-MANOOR,PHC-MANOOR,TELANGANA,SANGAREDDY,SANGAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161157,PHC-MEDIPALLI,PHC-MEDIPALLI,TELANGANA,Jagitial,Jagitial,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161158,PHC-MANOPAD,PHC-MANOPAD,TELANGANA,JOGULAMBA GADWAL,JOGULAMBA GADWAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161160,PHC-MIDIJIL,PHC-MIDIJIL,TELANGANA,MAHABUBNAGAR,MAHABUBNAGAR,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161161,PHC-MOGUDAMPALLY,PHC-MOGUDAMPALLY,TELANGANA,SANGAREDDY,SANGAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161162,PHC-MEDAPALLY,PHC-MEDAPALLY,TELANGANA,WARANGAL URBAN,WARANGAL URBAN,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161163,PHC-MUZIGI,PHC-MUZIGI,TELANGANA,Nirmal,Nirmal,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161164,PHC-Mallapur,PHC-Mallapur,TELANGANA,Jagitial,Jagitial,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161165,PHC-Mallial,PHC-Mallial,TELANGANA,Jagitial,Jagitial,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161166,PHC-NAVALGA,PHC-NAVALGA,TELANGANA,VIKARABAD,VIKARABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161167,PHC-NERELLA,PHC-NERELLA,TELANGANA,RAJANNA SIRCILLA,RAJANNA SIRCILLA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161168,PHC-Narsapur t,PHC-Narsapur t,TELANGANA,ADILABAD,ADILABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161169,PHC-MOHAMMADBAD,PHC-MOHAMMADBAD,TELANGANA,MAHABUBNAGAR,MAHABUBNAGAR,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161170,PHC-MOMINPET,PHC-MOMINPET,TELANGANA,VIKARABAD,VIKARABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161171,PHC-MOSRA,PHC-MOSRA,TELANGANA,NIZAMABAD,NIZAMABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161172,PHC-MOTHEY,PHC-MOTHEY,TELANGANA,SURYAPET,SURYAPET,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161173,PHC-NANDIGAM,PHC-NANDIGAM,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161174,PHC-NANGNOOR,PHC-NANGNOOR,TELANGANA,SIDDIPET,SIDDIPET,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161176,PHC-NARKATPALLY,PHC-NARKATPALLY,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161177,PHC-NARKUDA PHC,PHC-NARKUDA PHC,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161178,PHC-NARMETTA,PHC-NARMETTA,TELANGANA,JANGOAN,JANGOAN,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161179,PHC-NARSAPUR G,PHC-NARSAPUR G,TELANGANA,Nirmal,Nirmal,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161180,PHC-SHARAJIPET,PHC-SHARAJIPET,TELANGANA,YADADRI BHUVANAGIRI,YADADRI BHUVANAGIRI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161181,PHC-TEKMAL,PHC-TEKMAL,TELANGANA,MEDAK,MEDAK,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161182,UPHC-PRAKASHNAGAR,UPHC-PRAKASHNAGAR,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161183,UPHC-Pan Bazar,UPHC-Pan Bazar,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161184,UPHC-Panipura,UPHC-Panipura,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161185,UPHC-Panjesha-I,UPHC-Panjesha-I,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161187,UPHC-PATANCHERU,UPHC-PATANCHERU,TELANGANA,SANGAREDDY,SANGAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161188,UPHC-PeddammagaddaI,UPHC-PeddammagaddaI,TELANGANA,WARANGAL RURAL,WARANGAL RURAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161190,UPHC-RAMNAGAR,UPHC-RAMNAGAR,TELANGANA,Nirmal,Nirmal,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161192,PHC-THOTAPALLY,PHC-THOTAPALLY,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161193,UPHC-BODUPPAL,UPHC-BODUPPAL,TELANGANA,MEDCHAL MALKAJGIRI,MEDCHAL MALKAJGIRI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161194,UPHC-Punjagutta,UPHC-Punjagutta,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161195,UPHC-RAJEEVNAGAR,UPHC-RAJEEVNAGAR,TELANGANA,MANCHERIAL,MANCHERIAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161196,"UPHC-RAJEEVNAGAR,KAMAREDDY","UPHC-RAJEEVNAGAR,KAMAREDDY",TELANGANA,KAMAREDDY,KAMAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161197,UPHC-RAMAIAHBOWLI,UPHC-RAMAIAHBOWLI,TELANGANA,MAHABUBNAGAR,MAHABUBNAGAR,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161198,UPHC-SERILINGAMPALLY,UPHC-SERILINGAMPALLY,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161199,PHC-THURKAPALLY,PHC-THURKAPALLY,TELANGANA,YADADRI BHUVANAGIRI,YADADRI BHUVANAGIRI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161200,UPHC-Sulthan Bazar,UPHC-Sulthan Bazar,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161201,UPHC-Taramaidan,UPHC-Taramaidan,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161202,UPHC-Teegalkunta,UPHC-Teegalkunta,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161203,UPHC-Uppuguda,UPHC-Uppuguda,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161204,PHC-VALIGONDA,PHC-VALIGONDA,TELANGANA,YADADRI BHUVANAGIRI,YADADRI BHUVANAGIRI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161205,UPHC-Panjesha-II,UPHC-Panjesha-II,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161206,UPHC-Puranapool-I,UPHC-Puranapool-I,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161207,UPHC-RANGASHAIPET,UPHC-RANGASHAIPET,TELANGANA,WARANGAL URBAN,WARANGAL URBAN,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161209,UPHC-SAPTHAGIRI COLONY,UPHC-SAPTHAGIRI COLONY,TELANGANA,KARIMNAGAR,KARIMNAGAR,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161210,UPHC-VENKATESHWARA NAGAR,UPHC-VENKATESHWARA NAGAR,TELANGANA,KHAMMAM,KHAMMAM,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161211,UPHC-VINAYAKNAGAR,UPHC-VINAYAKNAGAR,TELANGANA,MEDCHAL MALKAJGIRI,MEDCHAL MALKAJGIRI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161212,UPHC-Yakutpura-I,UPHC-Yakutpura-I,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161213,UPHC-Yakutpura-II,UPHC-Yakutpura-II,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161214,UPHC-ZAHEERABAD,UPHC-ZAHEERABAD,TELANGANA,SANGAREDDY,SANGAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161215,PHC-VARKATAPALLY,PHC-VARKATAPALLY,TELANGANA,YADADRI BHUVANAGIRI,YADADRI BHUVANAGIRI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161216,PHC-VEMULAKONDA,PHC-VEMULAKONDA,TELANGANA,YADADRI BHUVANAGIRI,YADADRI BHUVANAGIRI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161217,PHC-YADAGIRIGUTTA,PHC-YADAGIRIGUTTA,TELANGANA,YADADRI BHUVANAGIRI,YADADRI BHUVANAGIRI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161218,PHC-YEDAPALLY,PHC-YEDAPALLY,TELANGANA,NIZAMABAD,NIZAMABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161220,UPHC-Azampura,UPHC-Azampura,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161221,UPHC-Esamia Bazar,UPHC-Esamia Bazar,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161222,PHC-MUNAGALA,PHC-MUNAGALA,TELANGANA,SURYAPET,SURYAPET,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161223,PHC-MUNIPALLY,PHC-MUNIPALLY,TELANGANA,SANGAREDDY,SANGAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161224,PHC-MUNUGODE,PHC-MUNUGODE,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161225,PHC-NAGASAMUNDER,PHC-NAGASAMUNDER,TELANGANA,VIKARABAD,VIKARABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161226,PHC-Mahamutharam,PHC-Mahamutharam,TELANGANA,JAYASHANKAR BHUPALAPALLY,JAYASHANKAR BHUPALAPALLY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161227,PHC-Mangapeta,PHC-Mangapeta,TELANGANA,BHADRADRI KOTHAGUDEM,BHADRADRI KOTHAGUDEM,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161228,PHC-Mogullapally,PHC-Mogullapally,TELANGANA,JAYASHANKAR BHUPALAPALLY,JAYASHANKAR BHUPALAPALLY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161229,PHC-Mulkanur,PHC-Mulkanur,TELANGANA,WARANGAL RURAL,WARANGAL RURAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161230,PHC-NAGARAM,PHC-NAGARAM,TELANGANA,SURYAPET,SURYAPET,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161231,PHC-NAGIREDDYPET,PHC-NAGIREDDYPET,TELANGANA,KAMAREDDY,KAMAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161232,PHC-NASPUR,PHC-NASPUR,TELANGANA,MANCHERIAL,MANCHERIAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161233,PHC-NALLABELLY,PHC-NALLABELLY,TELANGANA,WARANGAL URBAN,WARANGAL URBAN,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161234,PHC-NAMPALLY,PHC-NAMPALLY,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161235,PHC-NIZAMPET,PHC-NIZAMPET,TELANGANA,SANGAREDDY,SANGAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161236,PHC-OBULKESHWAPUR,PHC-OBULKESHWAPUR,TELANGANA,JANGOAN,JANGOAN,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161237,PHC-NARSINGHI,PHC-NARSINGHI,TELANGANA,MEDAK,MEDAK,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161238,PHC-NAWABPET,PHC-NAWABPET,TELANGANA,MAHABUBNAGAR,MAHABUBNAGAR,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161239,UPHC-BHONGIR,UPHC-BHONGIR,TELANGANA,YADADRI BHUVANAGIRI,YADADRI BHUVANAGIRI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161240,PHC-NAWABPET,PHC-NAWABPET,TELANGANA,VIKARABAD,VIKARABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161241,PHC-NEREDUCHERLA,PHC-NEREDUCHERLA,TELANGANA,SURYAPET,SURYAPET,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161242,UPHC-SRINIVASA NAGAR,UPHC-SRINIVASA NAGAR,TELANGANA,KHAMMAM,KHAMMAM,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161243,UPHC-CHERPALLY,UPHC-CHERPALLY,TELANGANA,MEDCHAL MALKAJGIRI,MEDCHAL MALKAJGIRI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161244,PHC-NELAKONDAPALLI,PHC-NELAKONDAPALLI,TELANGANA,KHAMMAM,KHAMMAM,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161245,PHC-NELLIKUDURU,PHC-NELLIKUDURU,TELANGANA,MAHABUBABAD,MAHABUBABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161246,PHC-NENNAL,PHC-NENNAL,TELANGANA,MANCHERIAL,MANCHERIAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161247,PHC-NERADIGONDA,PHC-NERADIGONDA,TELANGANA,ADILABAD,ADILABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161248,PHC-NOOTHANKAL,PHC-NOOTHANKAL,TELANGANA,SURYAPET,SURYAPET,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161249,UPHC-DESHAIPET,UPHC-DESHAIPET,TELANGANA,WARANGAL URBAN,WARANGAL URBAN,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161250,UPHC-SRRRTHOTA,UPHC-SRRRTHOTA,TELANGANA,WARANGAL URBAN,WARANGAL URBAN,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161251,UPHC-Harrajpenta,UPHC-Harrajpenta,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161252,UPHC-SUBHASH NAGAR,UPHC-SUBHASH NAGAR,TELANGANA,MEDCHAL MALKAJGIRI,MEDCHAL MALKAJGIRI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161253,UPHC-Sanath Nagar,UPHC-Sanath Nagar,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161254,UPHC-SHAPUR NAGAR,UPHC-SHAPUR NAGAR,TELANGANA,MEDCHAL MALKAJGIRI,MEDCHAL MALKAJGIRI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161255,UPHC-GAJULA RAMARAM,UPHC-GAJULA RAMARAM,TELANGANA,MEDCHAL MALKAJGIRI,MEDCHAL MALKAJGIRI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G161256,PHC-NEKKONDA,PHC-NEKKONDA,TELANGANA,WARANGAL URBAN,WARANGAL URBAN,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
